# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0007187	BP	e	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	4/244	18/11561	0.00046920628717225885	6	4	0.03341628526454931	G008046, G011218, G014486, G017431
GO:0070207	BP	e	protein homotrimerization	4/244	18/11561	0.00046920628717225885	8	4	0.03341628526454931	G005721, G006202, G019457, G019465
GO:0060613	BP	e	fat pad development	4/244	18/11561	0.00046920628717225885	6	4	0.03341628526454931	G006995, G008375, G009028, G015514
GO:1990573	BP	e	potassium ion import across plasma membrane	3/244	8/11561	0.00048080353664210995	9	3	0.03402954223625368	G016039, G019976, G027315
GO:0035108	BP	e	limb morphogenesis	6/244	48/11561	0.00048546621575622006	4	6	0.034147453879889676	G004925, G006435, G010127, G012192, G012194, G026853
GO:0007215	BP	e	glutamate receptor signaling pathway	7/244	67/11561	0.0005064396658330222	6	7	0.035404171731087654	G003673, G012733, G014293, G014320, G016135, G020422, G022319
GO:0050926	BP	e	regulation of positive chemotaxis	4/244	19/11561	0.0005845441152540756	6	4	0.040615123130001166	G006995, G008375, G009028, G015514
GO:0090277	BP	e	positive regulation of peptide hormone secretion	6/244	50/11561	0.0006069467069863116	9	6	0.0411676055125537	G004925, G006995, G008375, G009028, G010127, G015514
GO:0070050	BP	e	neuron cellular homeostasis	6/244	50/11561	0.0006069467069863116	3	6	0.0411676055125537	G003940, G013823, G024670, G024673, G024679, G024692
GO:0002793	BP	e	positive regulation of peptide secretion	6/244	50/11561	0.0006069467069863116	7	6	0.0411676055125537	G004925, G006995, G008375, G009028, G010127, G015514
GO:0045761	BP	e	regulation of adenylate cyclase activity	6/244	50/11561	0.0006069467069863116	5	6	0.0411676055125537	G000876, G004925, G007815, G010112, G010127, G016135
GO:0104004	BP	e	cellular response to environmental stimulus	13/244	215/11561	0.0006406365191170437	3	13	0.042690369212507094	G001102, G005721, G006202, G010692, G014293, G014320, G019457, G019465, G021314, G022319, G022493, G024845, G027315
GO:0071214	BP	e	cellular response to abiotic stimulus	13/244	215/11561	0.0006406365191170437	4	13	0.042690369212507094	G001102, G005721, G006202, G010692, G014293, G014320, G019457, G019465, G021314, G022319, G022493, G024845, G027315
GO:0009581	BP	e	detection of external stimulus	11/244	163/11561	0.0006743769078517309	3	11	0.044154688698274575	G001102, G004038, G006949, G008763, G010692, G018418, G022493, G023176, G024845, G026989, G027010
GO:0035751	BP	e	regulation of lysosomal lumen pH	6/244	51/11561	0.0006759051581369116	8	6	0.044154688698274575	G003940, G013823, G024670, G024673, G024679, G024692
GO:0033273	BP	e	response to vitamin	5/244	34/11561	0.0006781106206404608	4	5	0.044154688698274575	G006995, G008375, G009028, G015514, G026853
GO:0086010	BP	e	membrane depolarization during action potential	3/244	9/11561	0.0007099830253892427	5	3	0.04545087963095742	G004925, G010127, G017401
GO:0086011	BP	e	membrane repolarization during action potential	3/244	9/11561	0.0007099830253892427	5	3	0.04545087963095742	G016039, G020665, G020669
GO:0071295	BP	e	cellular response to vitamin	4/244	20/11561	0.0007186598151423467	5	4	0.04549515885303911	G006995, G008375, G009028, G015514
GO:0015816	BP	e	glycine transport	4/244	20/11561	0.0007186598151423467	8	4	0.04549515885303911	G022767, G024626, G024644, G027668
GO:0048729	BP	e	tissue morphogenesis	12/244	191/11561	0.000735479170929969	3	12	0.04630268040191711	G006435, G006665, G006995, G008375, G009028, G013315, G015514, G021314, G021588, G023176, G026853, G026989
GO:0009582	BP	e	detection of abiotic stimulus	11/244	165/11561	0.000746481093852401	3	11	0.04673709925520939	G001102, G004038, G006949, G008763, G010692, G018418, G022493, G023176, G024845, G026989, G027010
GO:0051046	BP	e	regulation of secretion	16/244	305/11561	0.0007522964329331781	5	16	0.04684381340586647	G004581, G004925, G005707, G006995, G008343, G008375, G009028, G010127, G013027, G015514, G016102, G019457, G019465, G019976, G023671, G027064
GO:0035296	BP	e	regulation of tube diameter	7/244	72/11561	0.0007846895485149628	5	7	0.0483326346233946	G004925, G006995, G007815, G008375, G009028, G010127, G015514
GO:0097746	BP	e	blood vessel diameter maintenance	7/244	72/11561	0.0007846895485149628	6	7	0.0483326346233946	G004925, G006995, G007815, G008375, G009028, G010127, G015514
GO:0034764	BP	e	positive regulation of transmembrane transport	10/244	141/11561	0.0008025242500246346	6	10	0.049165396930272644	G003976, G004038, G004925, G006949, G007815, G010127, G013062, G013066, G024845, G028609
GO:0008152	BP	p	metabolic process	32/244	4134/11561	1.2054288536347742e-15	1	32	1.0566047528590961e-12	G000885, G002125, G003673, G004712, G006428, G006810, G007815, G012192, G012194, G012274, G012733, G012920, G013027, G013315, G016102, G016135, G016271, G016283, G018427, G018525, G019043, G019542, G019729, G021314, G021363, G021599, G023067, G023698, G024959, G025622, G027064, G027710
GO:0044238	BP	p	primary metabolic process	24/244	3580/11561	3.2346080742902728e-15	2	24	2.632739929038404e-12	G000885, G002125, G006428, G006810, G007815, G012192, G012194, G013027, G013315, G016102, G016271, G016283, G018427, G019043, G019542, G019729, G021314, G021363, G023067, G023698, G024959, G025622, G027064, G027710
GO:0071704	BP	p	organic substance metabolic process	31/244	3867/11561	1.1845967979601853e-13	2	31	8.998987008504207e-11	G000885, G002125, G003673, G004712, G006428, G006810, G007815, G012192, G012194, G012274, G012733, G012920, G013027, G013315, G016102, G016135, G016271, G016283, G018427, G018525, G019043, G019542, G019729, G021314, G021363, G023067, G023698, G024959, G025622, G027064, G027710
GO:0043170	BP	p	macromolecule metabolic process	20/244	2971/11561	3.6127960489885333e-12	3	20	1.9150841103372757e-09	G003673, G004712, G006810, G007815, G012192, G012194, G012733, G013027, G013315, G016102, G016135, G016271, G018525, G019542, G021314, G021363, G023067, G023698, G027064, G027710
GO:1901360	BP	p	organic cyclic compound metabolic process	8/244	1749/11561	2.029835712831565e-09	3	8	7.461283208940544e-07	G002125, G006810, G007815, G012920, G016271, G019542, G019729, G021363
GO:0006139	BP	p	nucleobase-containing compound metabolic process	6/244	1566/11561	2.1691876555927986e-09	4	6	7.724341667337481e-07	G006810, G007815, G016271, G019542, G019729, G021363
GO:0043412	BP	p	macromolecule modification	3/244	1277/11561	2.8265985708131014e-09	4	3	9.760330519519784e-07	G013027, G023698, G027710
GO:0036211	BP	p	protein modification process	3/244	1194/11561	1.4787939176851953e-08	5	3	4.680793525561889e-06	G013027, G023698, G027710
GO:0090304	BP	p	nucleic acid metabolic process	5/244	1304/11561	9.58616834875269e-08	5	5	2.6708065118787515e-05	G006810, G007815, G016271, G019542, G021363
GO:1901564	BP	p	organonitrogen compound metabolic process	17/244	2220/11561	9.60974699315742e-08	3	17	2.6708065118787515e-05	G000885, G004712, G012192, G012194, G012920, G013027, G013315, G016102, G016283, G018525, G019729, G021314, G023067, G023698, G025622, G027064, G027710
GO:0044237	BP	p	cellular metabolic process	14/244	1951/11561	2.3450239830358445e-07	2	14	5.1774805653667887e-05	G000885, G003673, G006428, G007815, G012192, G012194, G012733, G016135, G016283, G019729, G021599, G023698, G024959, G025622
GO:0019538	BP	p	protein metabolic process	10/244	1631/11561	3.521491206908769e-07	4	10	7.218079551689643e-05	G012192, G012194, G013027, G013315, G016102, G021314, G023067, G023698, G027064, G027710
GO:0006796	BP	p	phosphate-containing compound metabolic process	3/244	904/11561	5.6432023171022465e-06	4	3	0.0007962731402106659	G019729, G023698, G025622
GO:0006793	BP	p	phosphorus metabolic process	3/244	918/11561	5.872849239466458e-06	3	3	0.0008161111839478084	G019729, G023698, G025622
GO:0016070	BP	p	RNA metabolic process	2/244	662/11561	0.0001237526004068096	6	2	0.01192848925586415	G007815, G016271
GO:0016310	BP	p	phosphorylation	0/244	434/11561	0.0001256181404742166	5	0	0.01192848925586415	
GO:0006259	BP	p	DNA metabolic process	3/244	698/11561	0.0003320035772765698	6	3	0.026642118049764175	G006810, G019542, G021363
GO:0044281	BP	p	small molecule metabolic process	4/244	772/11561	0.00038766827597628455	2	4	0.029847837869930827	G002125, G006428, G016283, G019729
GO:0009056	BP	p	catabolic process	7/244	990/11561	0.0004576811911256508	2	7	0.03341628526454931	G004712, G016102, G016283, G018525, G021363, G021599, G027064
GO:0016071	BP	p	mRNA metabolic process	0/244	364/11561	0.000633796690653923	7	0	0.042690369212507094	
GO:0006468	BP	p	protein phosphorylation	0/244	374/11561	0.0006648846722352625	6	0	0.04404860953558614	
GO:0006325	BP	p	chromatin organization	0/244	378/11561	0.0006909889500928245	6	0	0.04473760844493031	
GO:0034702	CC	e	monoatomic ion channel complex	35/244	183/11561	5.9635430237581165e-24	4	35	1.0167840855507588e-20	G002536, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G006947, G006949, G009295, G010127, G013062, G013066, G013223, G015391, G015392, G016039, G017401, G018279, G019647, G020437, G023073, G023077, G023176, G023419, G023671, G023672, G025237, G025944, G027007, G027755, G028604, G028609
GO:0008076	CC	e	voltage-gated potassium channel complex	23/244	68/11561	3.527216072010707e-22	7	23	3.0069517013891276e-19	G002536, G003976, G004038, G004581, G005687, G005688, G005690, G006947, G006949, G009295, G013062, G013066, G016039, G018279, G019647, G023073, G023077, G025237, G025944, G027007, G027755, G028604, G028609
GO:0034705	CC	e	potassium channel complex	23/244	71/11561	1.1024201530735665e-21	6	23	6.265421203301437e-19	G002536, G003976, G004038, G004581, G005687, G005688, G005690, G006947, G006949, G009295, G013062, G013066, G016039, G018279, G019647, G023073, G023077, G025237, G025944, G027007, G027755, G028604, G028609
GO:1902495	CC	e	transmembrane transporter complex	35/244	225/11561	7.689878039195477e-21	3	35	3.277810514207072e-18	G002536, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G006947, G006949, G009295, G010127, G013062, G013066, G013223, G015391, G015392, G016039, G017401, G018279, G019647, G020437, G023073, G023077, G023176, G023419, G023671, G023672, G025237, G025944, G027007, G027755, G028604, G028609
GO:0034703	CC	e	cation channel complex	28/244	135/11561	2.5345172587256722e-20	5	28	8.642703852254542e-18	G002536, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G006947, G006949, G009295, G010127, G013062, G013066, G016039, G017401, G018279, G019647, G023073, G023077, G023176, G025237, G025944, G027007, G027755, G028604, G028609
GO:0098590	CC	e	plasma membrane region	63/244	817/11561	3.322479553873373e-20	3	63	9.441379398923502e-18	G001189, G002296, G002536, G003673, G003976, G004038, G004581, G004925, G004987, G005707, G006665, G006949, G006995, G007815, G008343, G008375, G009028, G009206, G009645, G010127, G010146, G010692, G012637, G012733, G013062, G013066, G013223, G014293, G014320, G014486, G014907, G015391, G015392, G015514, G016039, G016135, G017431, G019085, G019608, G019647, G019976, G020437, G021314, G021500, G022166, G022319, G022521, G022618, G022903, G023037, G023176, G023419, G023671, G023672, G023698, G025627, G025944, G026989, G027315, G027755, G027874, G028604, G028609
GO:1990351	CC	e	transporter complex	35/244	237/11561	4.4303140917893805e-20	2	35	1.0790979323572706e-17	G002536, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G006947, G006949, G009295, G010127, G013062, G013066, G013223, G015391, G015392, G016039, G017401, G018279, G019647, G020437, G023073, G023077, G023176, G023419, G023671, G023672, G025237, G025944, G027007, G027755, G028604, G028609
GO:0098797	CC	e	plasma membrane protein complex	37/244	297/11561	1.2706756955761786e-18	3	37	2.7081275761967306e-16	G002536, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G006947, G006949, G009295, G010127, G013062, G013066, G013223, G013315, G014293, G014320, G016039, G017401, G018279, G019647, G020422, G021314, G022319, G023073, G023077, G023419, G023671, G023672, G025237, G025944, G027007, G027755, G028604, G028609
GO:0043005	CC	e	neuron projection	56/244	712/11561	2.715384387242098e-18	4	56	5.144144866941975e-16	G000859, G002536, G003673, G003976, G004038, G004581, G004654, G004925, G006949, G006995, G007815, G008046, G009028, G009295, G010127, G010692, G011218, G011864, G012733, G013028, G013062, G013066, G013223, G013315, G014293, G014320, G014486, G014907, G015391, G015392, G015514, G016039, G016102, G016135, G017401, G017431, G019457, G019465, G019647, G019976, G020437, G020945, G022319, G022618, G022993, G023077, G023419, G023671, G023672, G025944, G027007, G027315, G027710, G027755, G028604, G028609
GO:0045211	CC	e	postsynaptic membrane	25/244	144/11561	2.634021399704731e-16	5	25	4.4910064864965664e-14	G003673, G003976, G004038, G004581, G004925, G006949, G007815, G010127, G012733, G013062, G013066, G013223, G014320, G014486, G015391, G015392, G016039, G016135, G020437, G021314, G022521, G023419, G023671, G025627, G028609
GO:0097060	CC	e	synaptic membrane	34/244	294/11561	3.6310917227847834e-16	4	34	5.6281921703164145e-14	G003673, G003976, G004038, G004581, G004925, G004987, G006949, G007815, G008343, G010127, G012733, G013062, G013066, G013223, G014293, G014320, G014486, G015391, G015392, G016039, G016135, G017431, G019608, G020437, G021314, G021500, G022319, G022521, G023419, G023671, G023672, G023698, G025627, G028609
GO:0005886	CC	e	plasma membrane	101/244	2226/11561	7.985735096062162e-16	3	101	1.1346398615654988e-13	G000859, G000876, G001102, G001400, G001447, G002140, G002519, G002536, G003673, G003976, G004038, G004570, G004581, G004654, G004818, G004925, G005687, G005707, G005721, G006202, G006494, G006665, G006949, G006995, G007815, G007969, G008046, G008375, G008763, G009028, G009340, G009445, G010012, G010112, G010127, G010236, G010692, G010962, G011218, G012274, G012637, G012733, G012920, G013027, G013062, G013223, G013315, G014293, G014320, G014486, G014907, G015391, G015392, G015514, G015972, G015981, G016039, G016135, G017042, G017358, G017431, G018530, G019085, G019457, G019465, G019851, G019976, G020422, G020437, G020665, G020669, G021207, G021314, G021728, G022166, G022319, G022411, G022493, G022993, G023037, G023130, G023176, G023355, G023368, G023419, G023671, G023672, G024845, G024959, G025217, G025369, G025944, G026440, G026468, G026989, G027007, G027010, G027315, G027417, G028095, G028604
GO:0030424	CC	e	axon	32/244	321/11561	1.9486329362233168e-13	5	32	2.555707043277504e-11	G002536, G003673, G003976, G004581, G004925, G006949, G006995, G007815, G009028, G009295, G010127, G010692, G011864, G012733, G013062, G013066, G013315, G014320, G015391, G015392, G015514, G016135, G017401, G019647, G022618, G023077, G025944, G027315, G027710, G027755, G028604, G028609
GO:0016020	CC	e	membrane	157/244	4774/11561	3.069408758884228e-13	2	157	3.7381013813554345e-11	G000859, G000876, G000885, G001102, G001189, G001400, G001447, G002140, G002296, G002519, G002536, G003673, G003940, G003976, G003982, G004038, G004570, G004581, G004654, G004818, G004925, G004987, G005687, G005688, G005690, G005707, G005721, G006202, G006428, G006494, G006665, G006731, G006947, G006949, G006995, G007815, G007969, G007983, G008046, G008343, G008375, G008763, G009028, G009206, G009340, G009445, G009645, G010012, G010112, G010127, G010146, G010158, G010236, G010692, G010819, G010962, G011218, G012192, G012194, G012274, G012637, G012733, G012920, G013027, G013062, G013066, G013223, G013315, G013823, G014293, G014320, G014486, G014907, G015391, G015392, G015514, G015663, G015972, G015981, G016039, G016135, G016379, G017042, G017358, G017431, G018279, G018530, G018652, G019085, G019457, G019465, G019562, G019608, G019647, G019851, G019966, G019976, G020422, G020437, G020665, G020669, G021207, G021314, G021500, G021599, G021728, G022166, G022319, G022411, G022493, G022521, G022618, G022767, G022903, G022993, G023037, G023073, G023130, G023176, G023269, G023327, G023355, G023368, G023419, G023671, G023672, G023698, G024626, G024644, G024670, G024673, G024679, G024692, G024845, G024888, G024959, G025217, G025237, G025369, G025627, G025944, G026440, G026468, G026989, G027007, G027010, G027289, G027307, G027315, G027417, G027650, G027668, G027755, G027874, G028095, G028604, G028609
GO:0042995	CC	e	cell projection	64/244	1167/11561	3.2907876002408024e-13	2	64	3.740528572273712e-11	G000859, G002536, G003673, G003976, G004038, G004581, G004654, G004925, G005707, G006949, G006995, G007815, G008046, G008343, G009028, G009295, G010127, G010692, G010885, G011218, G011864, G012733, G013028, G013062, G013066, G013223, G013315, G014293, G014320, G014486, G014907, G015391, G015392, G015514, G016039, G016102, G016135, G017401, G017431, G019457, G019465, G019608, G019647, G019976, G020437, G020945, G021314, G022319, G022521, G022618, G022993, G023077, G023176, G023419, G023671, G023672, G025944, G027007, G027315, G027668, G027710, G027755, G028604, G028609
GO:0042734	CC	e	presynaptic membrane	20/244	123/11561	1.0323232196056935e-12	5	20	1.1000694308923172e-10	G003673, G003976, G004038, G004581, G004925, G006949, G008343, G010127, G012733, G013062, G013066, G014320, G016135, G017431, G021500, G022521, G023671, G023672, G023698, G028609
GO:0044306	CC	e	neuron projection terminus	17/244	86/11561	2.0411731961432657e-12	2	17	2.0471766467201573e-10	G001930, G003976, G004038, G004581, G006949, G006995, G008375, G009028, G009295, G013062, G013066, G015514, G017431, G022767, G024626, G024644, G028609
GO:0120025	CC	e	plasma membrane bounded cell projection	60/244	1109/11561	4.0536610532278576e-12	3	60	3.839717830974165e-10	G000859, G002536, G003673, G003976, G004038, G004581, G004654, G004925, G005707, G006949, G006995, G007815, G008046, G009028, G009295, G010127, G010692, G010885, G011218, G011864, G012733, G013028, G013062, G013066, G013223, G013315, G014293, G014320, G014486, G014907, G015391, G015392, G015514, G016039, G016102, G016135, G017401, G017431, G019457, G019465, G019647, G019976, G020437, G020945, G021314, G022319, G022618, G022993, G023077, G023176, G023419, G023671, G023672, G025944, G027007, G027315, G027710, G027755, G028604, G028609
GO:0044298	CC	e	cell body membrane	11/244	30/11561	1.1338194093901084e-11	2	11	1.0174537331632287e-09	G002536, G003976, G004581, G007815, G013062, G013066, G019647, G019976, G025944, G028604, G028609
GO:0098793	CC	e	presynapse	23/244	191/11561	1.2605839983178403e-11	2	23	1.074647858565959e-09	G001930, G003976, G004038, G004581, G006949, G006995, G007815, G008375, G009028, G009295, G013028, G013062, G013066, G014486, G015514, G017431, G019457, G019465, G022767, G024626, G024644, G027668, G028609
GO:0098796	CC	e	membrane protein complex	43/244	673/11561	4.801834198542067e-11	2	43	3.898632051673439e-09	G002536, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G006947, G006949, G009295, G010127, G013062, G013066, G013223, G013315, G014293, G014320, G015391, G015392, G016039, G017401, G018279, G019647, G020422, G020437, G021314, G022319, G022411, G023073, G023077, G023176, G023419, G023671, G023672, G025237, G025944, G026504, G027007, G027755, G028604, G028609
GO:0043679	CC	e	axon terminus	14/244	68/11561	1.0730583437421965e-10	3	14	7.954628156871499e-09	G001930, G003976, G004038, G004581, G006949, G006995, G008375, G009028, G009295, G013062, G013066, G015514, G017431, G028609
GO:0032809	CC	e	neuronal cell body membrane	10/244	28/11561	1.3718525475445772e-10	3	10	9.745869139847933e-09	G002536, G003976, G004581, G007815, G013062, G013066, G019647, G025944, G028604, G028609
GO:0030425	CC	e	dendrite	26/244	294/11561	5.888752850922822e-10	5	26	4.016129444329364e-08	G004038, G004581, G004925, G006949, G007815, G008046, G009295, G010127, G010692, G011218, G013028, G013066, G013315, G014293, G014320, G014486, G015391, G015392, G016039, G016102, G017431, G022319, G022618, G027007, G027755, G028609
GO:0045202	CC	e	synapse	35/244	526/11561	1.3300653094437783e-09	3	35	8.722159048467853e-08	G002140, G003673, G004038, G004581, G004925, G004987, G006949, G007815, G008046, G010127, G011218, G012733, G013028, G013223, G014293, G014320, G014486, G015391, G015392, G016039, G016135, G017431, G019457, G019465, G020437, G021314, G021500, G022319, G022411, G023419, G023671, G023672, G023698, G027007, G027315
GO:0030054	CC	e	cell junction	46/244	857/11561	2.9277903144215403e-09	2	46	1.8488453652180468e-07	G001930, G002140, G002296, G003673, G004038, G004581, G004925, G004987, G006665, G006949, G007815, G008046, G009465, G009645, G010127, G010146, G011218, G011864, G012733, G013028, G013223, G014293, G014320, G014486, G015391, G015392, G016039, G016135, G017431, G019457, G019465, G020437, G021314, G021500, G022319, G022411, G022903, G023419, G023671, G023672, G023698, G026989, G027007, G027315, G027710, G027755
GO:0032590	CC	e	dendrite membrane	8/244	23/11561	1.309433152507669e-08	6	8	7.698563879398536e-07	G002536, G003976, G013062, G013066, G019647, G025944, G028604, G028609
GO:0032589	CC	e	neuron projection membrane	9/244	46/11561	3.9980242154537896e-07	5	9	2.004891555102562e-05	G002536, G003976, G013062, G013066, G019647, G025944, G027755, G028604, G028609
GO:0044305	CC	e	calyx of Held	7/244	25/11561	5.948313014374465e-07	4	7	2.8976781970024183e-05	G003976, G004038, G004581, G006949, G013062, G013066, G028609
GO:0098978	CC	e	glutamatergic synapse	20/244	268/11561	9.787683980286617e-07	4	20	4.635555885107967e-05	G003673, G004038, G004581, G004925, G006949, G007815, G010127, G012733, G014293, G014320, G015391, G015392, G016135, G017431, G021314, G021500, G022319, G022411, G023672, G023698
GO:0031253	CC	e	cell projection membrane	16/244	194/11561	3.4154564322161676e-06	4	16	0.00014931674915201452	G002536, G003976, G004581, G005707, G013062, G013066, G014907, G019647, G019976, G022166, G022618, G023037, G025944, G027755, G028604, G028609
GO:0043025	CC	e	neuronal cell body	18/244	252/11561	6.4176247602124725e-06	3	18	0.00027355125540405665	G001930, G004038, G004925, G006949, G006995, G008375, G009028, G010127, G013066, G013315, G014320, G015391, G015392, G015514, G016039, G019976, G027755, G028609
GO:0031256	CC	e	leading edge membrane	11/244	101/11561	8.807194273725605e-06	2	11	0.00034921549387679433	G002536, G003976, G004581, G005707, G013062, G013066, G019647, G025944, G027755, G028604, G028609
GO:0043204	CC	e	perikaryon	12/244	121/11561	9.125325841055192e-06	2	12	0.0003536063763408887	G004038, G004581, G004925, G006949, G010127, G010692, G020944, G020945, G023077, G027007, G027710, G027755
GO:0030673	CC	e	axolemma	5/244	16/11561	1.4516080213215887e-05	6	5	0.0005499981503007353	G003976, G013062, G013066, G027755, G028609
GO:0009986	CC	e	cell surface	17/244	251/11561	2.3280347492779886e-05	2	17	0.0008445317547912703	G003976, G004038, G004925, G006949, G006995, G008375, G009028, G010127, G013062, G013066, G015514, G018525, G019085, G019457, G019465, G027755, G028609
GO:0016323	CC	e	basolateral plasma membrane	12/244	137/11561	3.2183895673217234e-05	4	12	0.0011431987942257373	G001189, G006995, G008375, G009028, G009206, G012637, G015514, G019608, G019976, G021314, G023176, G027315
GO:0044224	CC	e	juxtaparanode region of axon	5/244	19/11561	3.66894318249334e-05	2	5	0.0012766424747247234	G004038, G004581, G006949, G023077, G027755
GO:0044297	CC	e	cell body	18/244	291/11561	4.477080874442251e-05	2	18	0.0015266845781848075	G001930, G004038, G004925, G006949, G006995, G008375, G009028, G010127, G013066, G013315, G014320, G015391, G015392, G015514, G016039, G019976, G027755, G028609
GO:0043235	CC	e	receptor complex	15/244	222/11561	7.272923525768975e-05	2	15	0.002431438159105118	G007815, G013223, G013315, G014293, G014320, G015391, G015392, G020422, G020437, G022319, G022521, G022618, G023419, G023671, G023672
GO:0038038	CC	e	G protein-coupled receptor homodimeric complex	4/244	14/11561	0.00016404417677867616	7	4	0.005179542989030423	G014293, G014320, G020422, G022319
GO:0005892	CC	e	acetylcholine-gated channel complex	4/244	14/11561	0.00016404417677867616	5	4	0.005179542989030423	G013223, G023419, G023671, G023672
GO:0098802	CC	e	plasma membrane signaling receptor complex	8/244	86/11561	0.00045089316332296817	4	8	0.013254704197683804	G013223, G014293, G014320, G020422, G022319, G023419, G023671, G023672
GO:0098839	CC	e	postsynaptic density membrane	7/244	66/11561	0.00046169495737177654	6	7	0.013342201734218287	G004925, G010127, G014293, G014320, G017431, G022319, G023672
GO:0097648	CC	e	G protein-coupled receptor complex	4/244	19/11561	0.0005845441152540756	5	4	0.016338487155872113	G014293, G014320, G020422, G022319
GO:0038037	CC	e	G protein-coupled receptor dimeric complex	4/244	19/11561	0.0005845441152540756	6	4	0.016338487155872113	G014293, G014320, G020422, G022319
GO:0099634	CC	e	postsynaptic specialization membrane	7/244	70/11561	0.0006617320072641964	5	7	0.0181976301997654	G004925, G010127, G014293, G014320, G017431, G022319, G023672
GO:0042383	CC	e	sarcolemma	7/244	72/11561	0.0007846895485149628	4	7	0.021236439368539868	G004925, G006665, G007815, G010127, G016039, G021314, G023176
GO:0033270	CC	e	paranode region of axon	3/244	10/11561	0.0009984951293386733	2	3	0.026191295315729814	G004038, G006949, G023077
GO:0043194	CC	e	axon initial segment	3/244	10/11561	0.0009984951293386733	2	3	0.026191295315729814	G004038, G004581, G006949
GO:0098982	CC	e	GABA-ergic synapse	5/244	38/11561	0.001142174993446444	4	5	0.029065796475017714	G015391, G015392, G016039, G021314, G021500
GO:1902711	CC	e	GABA-A receptor complex	3/244	11/11561	0.0013516108655724564	4	3	0.033398500373928094	G015391, G015392, G020437
GO:0044309	CC	e	neuron spine	8/244	104/11561	0.0015824588654546675	5	8	0.038001300923946595	G003673, G007815, G012733, G014320, G016039, G016135, G019457, G019465
GO:0043197	CC	e	dendritic spine	8/244	104/11561	0.0015824588654546675	6	8	0.038001300923946595	G003673, G007815, G012733, G014320, G016039, G016135, G019457, G019465
GO:0016324	CC	e	apical plasma membrane	12/244	212/11561	0.001807743351982684	4	12	0.04280836687681217	G004038, G006949, G006995, G007815, G008375, G009028, G015514, G019085, G019976, G022618, G023176, G027874
GO:0043229	CC	p	intracellular organelle	78/244	6056/11561	8.630708799089757e-11	3	78	6.688799319294562e-09	G000876, G001930, G002125, G002595, G003583, G003891, G003940, G004038, G004983, G005707, G005780, G006428, G006435, G006810, G006949, G006995, G007815, G007969, G008046, G008286, G008343, G008375, G009028, G009295, G009327, G009465, G010112, G011225, G011383, G011864, G012637, G012920, G012974, G013027, G013028, G013315, G013823, G014293, G014320, G015514, G016102, G016398, G018418, G019457, G019465, G019542, G019562, G020207, G020945, G021207, G021314, G021363, G021588, G021599, G022319, G022411, G022611, G022640, G022767, G022927, G023176, G023269, G023327, G023560, G024626, G024644, G024670, G024673, G024679, G024692, G024959, G025349, G025627, G026504, G026974, G027668, G027755, G028877
GO:0005654	CC	p	nucleoplasm	5/244	1412/11561	8.600835732109667e-09	2	5	5.23729461544535e-07	G005687, G005707, G009671, G020709, G021314
GO:0005829	CC	p	cytosol	15/244	2173/11561	1.711653770138236e-08	2	15	9.727898926952309e-07	G001930, G004038, G005707, G006949, G009295, G009671, G010885, G013028, G016102, G019085, G019729, G019976, G020709, G021207, G021314
GO:0043226	CC	p	organelle	93/244	6427/11561	3.4244724894566204e-08	2	93	1.8834598692011414e-06	G000876, G001930, G002125, G002595, G003583, G003673, G003891, G003940, G004038, G004925, G004983, G005707, G005780, G006428, G006435, G006810, G006949, G006995, G007815, G007969, G007983, G008046, G008286, G008343, G008375, G009028, G009295, G009327, G009465, G010112, G010127, G010146, G010885, G011225, G011383, G011864, G012637, G012733, G012920, G012974, G013027, G013028, G013315, G013823, G014293, G014320, G014907, G015514, G016039, G016102, G016135, G016398, G017431, G018418, G019085, G019457, G019465, G019542, G019562, G019976, G020207, G020945, G021207, G021314, G021363, G021588, G021599, G022319, G022411, G022611, G022640, G022767, G022903, G022927, G023176, G023269, G023327, G023560, G024626, G024644, G024670, G024673, G024679, G024692, G024959, G025349, G025627, G026504, G026853, G026974, G027668, G027755, G028877
GO:0043231	CC	p	intracellular membrane-bounded organelle	72/244	5380/11561	5.509626765698253e-08	4	72	2.9355980110986006e-06	G002125, G002595, G003583, G003891, G003940, G004038, G004983, G005707, G005780, G006428, G006435, G006810, G006949, G006995, G007815, G007969, G008046, G008286, G008375, G009028, G009295, G009327, G011225, G011383, G012637, G012920, G012974, G013027, G013028, G013315, G013823, G014293, G014320, G015514, G016102, G016398, G018418, G019457, G019465, G019542, G019562, G020207, G020945, G021207, G021314, G021363, G021588, G021599, G022319, G022411, G022611, G022640, G022767, G022927, G023176, G023269, G023327, G023560, G024626, G024644, G024670, G024673, G024679, G024692, G024959, G025349, G025627, G026504, G026974, G027668, G027755, G028877
