# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0007154	BP	e	cell communication	27/244	257/11561	4.997152128233173e-12	2	27	2.27770194004868e-09	G004038, G004925, G006949, G007815, G008046, G010127, G010962, G011218, G013223, G014293, G014486, G015391, G015392, G016135, G017431, G019976, G020437, G021314, G021500, G022319, G023419, G023671, G023672, G023698, G027007, G027315, G028095
GO:0043269	BP	e	regulation of monoatomic ion transport	26/244	246/11561	1.1095058530779822e-11	5	26	4.8626227676244635e-09	G002536, G003976, G004038, G004581, G004925, G006949, G006995, G007815, G008375, G009028, G009295, G010127, G013062, G013066, G014907, G015514, G016039, G017401, G017431, G020665, G020669, G023077, G023176, G025944, G028604, G028609
GO:0051234	BP	e	establishment of localization	82/244	1877/11561	1.5312384061292926e-11	2	82	6.462393199201218e-09	G001189, G002125, G002536, G003940, G003976, G004038, G004581, G004925, G005687, G005688, G005690, G005707, G006947, G006949, G006995, G007815, G008343, G008375, G009028, G009295, G010127, G010158, G011218, G012109, G012274, G012637, G012920, G012974, G013027, G013062, G013066, G013223, G013823, G014293, G014320, G015391, G015392, G015514, G016039, G018279, G019457, G019465, G019608, G019647, G019976, G020437, G020665, G020669, G020945, G021500, G021728, G022166, G022319, G022411, G022618, G022767, G023037, G023073, G023077, G023176, G023368, G023419, G023671, G023672, G024626, G024644, G024670, G024673, G024679, G024692, G025217, G025237, G025369, G025944, G026468, G026989, G027007, G027315, G027668, G028451, G028604, G028609
GO:0042391	BP	e	regulation of membrane potential	22/244	186/11561	5.1394046375112455e-11	3	22	2.0915541373014513e-08	G004038, G004581, G004925, G006665, G006949, G007815, G008343, G010127, G013223, G015391, G015392, G016039, G017401, G019457, G019465, G020437, G020665, G020669, G023419, G023671, G023672, G028877
GO:0051179	BP	e	localization	87/244	2143/11561	1.762580137179916e-10	1	87	6.92572436660867e-08	G001189, G002125, G002536, G003940, G003976, G004038, G004581, G004925, G005687, G005688, G005690, G005707, G006810, G006947, G006949, G006995, G007815, G008343, G008375, G009028, G009295, G010127, G010158, G011218, G012109, G012192, G012194, G012274, G012637, G012920, G012974, G013027, G013062, G013066, G013223, G013823, G014293, G014320, G015391, G015392, G015514, G016039, G018279, G019457, G019465, G019608, G019647, G019976, G020437, G020665, G020669, G020945, G021500, G021728, G022166, G022319, G022411, G022618, G022767, G023037, G023073, G023077, G023176, G023368, G023419, G023671, G023672, G024626, G024644, G024670, G024673, G024679, G024692, G025217, G025237, G025369, G025944, G026468, G026853, G026989, G027007, G027315, G027668, G027755, G028451, G028604, G028609
GO:0044057	BP	e	regulation of system process	24/244	265/11561	1.743772903336779e-09	4	24	6.623430744507532e-07	G004038, G004925, G006949, G006995, G007815, G008343, G008375, G009028, G010127, G010962, G012733, G014293, G014320, G014486, G015514, G016039, G021314, G022166, G022319, G023037, G023176, G025217, G025369, G028095
GO:0034765	BP	e	regulation of monoatomic ion transmembrane transport	20/244	192/11561	3.839887116604493e-09	6	20	1.2869268733443588e-06	G002536, G003976, G004038, G004581, G004925, G006949, G007815, G009295, G010127, G013062, G013066, G016039, G017401, G020665, G020669, G023077, G023176, G025944, G028604, G028609
GO:0003008	BP	e	system process	32/244	494/11561	1.3955743910799336e-08	2	32	4.543591481815955e-06	G004038, G004925, G005707, G006435, G006665, G006949, G006995, G007815, G008375, G009028, G010127, G011218, G012733, G013223, G015391, G015392, G015514, G017431, G018418, G019457, G019465, G019608, G020422, G020437, G021500, G022618, G023368, G023419, G023671, G023672, G027007, G027755
GO:1902476	BP	e	chloride transmembrane transport	9/244	37/11561	5.3278866553960163e-08	7	9	1.6408450929253406e-05	G006995, G008375, G009028, G015391, G015392, G015514, G019976, G020437, G027315
GO:0043270	BP	e	positive regulation of monoatomic ion transport	15/244	128/11561	7.57112749932002e-08	6	15	2.2703420488092536e-05	G003976, G004038, G004925, G006949, G006995, G007815, G008375, G009028, G010127, G013062, G013066, G014907, G015514, G017431, G028609
GO:0009628	BP	e	response to abiotic stimulus	36/244	647/11561	8.154981735265781e-08	2	36	2.3827183813680403e-05	G001102, G003976, G004038, G005721, G006202, G006949, G006995, G007815, G008375, G008763, G009028, G010692, G010693, G013062, G013066, G013223, G014293, G014320, G015514, G018418, G019457, G019465, G019562, G019608, G019976, G020945, G021314, G022319, G022493, G023176, G023672, G024845, G026989, G027010, G027315, G028609
GO:1903522	BP	e	regulation of blood circulation	14/244	113/11561	1.0270934434424817e-07	5	14	2.782122722632269e-05	G004925, G006995, G007815, G008375, G009028, G010127, G010962, G014486, G015514, G016039, G023176, G025217, G025369, G028095
GO:0021675	BP	e	nerve development	7/244	20/11561	1.0498576311819884e-07	3	7	2.782122722632269e-05	G003976, G004038, G006949, G013062, G013066, G021314, G028609
GO:0098656	BP	e	monoatomic anion transmembrane transport	9/244	40/11561	1.1081299799057452e-07	6	9	2.869804800233174e-05	G006995, G008375, G009028, G015391, G015392, G015514, G019976, G020437, G027315
GO:0050877	BP	e	nervous system process	23/244	305/11561	1.1999571793968262e-07	3	23	3.038558235383741e-05	G004038, G005707, G006435, G006949, G007815, G012733, G013223, G015391, G015392, G017431, G018418, G019457, G019465, G019608, G020422, G020437, G021500, G022618, G023419, G023671, G023672, G027007, G027755
GO:1903818	BP	e	positive regulation of voltage-gated potassium channel activity	6/244	13/11561	1.2602151273351065e-07	11	6	3.121772038257291e-05	G003976, G004038, G006949, G013062, G013066, G028609
GO:0007200	BP	e	phospholipase C-activating G protein-coupled receptor signaling pathway	11/244	68/11561	1.5680251225392924e-07	6	11	3.80162686624154e-05	G001400, G006494, G006995, G008375, G009028, G010962, G014293, G014320, G015514, G022319, G028095
GO:0006821	BP	e	chloride transport	9/244	42/11561	1.7416896854851915e-07	6	9	4.134698742938283e-05	G006995, G008375, G009028, G015391, G015392, G015514, G019976, G020437, G027315
GO:0021554	BP	e	optic nerve development	6/244	14/11561	2.1665238283659166e-07	5	6	5.038273270250943e-05	G003976, G004038, G006949, G013062, G013066, G028609
GO:0046942	BP	e	carboxylic acid transport	16/244	159/11561	2.362694071075674e-07	6	16	5.1774805653667887e-05	G001189, G006995, G008375, G009028, G012109, G012637, G012974, G014293, G014320, G015514, G022319, G022618, G022767, G024626, G024644, G027668
GO:0015849	BP	e	organic acid transport	16/244	159/11561	2.362694071075674e-07	5	16	5.1774805653667887e-05	G001189, G006995, G008375, G009028, G012109, G012637, G012974, G014293, G014320, G015514, G022319, G022618, G022767, G024626, G024644, G027668
GO:0034762	BP	e	regulation of transmembrane transport	21/244	271/11561	2.7741628507783505e-07	5	21	5.9644501291734536e-05	G002536, G003976, G004038, G004581, G004925, G006949, G007815, G009295, G010127, G013062, G013066, G016039, G017401, G020665, G020669, G023077, G023176, G024845, G025944, G028604, G028609
GO:0021545	BP	e	cranial nerve development	6/244	15/11561	3.547279112721545e-07	4	6	7.218079551689643e-05	G003976, G004038, G006949, G013062, G013066, G028609
GO:1901018	BP	e	positive regulation of potassium ion transmembrane transporter activity	6/244	15/11561	3.547279112721545e-07	10	6	7.218079551689643e-05	G003976, G004038, G006949, G013062, G013066, G028609
GO:0098661	BP	e	inorganic anion transmembrane transport	9/244	47/11561	4.854795457622266e-07	6	9	9.705332322737846e-05	G006995, G008375, G009028, G015391, G015392, G015514, G019976, G020437, G027315
GO:0010959	BP	e	regulation of metal ion transport	15/244	149/11561	5.646285446197278e-07	6	15	0.00011093003906796204	G003976, G004038, G004925, G006949, G006995, G007815, G008375, G009028, G009295, G010127, G013062, G013066, G014907, G015514, G028609
GO:0022038	BP	e	corpus callosum development	7/244	25/11561	5.948313014374465e-07	3	7	0.00011488309626914751	G003976, G004038, G004581, G006949, G013062, G013066, G028609
GO:0065008	BP	e	regulation of biological quality	48/244	1092/11561	7.128999848964428e-07	2	48	0.00013539158879824942	G003940, G004038, G004581, G004925, G006665, G006949, G006995, G007815, G008343, G008375, G008745, G009028, G010127, G010962, G011864, G013028, G013223, G013315, G013823, G014907, G015391, G015392, G015514, G016039, G017401, G019457, G019465, G019976, G020437, G020665, G020669, G021314, G021500, G021728, G023067, G023419, G023671, G023672, G024670, G024673, G024679, G024692, G025217, G025369, G027064, G027315, G028095, G028877
GO:0043268	BP	e	positive regulation of potassium ion transport	7/244	26/11561	7.994285237974801e-07	8	7	0.00014933586932249648	G003976, G004038, G006949, G007815, G013062, G013066, G028609
GO:0065003	BP	e	protein-containing complex assembly	30/244	536/11561	9.7376903465315e-07	5	30	0.0001789693249979459	G002536, G003976, G004038, G004581, G005687, G005688, G005690, G005721, G006202, G006810, G006947, G006949, G010885, G013062, G013066, G016039, G018279, G019457, G019465, G019542, G019647, G022521, G023073, G023077, G023176, G025237, G025944, G027007, G028604, G028609
GO:0071774	BP	e	response to fibroblast growth factor	8/244	39/11561	1.2268392566613556e-06	4	8	0.0002219021163437484	G003976, G006995, G008375, G009028, G013062, G013066, G015514, G028609
GO:0006820	BP	e	monoatomic anion transport	9/244	53/11561	1.4139665408192315e-06	5	9	0.0002517523239474241	G006995, G008375, G009028, G015391, G015392, G015514, G019976, G020437, G027315
GO:0007188	BP	e	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	17/244	204/11561	1.4538292580074933e-06	6	17	0.00025486745223069824	G000859, G001447, G006995, G007815, G008046, G008343, G008375, G009028, G010236, G010962, G014486, G015514, G017431, G018530, G019085, G027417, G028095
GO:0014075	BP	e	response to amine	8/244	40/11561	1.5058458213358536e-06	5	8	0.0002599865626382129	G003976, G013062, G013066, G018530, G019457, G019465, G027417, G028609
GO:0009642	BP	e	response to light intensity	5/244	11/11561	1.6742790071240844e-06	5	5	0.00028475237740565587	G003976, G013062, G013066, G019562, G028609
GO:0015711	BP	e	organic anion transport	16/244	188/11561	2.2645408104079507e-06	5	16	0.00037778155476613553	G001189, G006995, G008375, G009028, G012109, G012637, G012974, G014293, G014320, G015514, G022319, G022618, G022767, G024626, G024644, G027668
GO:0015698	BP	e	inorganic anion transport	9/244	56/11561	2.2875758910805925e-06	4	9	0.00037778155476613553	G006995, G008375, G009028, G015391, G015392, G015514, G019976, G020437, G027315
GO:0032501	BP	e	multicellular organismal process	56/244	1422/11561	2.671364239245365e-06	1	56	0.0004348599358028705	G002595, G004038, G004925, G005707, G006435, G006494, G006665, G006949, G006995, G007815, G008375, G009028, G009295, G010127, G010692, G011218, G012192, G012194, G012637, G012733, G012920, G013027, G013223, G013315, G014293, G014320, G015391, G015392, G015514, G015571, G015573, G015663, G017431, G018418, G019457, G019465, G019608, G019976, G020207, G020422, G020437, G021314, G021500, G021617, G021728, G022319, G022493, G022618, G023176, G023368, G023419, G023671, G023672, G026853, G027007, G027755
GO:0043266	BP	e	regulation of potassium ion transport	8/244	44/11561	3.226391862180992e-06	7	8	0.0005178131728105972	G003976, G004038, G006949, G007815, G009295, G013062, G013066, G028609
GO:0055080	BP	e	monoatomic cation homeostasis	20/244	290/11561	3.318206638065042e-06	4	20	0.0005251522866770994	G003940, G004038, G004925, G006949, G006995, G008375, G009028, G010127, G012920, G013028, G013823, G015514, G019976, G023077, G023672, G024670, G024673, G024679, G024692, G027315
GO:0010996	BP	e	response to auditory stimulus	6/244	21/11561	3.4574280644429803e-06	4	6	0.0005396903122510653	G003976, G013062, G013066, G013223, G019608, G028609
GO:0051049	BP	e	regulation of transport	37/244	791/11561	4.201630261741075e-06	4	37	0.0006469942815208047	G002536, G003976, G004038, G004581, G004925, G005707, G006949, G006995, G007815, G008343, G008375, G009028, G009295, G010127, G010158, G013027, G013062, G013066, G014907, G015514, G016039, G016102, G017401, G017431, G019457, G019465, G019976, G020665, G020669, G023077, G023176, G023671, G024845, G025944, G027064, G028604, G028609
GO:0035864	BP	e	response to potassium ion	5/244	13/11561	4.505123136210814e-06	5	5	0.0006844783751616297	G003976, G013062, G013066, G019976, G028609
GO:1901379	BP	e	regulation of potassium ion transmembrane transport	7/244	33/11561	4.576532352151086e-06	8	7	0.0006861787651679161	G003976, G004038, G006949, G009295, G013062, G013066, G028609
GO:1901381	BP	e	positive regulation of potassium ion transmembrane transport	6/244	22/11561	4.670422497832852e-06	9	6	0.0006911618748416279	G003976, G004038, G006949, G013062, G013066, G028609
GO:0050801	BP	e	monoatomic ion homeostasis	20/244	298/11561	5.0114304700961185e-06	3	20	0.0007321185923941701	G003940, G004038, G004925, G006949, G006995, G008375, G009028, G010127, G012920, G013028, G013823, G015514, G019976, G023077, G023672, G024670, G024673, G024679, G024692, G027315
GO:0046903	BP	e	secretion	18/244	248/11561	5.1341832411649906e-06	4	18	0.0007405571902920895	G004925, G006995, G008343, G008375, G009028, G010127, G011218, G012109, G012637, G013027, G015514, G019457, G019465, G019608, G021500, G021728, G022411, G023368
GO:0015800	BP	e	acidic amino acid transport	7/244	34/11561	5.660212756214474e-06	6	7	0.0007962731402106659	G014293, G014320, G022319, G022767, G024626, G024644, G027668
GO:1901016	BP	e	regulation of potassium ion transmembrane transporter activity	6/244	24/11561	8.131711568006102e-06	9	6	0.0011099737454227428	G003976, G004038, G006949, G013062, G013066, G028609
GO:0098739	BP	e	import across plasma membrane	9/244	65/11561	8.18234266042215e-06	5	9	0.0011099737454227428	G004925, G010127, G014293, G014320, G016039, G019976, G022319, G022618, G027315
GO:0051606	BP	e	detection of stimulus	15/244	186/11561	9.122508234803592e-06	2	15	0.0012127052226341766	G001102, G004038, G006949, G006995, G008375, G008763, G009028, G010692, G015514, G018418, G022493, G023176, G024845, G026989, G027010
GO:0007610	BP	e	behavior	21/244	337/11561	9.152492246295672e-06	2	21	0.0012127052226341766	G002595, G004925, G006494, G007815, G008375, G009295, G010127, G010692, G014293, G014320, G019457, G019465, G020207, G020422, G021500, G022319, G022493, G023419, G023672, G027007, G027755
GO:0001508	BP	e	action potential	6/244	25/11561	1.0511779020674979e-05	4	6	0.0013611559311430838	G004038, G004581, G004925, G006949, G010127, G017401
GO:0051899	BP	e	membrane depolarization	6/244	25/11561	1.0511779020674979e-05	4	6	0.0013611559311430838	G004925, G010127, G013223, G017401, G023419, G023671
GO:0008016	BP	e	regulation of heart contraction	10/244	86/11561	1.2651509003879901e-05	6	10	0.0016053413581049916	G004925, G007815, G010127, G010962, G014486, G016039, G023176, G025217, G025369, G028095
GO:0021759	BP	e	globus pallidus development	4/244	8/11561	1.2679308664278126e-05	4	4	0.0016053413581049916	G003976, G013062, G013066, G028609
GO:2001259	BP	e	positive regulation of cation channel activity	6/244	26/11561	1.342548416973895e-05	9	6	0.0016811361770788498	G003976, G004038, G006949, G013062, G013066, G028609
GO:0006937	BP	e	regulation of muscle contraction	9/244	70/11561	1.5187694158361709e-05	6	9	0.0018811279884188227	G004038, G004925, G006949, G007815, G010127, G014486, G022166, G023037, G023176
GO:0007193	BP	e	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	8/244	54/11561	1.578951656502289e-05	7	8	0.0019346402285853317	G000859, G006995, G008046, G008375, G009028, G014486, G015514, G017431
GO:0002027	BP	e	regulation of heart rate	7/244	40/11561	1.7609101580314554e-05	7	7	0.0021346352394434505	G004925, G010127, G010962, G016039, G025217, G025369, G028095
GO:0035752	BP	e	lysosomal lumen pH elevation	6/244	28/11561	2.120499554472851e-05	9	6	0.00249104045600187	G003940, G013823, G024670, G024673, G024679, G024692
GO:0046717	BP	e	acid secretion	6/244	28/11561	2.120499554472851e-05	5	6	0.00249104045600187	G006995, G008375, G009028, G011218, G015514, G023368
GO:0051454	BP	e	intracellular pH elevation	6/244	28/11561	2.120499554472851e-05	8	6	0.00249104045600187	G003940, G013823, G024670, G024673, G024679, G024692
GO:1904064	BP	e	positive regulation of cation transmembrane transport	9/244	75/11561	2.6762986575297154e-05	8	9	0.003111879918627664	G003976, G004038, G004925, G006949, G007815, G010127, G013062, G013066, G028609
GO:0030326	BP	e	embryonic limb morphogenesis	6/244	31/11561	3.9300850067871576e-05	5	6	0.004523567540640369	G004925, G006435, G010127, G012192, G012194, G026853
GO:0032879	BP	e	regulation of localization	39/244	939/11561	4.134881817238493e-05	3	39	0.004711697830743262	G002536, G003976, G004038, G004581, G004925, G005707, G006949, G006995, G007815, G008343, G008375, G009028, G009295, G010127, G010158, G013027, G013062, G013066, G014907, G015514, G016039, G016102, G017401, G017431, G019457, G019465, G019976, G020665, G020669, G021314, G021728, G023077, G023176, G023671, G024845, G025944, G027064, G028604, G028609
GO:0065007	BP	e	biological regulation	132/244	4764/11561	4.306075733115181e-05	1	132	0.0048581913840443055	G000859, G000876, G001102, G001400, G001447, G001880, G001930, G002125, G002536, G003583, G003673, G003891, G003940, G003976, G003982, G004038, G004581, G004925, G004987, G005707, G005780, G006435, G006494, G006665, G006810, G006949, G006995, G007815, G007969, G007983, G008046, G008286, G008343, G008375, G008745, G008763, G009028, G009295, G009465, G010112, G010127, G010158, G010236, G010692, G010962, G011218, G011383, G011864, G012192, G012194, G012733, G012920, G013027, G013028, G013062, G013066, G013223, G013315, G013823, G014293, G014320, G014486, G014907, G014995, G015391, G015392, G015514, G015663, G015972, G016039, G016102, G016135, G016398, G017401, G017431, G018418, G018530, G019085, G019457, G019465, G019976, G020207, G020422, G020437, G020665, G020669, G020945, G020990, G021314, G021363, G021500, G021588, G021728, G022166, G022319, G022431, G022493, G022618, G022927, G023037, G023067, G023077, G023176, G023269, G023397, G023419, G023560, G023671, G023672, G023698, G024670, G024673, G024679, G024692, G024845, G024959, G025217, G025369, G025627, G025944, G026853, G026989, G027007, G027010, G027064, G027315, G027417, G027755, G028095, G028604, G028609, G028877
GO:0035113	BP	e	embryonic appendage morphogenesis	6/244	32/11561	4.752305996215306e-05	4	6	0.005263280572161525	G004925, G006435, G010127, G012192, G012194, G026853
GO:0033280	BP	e	response to vitamin D	5/244	20/11561	4.808131573059749e-05	5	5	0.005263280572161525	G006995, G008375, G009028, G015514, G026853
GO:0090280	BP	e	positive regulation of calcium ion import	5/244	20/11561	4.808131573059749e-05	9	5	0.005263280572161525	G006995, G007815, G008375, G009028, G015514
GO:0050804	BP	e	modulation of chemical synaptic transmission	18/244	293/11561	4.89607495084793e-05	6	18	0.005263280572161525	G003673, G007815, G008343, G012733, G013028, G014293, G014320, G014486, G016135, G017431, G019457, G019465, G019976, G020422, G021500, G022319, G023671, G023698
GO:0099177	BP	e	regulation of trans-synaptic signaling	18/244	293/11561	4.89607495084793e-05	5	18	0.005263280572161525	G003673, G007815, G008343, G012733, G013028, G014293, G014320, G014486, G016135, G017431, G019457, G019465, G019976, G020422, G021500, G022319, G023671, G023698
GO:0010038	BP	e	response to metal ion	15/244	216/11561	5.3212966048650585e-05	4	15	0.005666932225461434	G003976, G004038, G006435, G006949, G006995, G008375, G009028, G009295, G013062, G013066, G015514, G019976, G020945, G023176, G028609
GO:0001762	BP	e	beta-alanine transport	4/244	11/11561	5.685316594289375e-05	7	4	0.005943502990085086	G022767, G024626, G024644, G027668
GO:0048857	BP	e	neural nucleus development	4/244	11/11561	5.685316594289375e-05	3	4	0.005943502990085086	G003976, G013062, G013066, G028609
GO:0032414	BP	e	positive regulation of ion transmembrane transporter activity	7/244	48/11561	6.0238012854543454e-05	8	7	0.006240110513432024	G003976, G004038, G006949, G007815, G013062, G013066, G028609
GO:0070509	BP	e	calcium ion import	6/244	34/11561	6.808241562283619e-05	8	6	0.006989181315515481	G004925, G006995, G008375, G009028, G010127, G015514
GO:0090385	BP	e	phagosome-lysosome fusion	6/244	35/11561	8.07306971354691e-05	8	6	0.008213627623738128	G003940, G013823, G024670, G024673, G024679, G024692
GO:0051928	BP	e	positive regulation of calcium ion transport	8/244	69/11561	9.664152353096623e-05	8	8	0.009745399651640356	G004925, G006995, G007815, G008375, G009028, G010127, G014907, G015514
GO:0030003	BP	e	intracellular monoatomic cation homeostasis	16/244	255/11561	0.00010090408845016921	5	16	0.010085983227102439	G003940, G004925, G006995, G008375, G009028, G010127, G012920, G013028, G013823, G015514, G019976, G023672, G024670, G024673, G024679, G024692
GO:0032411	BP	e	positive regulation of transporter activity	7/244	52/11561	0.00010187847506398438	6	7	0.010094828029166104	G003976, G004038, G006949, G007815, G013062, G013066, G028609
GO:0019229	BP	e	regulation of vasoconstriction	6/244	37/11561	0.00011161828339556482	7	6	0.01096457189045225	G004925, G006995, G008375, G009028, G010127, G015514
GO:0051939	BP	e	gamma-aminobutyric acid import	4/244	13/11561	0.00011914229966634125	8	4	0.011603645339298791	G022767, G024626, G024644, G027668
GO:0034767	BP	e	positive regulation of monoatomic ion transmembrane transport	9/244	91/11561	0.00012462842355199036	7	9	0.01192848925586415	G003976, G004038, G004925, G006949, G007815, G010127, G013062, G013066, G028609
GO:0006873	BP	e	intracellular monoatomic ion homeostasis	16/244	261/11561	0.00013230916120907367	4	16	0.012460023900639624	G003940, G004925, G006995, G008375, G009028, G010127, G012920, G013028, G013823, G015514, G019976, G023672, G024670, G024673, G024679, G024692
GO:0051239	BP	e	regulation of multicellular organismal process	42/244	1092/11561	0.00013564826370756063	3	42	0.012669770204488963	G001930, G004038, G004581, G004925, G006435, G006494, G006949, G006995, G007815, G007969, G007983, G008286, G008343, G008375, G009028, G010127, G010962, G012733, G012920, G013315, G014293, G014320, G014486, G015514, G015663, G016039, G019976, G021314, G022166, G022319, G022618, G023037, G023067, G023176, G023560, G023672, G023698, G025217, G025369, G026853, G027064, G028095
GO:0007216	BP	e	G protein-coupled glutamate receptor signaling pathway	7/244	55/11561	0.000146447158575592	7	7	0.013457785257813474	G003673, G012733, G014293, G014320, G016135, G020422, G022319
GO:0003333	BP	e	amino acid transmembrane transport	7/244	55/11561	0.000146447158575592	6	7	0.013457785257813474	G012274, G014293, G014320, G022319, G022767, G024626, G024644
GO:0090279	BP	e	regulation of calcium ion import	5/244	25/11561	0.00015114986521166002	8	5	0.01377882171269493	G006995, G007815, G008375, G009028, G015514
GO:0071305	BP	e	cellular response to vitamin D	4/244	14/11561	0.00016404417677867616	6	4	0.014718766884984368	G006995, G008375, G009028, G015514
GO:0019228	BP	e	neuronal action potential	4/244	14/11561	0.00016404417677867616	5	4	0.014718766884984368	G004038, G004581, G006949, G017401
GO:0090257	BP	e	regulation of muscle system process	9/244	95/11561	0.000173673840286867	5	9	0.015377308743827025	G004038, G004925, G006949, G007815, G010127, G014486, G022166, G023037, G023176
GO:1902600	BP	e	proton transmembrane transport	6/244	40/11561	0.00017479693720481428	7	6	0.015377308743827025	G003940, G013823, G024670, G024673, G024679, G024692
GO:0010243	BP	e	response to organonitrogen compound	19/244	353/11561	0.00017543221910465233	4	19	0.015377308743827025	G003976, G006995, G007815, G008375, G009028, G012637, G013062, G013066, G015514, G018530, G019457, G019465, G020437, G021314, G025217, G025369, G026853, G027417, G028609
GO:1901698	BP	e	response to nitrogen compound	20/244	388/11561	0.00021100897753096557	3	20	0.01835455953408666	G003976, G006995, G007815, G008375, G009028, G012637, G013062, G013066, G015514, G018530, G019457, G019465, G020437, G021314, G023672, G025217, G025369, G026853, G027417, G028609
GO:0032782	BP	e	bile acid secretion	4/244	15/11561	0.00022000422419387382	8	4	0.018455910985775873	G006995, G008375, G009028, G015514
GO:0005513	BP	e	detection of calcium ion	4/244	15/11561	0.00022000422419387382	6	4	0.018455910985775873	G006995, G008375, G009028, G015514
GO:1904062	BP	e	regulation of monoatomic cation transmembrane transport	10/244	120/11561	0.00022174802154677987	7	10	0.018455910985775873	G003976, G004038, G004925, G006949, G007815, G009295, G010127, G013062, G013066, G028609
GO:0099587	BP	e	inorganic ion import across plasma membrane	5/244	27/11561	0.00022189204081187315	6	5	0.018455910985775873	G004925, G010127, G016039, G019976, G027315
GO:0002931	BP	e	response to ischemia	5/244	27/11561	0.00022189204081187315	3	5	0.018455910985775873	G006665, G006995, G008375, G009028, G015514
GO:0098659	BP	e	inorganic cation import across plasma membrane	5/244	27/11561	0.00022189204081187315	7	5	0.018455910985775873	G004925, G010127, G016039, G019976, G027315
GO:0048878	BP	e	chemical homeostasis	22/244	447/11561	0.00025651919313982784	2	22	0.02118142178136477	G000859, G002125, G003940, G004038, G004925, G006949, G006995, G008375, G009028, G010127, G012920, G013028, G013823, G015514, G019976, G023077, G023672, G024670, G024673, G024679, G024692, G027315
GO:0050927	BP	e	positive regulation of positive chemotaxis	4/244	16/11561	0.00028850027219300763	7	4	0.02365079569524692	G006995, G008375, G009028, G015514
GO:2001257	BP	e	regulation of cation channel activity	6/244	44/11561	0.0002996040720134116	8	6	0.024385631432805893	G003976, G004038, G006949, G013062, G013066, G028609
GO:0050789	BP	e	regulation of biological process	124/244	4557/11561	0.0003308420256057161	2	124	0.026642118049764175	G000859, G000876, G001102, G001400, G001447, G001880, G001930, G002125, G002536, G003583, G003673, G003891, G003976, G003982, G004038, G004581, G004925, G004987, G005707, G005780, G006435, G006494, G006665, G006810, G006949, G006995, G007815, G007969, G007983, G008046, G008286, G008343, G008375, G008745, G008763, G009028, G009295, G009465, G010112, G010127, G010158, G010236, G010692, G010962, G011218, G011383, G011864, G012192, G012194, G012733, G012920, G013027, G013028, G013062, G013066, G013223, G013315, G014293, G014320, G014486, G014907, G014995, G015391, G015392, G015514, G015663, G015972, G016039, G016102, G016135, G016398, G017401, G017431, G018418, G018530, G019085, G019457, G019465, G019976, G020207, G020422, G020437, G020665, G020669, G020990, G021314, G021363, G021500, G021588, G021728, G022166, G022319, G022431, G022493, G022618, G022927, G023037, G023067, G023077, G023176, G023269, G023397, G023419, G023560, G023671, G023672, G023698, G024845, G024959, G025217, G025369, G025627, G025944, G026853, G026989, G027007, G027010, G027064, G027315, G027417, G027755, G028095, G028604, G028609
GO:0099643	BP	e	signal release from synapse	6/244	45/11561	0.00033966934395580304	7	6	0.027066658562072556	G008343, G019457, G019465, G019608, G021500, G022411
GO:0015718	BP	e	monocarboxylic acid transport	7/244	63/11561	0.0003460500099707055	7	7	0.027262143456153964	G006995, G008375, G009028, G012109, G012637, G012974, G015514
GO:0055082	BP	e	intracellular chemical homeostasis	17/244	313/11561	0.0003469074858396073	3	17	0.027262143456153964	G003940, G004925, G006995, G008375, G009028, G010127, G012920, G013028, G013823, G015514, G019976, G023672, G024670, G024673, G024679, G024692, G027315
GO:0032024	BP	e	positive regulation of insulin secretion	6/244	46/11561	0.0003838112468713191	10	6	0.029773358792309728	G004925, G006995, G008375, G009028, G010127, G015514
GO:0006865	BP	e	amino acid transport	8/244	84/11561	0.0003840880862193532	5	8	0.029773358792309728	G012274, G014293, G014320, G022319, G022767, G024626, G024644, G027668
GO:0009612	BP	e	response to mechanical stimulus	10/244	129/11561	0.0003982549548000299	3	10	0.030457149060042554	G003976, G004038, G006949, G013062, G013066, G013223, G019608, G021314, G023176, G028609
GO:0098771	BP	e	inorganic ion homeostasis	14/244	232/11561	0.0004073343452521042	3	14	0.03094383242765152	G004038, G004925, G006949, G006995, G008375, G009028, G010127, G012920, G013028, G015514, G019976, G023077, G023672, G027315
GO:0023061	BP	e	signal release	8/244	85/11561	0.0004164026986053173	6	8	0.0312924298689805	G004925, G008343, G010127, G019457, G019465, G019608, G021500, G022411
GO:0015807	BP	e	L-amino acid transport	7/244	65/11561	0.00042016162965809715	7	7	0.0312924298689805	G014293, G014320, G022319, G022767, G024626, G024644, G027668
GO:0007612	BP	e	learning	7/244	65/11561	0.00042016162965809715	6	7	0.0312924298689805	G007815, G019457, G019465, G020422, G021500, G027007, G027755
GO:0015812	BP	e	gamma-aminobutyric acid transport	4/244	18/11561	0.00046920628717225885	7	4	0.03341628526454931	G022767, G024626, G024644, G027668
GO:0070206	BP	e	protein trimerization	4/244	18/11561	0.00046920628717225885	7	4	0.03341628526454931	G005721, G006202, G019457, G019465
GO:0061564	BP	e	axon development	4/244	18/11561	0.00046920628717225885	7	4	0.03341628526454931	G004038, G006949, G021314, G023560
