# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0043226	CC	p	organelle	140/321	6427/11561	1.3892403333773171e-05	2	140	0.0014804092302552036	G001197, G001215, G001350, G001363, G001429, G001534, G002340, G002480, G002505, G003197, G003411, G003651, G003715, G003770, G003795, G003824, G003904, G003912, G003993, G004186, G004188, G004203, G004305, G004326, G004340, G004475, G004960, G004983, G005193, G005557, G005707, G006311, G006428, G006617, G006904, G006982, G007846, G007955, G007983, G007991, G008423, G008657, G008758, G009326, G009327, G009330, G009332, G009465, G009518, G009734, G009762, G009882, G010042, G010127, G010255, G010338, G010561, G010607, G010914, G011225, G011718, G011829, G011864, G012020, G012022, G012023, G012188, G012189, G012482, G012920, G012926, G013027, G013328, G013441, G014409, G014415, G014722, G014913, G014991, G015296, G015632, G015870, G016259, G016523, G016593, G016939, G017316, G017639, G017943, G018201, G018326, G018382, G018460, G018600, G019085, G019562, G019724, G020083, G020920, G020976, G020996, G021246, G021301, G021451, G021731, G021886, G022319, G022414, G022496, G022903, G023176, G023177, G023191, G023379, G023416, G023600, G023640, G024626, G024644, G024670, G024673, G024727, G024944, G024959, G025653, G025687, G025733, G025840, G026402, G026504, G026974, G026987, G027266, G027270, G027527, G027990, G028078, G028320, G028447, G028500
GO:0005654	CC	p	nucleoplasm	18/321	1412/11561	8.897138967493267e-05	2	18	0.0065954877998156605	G002340, G003385, G003795, G005707, G009326, G010338, G012188, G012189, G014991, G015632, G017943, G018382, G018460, G019724, G021301, G021560, G023513, G028500
GO:0016604	CC	p	nuclear body	1/321	403/11561	0.0002711469073164281	2	1	0.018492219078980396	G018600
GO:0015267	MF	e	channel activity	43/321	370/11561	8.789790647635304e-16	4	43	2.031358420875359e-12	G002519, G002520, G002536, G003411, G003904, G003912, G007442, G007618, G010127, G011115, G011308, G012020, G012022, G012023, G012081, G013122, G013123, G013223, G013772, G015386, G015408, G016408, G016412, G016523, G017401, G019598, G020437, G021205, G021560, G021731, G021906, G021912, G023176, G023177, G023203, G023671, G023672, G024670, G024673, G025218, G025237, G025527, G025944
GO:0022803	MF	e	passive transmembrane transporter activity	43/321	372/11561	1.070544622332205e-15	3	43	2.031358420875359e-12	G002519, G002520, G002536, G003411, G003904, G003912, G007442, G007618, G010127, G011115, G011308, G012020, G012022, G012023, G012081, G013122, G013123, G013223, G013772, G015386, G015408, G016408, G016412, G016523, G017401, G019598, G020437, G021205, G021560, G021731, G021906, G021912, G023176, G023177, G023203, G023671, G023672, G024670, G024673, G025218, G025237, G025527, G025944
GO:0022836	MF	e	gated channel activity	33/321	238/11561	1.5652250875016687e-14	5	33	1.980009735689611e-11	G002519, G002520, G002536, G003904, G003912, G007442, G007618, G010127, G011115, G011308, G012081, G013122, G013123, G013223, G016408, G016412, G016523, G017401, G019598, G020437, G021205, G021560, G021906, G021912, G023176, G023177, G023203, G023671, G023672, G025218, G025237, G025527, G025944
GO:0005216	MF	e	monoatomic ion channel activity	39/321	343/11561	4.457233910182922e-14	5	39	4.228800672286048e-11	G002519, G002520, G002536, G003904, G003912, G007442, G007618, G010127, G011115, G011308, G012081, G013122, G013123, G013223, G013772, G015386, G015408, G016408, G016412, G016523, G017401, G019598, G020437, G021205, G021560, G021731, G021906, G021912, G023176, G023177, G023203, G023671, G023672, G024670, G024673, G025218, G025237, G025527, G025944
GO:0005261	MF	e	monoatomic cation channel activity	35/321	298/11561	3.782529408624198e-13	6	35	2.870939821145766e-10	G002519, G002520, G002536, G003904, G003912, G007442, G007618, G010127, G011115, G011308, G012081, G013122, G013123, G013223, G013772, G015386, G015408, G016408, G016412, G016523, G017401, G021560, G021731, G021906, G021912, G023176, G023177, G023671, G023672, G024670, G024673, G025218, G025237, G025527, G025944
GO:0015075	MF	e	monoatomic ion transmembrane transporter activity	45/321	533/11561	1.8447454082394836e-11	3	45	1.1668014707114735e-08	G002519, G002520, G002536, G003637, G003904, G003912, G007442, G007618, G010127, G011115, G011308, G012081, G013122, G013123, G013223, G013772, G014913, G015386, G015408, G016259, G016408, G016412, G016523, G017401, G019598, G020437, G021205, G021451, G021560, G021731, G021906, G021912, G023176, G023177, G023203, G023671, G023672, G024626, G024644, G024670, G024673, G025218, G025237, G025527, G025944
GO:0015318	MF	e	inorganic molecular entity transmembrane transporter activity	43/321	510/11561	5.705039762100848e-11	3	43	3.09294655673896e-08	G002519, G002520, G002536, G003637, G003904, G003912, G007442, G007618, G010127, G011115, G011308, G012081, G013122, G013123, G013223, G013772, G014913, G015386, G015408, G016259, G016408, G016412, G016523, G017401, G019598, G020437, G021205, G021451, G021560, G021731, G021906, G021912, G023176, G023177, G023203, G024626, G024644, G024670, G024673, G025218, G025237, G025527, G025944
GO:0046873	MF	e	metal ion transmembrane transporter activity	36/321	379/11561	8.939306524303765e-11	5	36	4.156288559512053e-08	G002519, G002520, G002536, G003637, G003904, G003912, G007442, G007618, G010127, G011115, G011308, G012081, G013122, G013123, G013223, G013772, G014913, G015386, G015408, G016259, G016408, G016412, G016523, G017401, G021560, G021731, G021906, G021912, G023176, G023177, G024670, G024673, G025218, G025237, G025527, G025944
GO:0008324	MF	e	monoatomic cation transmembrane transporter activity	41/321	478/11561	9.856810813072064e-11	4	41	4.156288559512053e-08	G002519, G002520, G002536, G003637, G003904, G003912, G007442, G007618, G010127, G011115, G011308, G012081, G013122, G013123, G013223, G013772, G014913, G015386, G015408, G016259, G016408, G016412, G016523, G017401, G021451, G021560, G021731, G021906, G021912, G023176, G023177, G023671, G023672, G024626, G024644, G024670, G024673, G025218, G025237, G025527, G025944
GO:0022890	MF	e	inorganic cation transmembrane transporter activity	39/321	452/11561	2.48087563931664e-10	4	39	9.414923051206648e-08	G002519, G002520, G002536, G003637, G003904, G003912, G007442, G007618, G010127, G011115, G011308, G012081, G013122, G013123, G013223, G013772, G014913, G015386, G015408, G016259, G016408, G016412, G016523, G017401, G021451, G021560, G021731, G021906, G021912, G023176, G023177, G024626, G024644, G024670, G024673, G025218, G025237, G025527, G025944
GO:0022832	MF	e	voltage-gated channel activity	21/321	154/11561	1.5368833458993094e-09	6	21	4.860393581406566e-07	G002536, G003904, G003912, G007442, G007618, G010127, G011115, G011308, G012081, G013122, G013123, G016408, G016412, G017401, G021560, G023176, G023177, G025218, G025237, G025527, G025944
GO:0005244	MF	e	voltage-gated monoatomic ion channel activity	21/321	154/11561	1.5368833458993094e-09	7	21	4.860393581406566e-07	G002536, G003904, G003912, G007442, G007618, G010127, G011115, G011308, G012081, G013122, G013123, G016408, G016412, G017401, G021560, G023176, G023177, G025218, G025237, G025527, G025944
GO:0022857	MF	e	transmembrane transporter activity	54/321	852/11561	7.446622992428042e-09	2	54	2.0185667325903155e-06	G001189, G002519, G002520, G002536, G003411, G003637, G003904, G003912, G006513, G007442, G007618, G009206, G010127, G011115, G011308, G012020, G012022, G012023, G012081, G012920, G013122, G013123, G013223, G013772, G014913, G015386, G015408, G016259, G016408, G016412, G016523, G017401, G019598, G020437, G021205, G021451, G021560, G021731, G021906, G021912, G023108, G023176, G023177, G023203, G023671, G023672, G024626, G024644, G024670, G024673, G025218, G025237, G025527, G025944
GO:0015079	MF	e	potassium ion transmembrane transporter activity	20/321	153/11561	8.020398463732838e-09	6	20	2.0222151435145965e-06	G002536, G003904, G003912, G007442, G007618, G011115, G013122, G013123, G014913, G016259, G016408, G016412, G021560, G023176, G023177, G024670, G024673, G025237, G025527, G025944
GO:0005267	MF	e	potassium channel activity	18/321	124/11561	8.525808246701856e-09	7	18	2.0222151435145965e-06	G002536, G003904, G003912, G007442, G007618, G011115, G013122, G013123, G016408, G016412, G021560, G023176, G023177, G024670, G024673, G025237, G025527, G025944
GO:0005249	MF	e	voltage-gated potassium channel activity	15/321	86/11561	1.189546163512544e-08	9	15	2.6554868767824146e-06	G002536, G003904, G003912, G007618, G011115, G013122, G013123, G016408, G016412, G021560, G023176, G023177, G025237, G025527, G025944
GO:0022843	MF	e	voltage-gated monoatomic cation channel activity	18/321	132/11561	2.3321892582715857e-08	8	18	4.917032352855926e-06	G002536, G003904, G003912, G007618, G010127, G011115, G011308, G013122, G013123, G016408, G016412, G021560, G023176, G023177, G025218, G025237, G025527, G025944
GO:0005215	MF	e	transporter activity	54/321	894/11561	5.286569940245746e-08	1	54	1.055922785433295e-05	G001189, G002519, G002520, G002536, G003411, G003637, G003904, G003912, G006513, G007442, G007618, G009206, G010127, G011115, G011308, G012020, G012022, G012023, G012081, G012920, G013122, G013123, G013223, G013772, G014913, G015386, G015408, G016259, G016408, G016412, G016523, G017401, G019598, G020437, G021205, G021451, G021560, G021731, G021906, G021912, G023108, G023176, G023177, G023203, G023671, G023672, G024626, G024644, G024670, G024673, G025218, G025237, G025527, G025944
GO:0005248	MF	e	voltage-gated sodium channel activity	6/321	13/11561	6.367105967272542e-07	8	6	0.00012081583572899648	G003904, G003912, G012081, G017401, G023176, G023177
GO:0008146	MF	e	sulfotransferase activity	9/321	38/11561	7.029024289282429e-07	4	9	0.00012702451037060387	G006731, G011213, G011632, G012192, G012194, G014350, G020735, G022588, G024963
GO:0005509	MF	e	calcium ion binding	35/321	537/11561	2.4142269710304168e-06	6	35	0.0004164541525027469	G001350, G001363, G002296, G003385, G003904, G003912, G008466, G008780, G009734, G009762, G010042, G010059, G010338, G010607, G010608, G011724, G012397, G012926, G013328, G013772, G015386, G015408, G015870, G016523, G016648, G018206, G020083, G021728, G022903, G023176, G023177, G023513, G026133, G028078, G028447
GO:0015085	MF	e	calcium ion transmembrane transporter activity	16/321	150/11561	4.064839512920863e-06	6	16	0.0006706985196319424	G003904, G003912, G010127, G011308, G013223, G013772, G014913, G015386, G015408, G016523, G021731, G021906, G021912, G023176, G023177, G025218
GO:0016782	MF	e	transferase activity, transferring sulphur-containing groups	9/321	48/11561	5.663153278018801e-06	3	9	0.000895486112086723	G006731, G011213, G011632, G012192, G012194, G014350, G020735, G022588, G024963
GO:0005262	MF	e	calcium channel activity	15/321	138/11561	6.456823470975287e-06	7	15	0.0009801458028940485	G003904, G003912, G010127, G011308, G013223, G013772, G015386, G015408, G016523, G021731, G021906, G021912, G023176, G023177, G025218
GO:0090729	MF	e	toxin activity	6/321	19/11561	8.740839055521794e-06	1	6	0.001275826315988662	G007268, G012020, G012022, G012023, G013787, G023536
GO:0015081	MF	e	sodium ion transmembrane transporter activity	11/321	78/11561	9.423123898513039e-06	6	11	0.0013244724146243328	G002519, G002520, G003637, G003904, G003912, G012081, G014913, G016259, G017401, G023176, G023177
GO:0005272	MF	e	sodium channel activity	8/321	40/11561	1.1466309761515966e-05	7	8	0.0015540944837483248	G002519, G002520, G003904, G003912, G012081, G017401, G023176, G023177
GO:0015276	MF	e	ligand-gated monoatomic ion channel activity	13/321	112/11561	1.3123267241490764e-05	7	13	0.0016065419090792725	G002519, G002520, G007442, G013223, G016523, G019598, G020437, G021205, G021906, G021912, G023203, G023671, G023672
GO:0022834	MF	e	ligand-gated channel activity	13/321	112/11561	1.3123267241490764e-05	6	13	0.0016065419090792725	G002519, G002520, G007442, G013223, G016523, G019598, G020437, G021205, G021906, G021912, G023203, G023671, G023672
GO:0001537	MF	e	N-acetylgalactosamine 4-O-sulfotransferase activity	4/321	7/11561	1.9111813324572608e-05	5	4	0.002072266616192944	G011632, G012192, G012194, G022588
GO:0034481	MF	e	chondroitin sulfotransferase activity	4/321	7/11561	1.9111813324572608e-05	5	4	0.002072266616192944	G011632, G012192, G012194, G022588
GO:0050659	MF	e	N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity	4/321	7/11561	1.9111813324572608e-05	5	4	0.002072266616192944	G011632, G012192, G012194, G022588
GO:0047756	MF	e	chondroitin 4-sulfotransferase activity	4/321	7/11561	1.9111813324572608e-05	6	4	0.002072266616192944	G011632, G012192, G012194, G022588
GO:0005230	MF	e	extracellular ligand-gated monoatomic ion channel activity	7/321	38/11561	7.168262162738009e-05	8	7	0.007352312137186687	G013223, G019598, G020437, G021205, G023203, G023671, G023672
GO:0005251	MF	e	delayed rectifier potassium channel activity	8/321	54/11561	0.00011065495571304126	10	8	0.010242330656853454	G002536, G011115, G013122, G013123, G016408, G021560, G025237, G025944
GO:0005231	MF	e	excitatory extracellular ligand-gated monoatomic ion channel activity	6/321	29/11561	0.00012103369357707428	9	6	0.010936258741071354	G013223, G019598, G020437, G021205, G023671, G023672
GO:1904315	MF	e	transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential	6/321	30/11561	0.00014779355040493494	10	6	0.013043640088063444	G013223, G019598, G020437, G021205, G023671, G023672
GO:0016881	MF	e	acid-amino acid ligase activity	5/321	21/11561	0.0002256506315180493	4	5	0.01946236696843175	G002969, G004326, G007042, G008657, G027242
GO:0004890	MF	e	GABA-A receptor activity	4/321	12/11561	0.00024203143902391464	5	4	0.020411318024350134	G019598, G020437, G021205, G023203
GO:0099529	MF	e	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential	6/321	33/11561	0.0002570109328072984	5	6	0.021181288801312686	G013223, G019598, G020437, G021205, G023671, G023672
GO:0030594	MF	e	neurotransmitter receptor activity	9/321	77/11561	0.0002689316635625935	3	9	0.02126240965041755	G011218, G013223, G019598, G020437, G021205, G022319, G023203, G023671, G023672
GO:0022824	MF	e	transmitter-gated monoatomic ion channel activity	6/321	35/11561	0.000359473008678554	9	6	0.027284001358702247	G013223, G019598, G020437, G021205, G023671, G023672
GO:0022835	MF	e	transmitter-gated channel activity	6/321	35/11561	0.000359473008678554	7	6	0.027284001358702247	G013223, G019598, G020437, G021205, G023671, G023672
GO:0005245	MF	e	voltage-gated calcium channel activity	7/321	51/11561	0.00048287228055485574	9	7	0.035931378523640735	G003904, G003912, G010127, G011308, G023176, G023177, G025218
GO:0051393	MF	e	alpha-actinin binding	5/321	25/11561	0.0005378103547638628	5	5	0.03924981339093961	G003904, G003912, G010127, G023176, G023177
GO:0016917	MF	e	GABA receptor activity	4/321	15/11561	0.0006247745988936539	4	4	0.04390777042224846	G019598, G020437, G021205, G023203
GO:0098531	MF	e	ligand-activated transcription factor activity	3/321	7/11561	0.000683112217629087	3	3	0.043939167218684495	G002340, G010561, G022496
GO:0004969	MF	e	histamine receptor activity	3/321	7/11561	0.000683112217629087	6	3	0.043939167218684495	G005708, G011218, G023368
GO:0004879	MF	e	nuclear receptor activity	3/321	7/11561	0.000683112217629087	4	3	0.043939167218684495	G002340, G010561, G022496
GO:0003707	MF	e	nuclear steroid receptor activity	3/321	7/11561	0.000683112217629087	4	3	0.043939167218684495	G002340, G004960, G010561
GO:0097159	MF	p	organic cyclic compound binding	63/321	4007/11561	2.8065713936054213e-09	2	63	8.193029568255826e-07	G001197, G001215, G001429, G001802, G002340, G003197, G003824, G003993, G004305, G004326, G004475, G004960, G004983, G005557, G005707, G006428, G006617, G006665, G007042, G007184, G008423, G008657, G009332, G009615, G009882, G010561, G011569, G011718, G012482, G012920, G012926, G013027, G013441, G014409, G014415, G014722, G014993, G015296, G015632, G015856, G016523, G016593, G016939, G017639, G017943, G018201, G018326, G020083, G020920, G020996, G021886, G022249, G022496, G023416, G025216, G025653, G025687, G027242, G027266, G027270, G027527, G028447, G028500
GO:0003676	MF	p	nucleic acid binding	36/321	2360/11561	1.2121097486642051e-05	3	36	0.0015861918952347097	G001197, G001215, G001429, G002340, G003197, G003824, G003993, G004305, G004960, G004983, G005557, G006617, G007184, G008423, G009332, G009615, G009882, G010561, G011718, G013441, G014722, G015296, G015632, G015856, G016939, G017639, G017943, G018201, G018326, G020920, G022496, G025653, G025687, G027266, G027270, G028500
GO:0003723	MF	p	RNA binding	8/321	911/11561	5.477960677041759e-05	4	8	0.005774683547048187	G003993, G006617, G009615, G013441, G015856, G017639, G017943, G018326
GO:0000166	MF	p	nucleotide binding	25/321	1744/11561	9.5854405371843e-05	4	25	0.009327370984260107	G001802, G004326, G005707, G006665, G007042, G008657, G009615, G011569, G012482, G013027, G014409, G014415, G014993, G015856, G016523, G016593, G017639, G017943, G020996, G021886, G022249, G023416, G025216, G025653, G027242
GO:1901265	MF	p	nucleoside phosphate binding	25/321	1744/11561	9.5854405371843e-05	3	25	0.009327370984260107	G001802, G004326, G005707, G006665, G007042, G008657, G009615, G011569, G012482, G013027, G014409, G014415, G014993, G015856, G016523, G016593, G017639, G017943, G020996, G021886, G022249, G023416, G025216, G025653, G027242
GO:0140640	MF	p	catalytic activity, acting on a nucleic acid	4/321	645/11561	0.00010416090861018192	2	4	0.009882266204391008	G015296, G015856, G017639, G025653
GO:0005488	MF	p	binding	188/321	7873/11561	0.0002623242618344391	1	188	0.021181288801312686	G000555, G001197, G001215, G001350, G001363, G001429, G001802, G002022, G002296, G002340, G002461, G002529, G002610, G002969, G003197, G003385, G003411, G003637, G003651, G003715, G003824, G003904, G003912, G003993, G004188, G004203, G004305, G004326, G004340, G004475, G004960, G004983, G005160, G005193, G005557, G005707, G006311, G006385, G006428, G006617, G006665, G006982, G007042, G007184, G007442, G007613, G007760, G007955, G007983, G007991, G008423, G008466, G008657, G008731, G008758, G008780, G009332, G009465, G009518, G009615, G009734, G009762, G009882, G010042, G010059, G010088, G010119, G010127, G010236, G010338, G010561, G010607, G010608, G011308, G011569, G011718, G011724, G011864, G012188, G012189, G012397, G012482, G012920, G012926, G012944, G013027, G013328, G013441, G013772, G013787, G014136, G014409, G014415, G014722, G014993, G015296, G015337, G015386, G015408, G015632, G015663, G015856, G015870, G015981, G016283, G016408, G016412, G016523, G016593, G016648, G016740, G016778, G016939, G017316, G017622, G017639, G017943, G018201, G018206, G018326, G018382, G018460, G019075, G019113, G019644, G019705, G019715, G019724, G019820, G019956, G020083, G020115, G020437, G020646, G020920, G020996, G021081, G021246, G021301, G021394, G021413, G021560, G021728, G021731, G021801, G021814, G021886, G021927, G022027, G022249, G022496, G022903, G023176, G023177, G023284, G023379, G023416, G023513, G023600, G023671, G023672, G023698, G024670, G024673, G024727, G024959, G025216, G025218, G025653, G025687, G025733, G025840, G025895, G026133, G026140, G026974, G026987, G027242, G027266, G027270, G027527, G027605, G027990, G028078, G028320, G028447, G028500, G028897
GO:0017076	MF	p	purine nucleotide binding	25/321	1627/11561	0.0005932796598805449	5	25	0.04248106243861637	G001802, G004326, G005707, G006665, G007042, G008657, G009615, G011569, G012482, G013027, G014409, G014415, G014993, G015856, G016523, G016593, G017639, G017943, G020996, G021886, G022249, G023416, G025216, G025653, G027242
GO:1901363	MF	p	heterocyclic compound binding	30/321	1853/11561	0.0006442077286514991	3	30	0.043939167218684495	G001802, G004326, G005707, G006665, G007042, G008657, G009615, G011569, G012482, G012926, G013027, G014409, G014415, G014993, G015856, G016523, G016593, G017639, G017943, G020083, G020996, G021886, G022249, G023416, G023671, G025216, G025653, G027242, G027527, G028447
