# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0051179	BP	e	localization	619/2451	2143/11561	8.850382777348208e-21	1	619	1.4407158821126118e-17	G000027, G000095, G000575, G000585, G000645, G000770, G000796, G000798, G001067, G001086, G001098, G001194, G001218, G001219, G001243, G001289, G001355, G001364, G001401, G001455, G001489, G001515, G001544, G001615, G001714, G001788, G001798, G001811, G001873, G001882, G001889, G002015, G002018, G002026, G002103, G002112, G002113, G002116, G002122, G002124, G002271, G002338, G002609, G002612, G002649, G002744, G002779, G003380, G003407, G003417, G003628, G003632, G003660, G003661, G003675, G003709, G003711, G003785, G003809, G003899, G003972, G004052, G004053, G004140, G004161, G004214, G004242, G004307, G004373, G004404, G004477, G004493, G004541, G004552, G004587, G004588, G004608, G004618, G004726, G004728, G004795, G004798, G004844, G004884, G004886, G004950, G004954, G005011, G005013, G005084, G005108, G005257, G005258, G005294, G005319, G005328, G005413, G005415, G005431, G005440, G005612, G005640, G005698, G005700, G005729, G005740, G005781, G005782, G005838, G005845, G005856, G005898, G005901, G006016, G006017, G006059, G006083, G006114, G006170, G006183, G006281, G006292, G006298, G006358, G006392, G006409, G006458, G006460, G006463, G006466, G006473, G006523, G006524, G006569, G006571, G006685, G006711, G006717, G006719, G006729, G006745, G006775, G006846, G006908, G006992, G006993, G006994, G006999, G007012, G007056, G007132, G007153, G007200, G007244, G007482, G007625, G007764, G007778, G007799, G007865, G007886, G007916, G007928, G007931, G008039, G008047, G008124, G008130, G008244, G008260, G008292, G008331, G008339, G008377, G008390, G008489, G008512, G008523, G008542, G008578, G008584, G008589, G008591, G008636, G008744, G008779, G008838, G008839, G008842, G008843, G008844, G008938, G008982, G009176, G009201, G009202, G009322, G009336, G009341, G009371, G009424, G009441, G009467, G009470, G009519, G009559, G009561, G009695, G009884, G010043, G010072, G010082, G010090, G010106, G010130, G010139, G010140, G010142, G010268, G010307, G010331, G010422, G010460, G010659, G010690, G010724, G010725, G010753, G010762, G011089, G011128, G011138, G011278, G011312, G011336, G011353, G011366, G011409, G011412, G011416, G011417, G011418, G011474, G011484, G011485, G011488, G011507, G011510, G011536, G011552, G011573, G011664, G011693, G011814, G011820, G011991, G011994, G012000, G012098, G012182, G012199, G012291, G012325, G012349, G012546, G012547, G012627, G012636, G012638, G012804, G012839, G012849, G012977, G013004, G013148, G013174, G013201, G013216, G013231, G013281, G013349, G013350, G013355, G013366, G013448, G013458, G013597, G013603, G013608, G013737, G013756, G013768, G013819, G013824, G013863, G013866, G014005, G014032, G014040, G014146, G014153, G014526, G014532, G014549, G014626, G014740, G014758, G015164, G015209, G015232, G015333, G015361, G015372, G015374, G015376, G015479, G015507, G015559, G015566, G015570, G015602, G015625, G015683, G015726, G015817, G015854, G015915, G015916, G015928, G015950, G016020, G016028, G016066, G016070, G016166, G016260, G016281, G016287, G016326, G016353, G016356, G016391, G016540, G016603, G016627, G016631, G016665, G016673, G016699, G016705, G016726, G016752, G016802, G016808, G016868, G016884, G016961, G016962, G016966, G016977, G017023, G017163, G017398, G017424, G017475, G017610, G017679, G017782, G017798, G017816, G017832, G017896, G017971, G018031, G018033, G018040, G018048, G018064, G018085, G018088, G018113, G018138, G018271, G018328, G018332, G018362, G018371, G018454, G018506, G018559, G018629, G018686, G018693, G018705, G018848, G018944, G019040, G019065, G019106, G019222, G019240, G019254, G019321, G019451, G019463, G019474, G019475, G019476, G019478, G019543, G019678, G019760, G019782, G019806, G019918, G019958, G019975, G020074, G020203, G020213, G020269, G020303, G020357, G020419, G020506, G020571, G020572, G020632, G020634, G020701, G020717, G020782, G020839, G020886, G020918, G020927, G020943, G020968, G021021, G021122, G021153, G021159, G021236, G021291, G021313, G021402, G021407, G021539, G021598, G021610, G021612, G021653, G021671, G021702, G021721, G021730, G021732, G021805, G021905, G021908, G021963, G022011, G022025, G022037, G022039, G022206, G022221, G022241, G022242, G022289, G022338, G022350, G022366, G022371, G022403, G022407, G022515, G022590, G022596, G022605, G022608, G022657, G022702, G022745, G022764, G022809, G022849, G022931, G023014, G023020, G023024, G023071, G023074, G023075, G023116, G023137, G023139, G023150, G023151, G023169, G023222, G023224, G023254, G023256, G023257, G023350, G023352, G023353, G023373, G023411, G023507, G023570, G023646, G023658, G023668, G023692, G023764, G023793, G023796, G023853, G023860, G024008, G024205, G024227, G024258, G024305, G024550, G024562, G024580, G024583, G024616, G024635, G024646, G024699, G024731, G024770, G024794, G024860, G024886, G024895, G024908, G024932, G024952, G025115, G025213, G025240, G025390, G025394, G025398, G025402, G025491, G025562, G025587, G025610, G025615, G025620, G025715, G025717, G025826, G026140, G026199, G026219, G026348, G026350, G026425, G026431, G026494, G026497, G026548, G026572, G026577, G026622, G026675, G026693, G026697, G026703, G026733, G026737, G026783, G026784, G026801, G026810, G026853, G026949, G027003, G027024, G027047, G027181, G027202, G027221, G027351, G027386, G027416, G027421, G027422, G027543, G027697, G027725, G027804, G027818, G027822, G027823, G027824, G027862, G027866, G027971, G027980, G028149, G028252, G028318, G028335, G028440, G028467, G028565, G028585, G028679, G028722, G028733, G028852
GO:0023051	BP	e	regulation of signaling	457/2451	1488/11561	2.0730600162543238e-20	3	457	2.9528148606522524e-17	G000010, G000338, G000574, G000645, G000709, G000755, G000770, G001046, G001061, G001067, G001169, G001243, G001252, G001299, G001364, G001365, G001401, G001414, G001427, G001455, G001489, G001527, G001701, G001811, G001823, G001873, G001889, G002060, G002103, G002266, G002271, G002325, G002338, G002484, G003020, G003109, G003456, G003574, G003628, G003712, G003832, G003861, G003867, G003871, G003931, G003946, G003966, G003978, G004021, G004140, G004242, G004450, G004477, G004516, G004552, G004587, G004659, G004718, G004844, G004856, G004907, G004954, G005245, G005319, G005481, G005516, G005686, G005729, G005823, G005838, G005856, G005913, G005915, G005921, G006017, G006050, G006114, G006179, G006183, G006232, G006281, G006473, G006501, G006649, G006664, G006711, G006729, G006963, G006969, G006992, G006993, G006994, G007012, G007055, G007079, G007120, G007131, G007159, G007244, G007299, G007382, G007384, G007420, G007455, G007593, G007601, G007628, G007764, G007799, G007823, G007887, G007914, G007917, G007918, G008053, G008332, G008359, G008377, G008474, G008545, G008584, G008602, G008614, G008636, G008753, G008770, G008774, G008910, G008982, G009188, G009202, G009281, G009294, G009361, G009441, G009463, G009470, G009532, G009559, G009561, G009594, G009613, G009680, G009909, G009937, G009956, G010130, G010140, G010142, G010160, G010307, G010332, G010510, G010631, G010665, G010724, G010725, G010762, G010767, G010790, G010792, G010832, G010901, G010922, G011053, G011126, G011138, G011188, G011249, G011409, G011412, G011415, G011416, G011417, G011418, G011419, G011436, G011443, G011484, G011536, G011574, G011664, G011817, G011820, G011905, G012174, G012291, G012325, G012406, G012550, G012641, G012849, G012913, G013013, G013033, G013036, G013087, G013136, G013148, G013165, G013173, G013231, G013266, G013281, G013349, G013350, G013355, G013366, G013367, G013409, G013603, G013608, G013625, G013679, G013756, G013776, G013795, G013836, G013849, G013864, G013917, G013993, G014005, G014027, G014032, G014040, G014153, G014262, G014282, G014532, G014553, G014661, G014663, G014742, G014758, G014781, G014835, G015107, G015119, G015179, G015301, G015333, G015372, G015376, G015415, G015479, G015570, G015602, G015625, G016020, G016064, G016093, G016281, G016326, G016446, G016613, G016699, G016766, G016868, G016884, G016962, G016966, G017126, G017146, G017286, G017288, G017380, G017392, G017645, G017679, G017815, G017832, G017940, G018104, G018328, G018351, G018371, G018522, G018526, G018598, G018668, G018673, G018686, G018705, G018721, G018942, G019053, G019222, G019451, G019463, G019474, G019476, G019478, G019547, G019558, G019661, G019770, G019782, G019888, G019937, G020074, G020127, G020176, G020361, G020406, G020442, G020591, G020717, G020814, G020817, G020918, G020956, G021036, G021047, G021049, G021053, G021122, G021159, G021291, G021313, G021377, G021417, G021468, G021477, G021483, G021576, G021610, G021644, G021669, G021671, G021713, G021730, G021805, G022025, G022118, G022206, G022242, G022405, G022420, G022515, G022626, G022727, G022802, G022809, G022879, G023014, G023020, G023024, G023032, G023071, G023169, G023259, G023290, G023291, G023308, G023338, G023373, G023430, G023439, G023450, G023451, G023453, G023454, G023455, G023457, G023497, G023551, G023570, G023571, G023692, G023698, G023712, G023721, G023743, G023788, G023793, G023810, G023860, G024008, G024030, G024143, G024220, G024294, G024318, G024562, G024640, G024770, G024794, G024860, G024877, G024886, G024895, G024900, G024910, G024952, G025060, G025243, G025615, G025864, G025869, G025906, G026067, G026140, G026199, G026350, G026425, G026431, G026494, G026497, G026502, G026537, G026577, G026591, G026649, G026697, G026700, G026703, G026737, G026853, G026951, G026985, G026986, G027003, G027018, G027095, G027258, G027263, G027270, G027285, G027581, G027604, G027606, G027616, G027620, G027672, G027742, G027746, G027749, G027752, G027762, G027764, G027804, G027818, G027862, G027866, G027903, G028157, G028184, G028252, G028317, G028409, G028440, G028495, G028543, G028733, G028767, G028854
GO:0010646	BP	e	regulation of cell communication	456/2451	1487/11561	3.7225628343505303e-20	4	456	4.7131781663804766e-17	G000010, G000338, G000574, G000645, G000709, G000755, G000770, G001046, G001061, G001067, G001169, G001243, G001252, G001299, G001364, G001365, G001401, G001414, G001427, G001455, G001489, G001527, G001701, G001811, G001823, G001873, G001889, G002060, G002103, G002266, G002271, G002325, G002338, G002484, G003020, G003109, G003456, G003574, G003628, G003712, G003832, G003861, G003867, G003871, G003931, G003946, G003966, G003978, G004021, G004140, G004242, G004450, G004477, G004516, G004552, G004587, G004659, G004718, G004844, G004856, G004907, G004954, G005245, G005319, G005481, G005516, G005686, G005729, G005823, G005838, G005856, G005913, G005915, G005921, G006017, G006050, G006114, G006179, G006183, G006232, G006281, G006473, G006501, G006649, G006664, G006711, G006729, G006963, G006969, G006992, G006993, G006994, G007012, G007055, G007079, G007120, G007131, G007159, G007244, G007299, G007382, G007384, G007420, G007455, G007593, G007601, G007628, G007764, G007799, G007823, G007887, G007914, G007917, G007918, G008053, G008332, G008359, G008377, G008474, G008545, G008584, G008602, G008614, G008636, G008753, G008770, G008774, G008910, G008982, G009188, G009202, G009281, G009294, G009361, G009441, G009463, G009470, G009532, G009559, G009561, G009594, G009613, G009680, G009909, G009937, G009956, G010130, G010140, G010142, G010160, G010307, G010332, G010510, G010631, G010665, G010724, G010725, G010762, G010767, G010790, G010792, G010832, G010901, G010922, G011053, G011126, G011138, G011188, G011249, G011409, G011412, G011415, G011416, G011417, G011418, G011419, G011436, G011443, G011484, G011536, G011574, G011817, G011820, G011905, G012174, G012291, G012325, G012406, G012550, G012641, G012849, G012913, G013013, G013033, G013036, G013087, G013136, G013148, G013165, G013173, G013231, G013266, G013281, G013349, G013350, G013355, G013366, G013367, G013409, G013603, G013608, G013625, G013679, G013756, G013776, G013795, G013836, G013849, G013864, G013917, G013993, G014005, G014027, G014032, G014040, G014153, G014262, G014282, G014532, G014553, G014661, G014663, G014742, G014758, G014781, G014835, G015107, G015119, G015179, G015301, G015333, G015372, G015376, G015415, G015479, G015570, G015602, G015625, G016020, G016064, G016093, G016326, G016446, G016613, G016699, G016766, G016868, G016884, G016962, G016966, G017126, G017146, G017286, G017288, G017380, G017392, G017645, G017679, G017815, G017832, G017940, G018104, G018328, G018351, G018371, G018522, G018526, G018598, G018668, G018673, G018686, G018705, G018721, G018942, G019053, G019222, G019451, G019463, G019474, G019476, G019478, G019547, G019558, G019661, G019770, G019782, G019888, G019937, G020074, G020127, G020176, G020361, G020406, G020442, G020591, G020717, G020814, G020817, G020918, G020956, G021036, G021047, G021049, G021053, G021122, G021159, G021291, G021313, G021377, G021417, G021468, G021477, G021483, G021576, G021610, G021644, G021669, G021671, G021713, G021730, G021805, G022025, G022118, G022206, G022242, G022405, G022420, G022515, G022626, G022727, G022802, G022809, G022879, G023014, G023020, G023024, G023032, G023071, G023169, G023185, G023259, G023290, G023291, G023308, G023338, G023373, G023430, G023439, G023450, G023451, G023453, G023454, G023455, G023457, G023497, G023551, G023570, G023571, G023692, G023698, G023712, G023721, G023743, G023788, G023793, G023810, G023860, G024008, G024030, G024143, G024220, G024294, G024318, G024562, G024640, G024770, G024794, G024860, G024877, G024886, G024895, G024900, G024910, G024952, G025060, G025243, G025615, G025864, G025869, G025906, G026067, G026140, G026199, G026350, G026425, G026431, G026494, G026497, G026502, G026537, G026577, G026591, G026649, G026697, G026700, G026703, G026737, G026853, G026951, G026985, G026986, G027003, G027018, G027095, G027258, G027263, G027270, G027285, G027581, G027604, G027606, G027616, G027620, G027672, G027742, G027746, G027749, G027752, G027762, G027764, G027804, G027818, G027862, G027866, G027903, G028157, G028184, G028252, G028317, G028409, G028440, G028495, G028543, G028733, G028767, G028854
GO:0009987	BP	e	cellular process	1580/2451	6516/11561	4.7929483876472484e-20	1	1580	5.46156468772404e-17	G000010, G000026, G000027, G000095, G000338, G000368, G000386, G000509, G000559, G000575, G000585, G000644, G000645, G000709, G000755, G000762, G000763, G000770, G000795, G000796, G000832, G000844, G000938, G000988, G001046, G001061, G001067, G001083, G001086, G001098, G001105, G001127, G001130, G001135, G001167, G001169, G001194, G001204, G001218, G001219, G001224, G001243, G001252, G001289, G001299, G001355, G001364, G001365, G001372, G001382, G001384, G001401, G001414, G001427, G001439, G001455, G001468, G001487, G001488, G001492, G001515, G001533, G001544, G001551, G001560, G001582, G001609, G001615, G001636, G001641, G001701, G001714, G001751, G001757, G001788, G001798, G001811, G001814, G001873, G001882, G001885, G001889, G001962, G001970, G001996, G002011, G002015, G002018, G002026, G002058, G002089, G002100, G002103, G002112, G002113, G002114, G002116, G002122, G002124, G002165, G002233, G002234, G002266, G002271, G002338, G002445, G002484, G002492, G002493, G002496, G002527, G002609, G002612, G002613, G002648, G002728, G002779, G002988, G003020, G003109, G003341, G003369, G003372, G003374, G003380, G003407, G003417, G003456, G003561, G003574, G003581, G003605, G003615, G003628, G003632, G003633, G003640, G003648, G003660, G003661, G003675, G003709, G003711, G003712, G003760, G003785, G003809, G003832, G003861, G003864, G003867, G003871, G003883, G003899, G003911, G003931, G003949, G003966, G003972, G003974, G003978, G003985, G004020, G004021, G004052, G004053, G004055, G004134, G004140, G004161, G004176, G004214, G004232, G004233, G004242, G004250, G004307, G004353, G004373, G004394, G004404, G004450, G004457, G004474, G004477, G004493, G004499, G004505, G004536, G004541, G004552, G004587, G004588, G004608, G004618, G004621, G004646, G004656, G004659, G004681, G004686, G004710, G004718, G004726, G004728, G004795, G004838, G004839, G004844, G004856, G004884, G004886, G004950, G004954, G004957, G004978, G004979, G005003, G005084, G005106, G005108, G005134, G005143, G005145, G005159, G005226, G005245, G005257, G005258, G005275, G005280, G005294, G005298, G005307, G005316, G005319, G005328, G005387, G005413, G005415, G005431, G005432, G005440, G005481, G005505, G005516, G005574, G005575, G005577, G005578, G005579, G005612, G005620, G005640, G005679, G005686, G005695, G005698, G005700, G005729, G005740, G005781, G005782, G005823, G005833, G005838, G005842, G005845, G005856, G005896, G005897, G005898, G005901, G005913, G005915, G005921, G005926, G005952, G005953, G006001, G006016, G006017, G006037, G006040, G006044, G006047, G006050, G006051, G006059, G006074, G006083, G006114, G006127, G006133, G006147, G006170, G006179, G006183, G006232, G006246, G006247, G006258, G006279, G006281, G006292, G006312, G006358, G006392, G006409, G006416, G006435, G006458, G006460, G006463, G006466, G006472, G006473, G006501, G006523, G006524, G006569, G006571, G006608, G006647, G006649, G006664, G006683, G006685, G006711, G006714, G006717, G006719, G006728, G006729, G006745, G006775, G006798, G006799, G006834, G006835, G006846, G006863, G006879, G006908, G006933, G006940, G006963, G006965, G006969, G006971, G006974, G006992, G006993, G006994, G006999, G007009, G007012, G007035, G007044, G007052, G007055, G007056, G007103, G007106, G007108, G007121, G007131, G007132, G007142, G007144, G007153, G007159, G007200, G007207, G007208, G007244, G007275, G007277, G007293, G007382, G007384, G007409, G007413, G007420, G007455, G007461, G007482, G007510, G007528, G007549, G007579, G007593, G007594, G007625, G007628, G007629, G007756, G007764, G007778, G007781, G007799, G007804, G007806, G007818, G007823, G007835, G007840, G007882, G007886, G007887, G007914, G007917, G007918, G007928, G007931, G007977, G007978, G008039, G008047, G008053, G008066, G008124, G008130, G008141, G008155, G008215, G008224, G008244, G008254, G008260, G008271, G008292, G008294, G008306, G008311, G008329, G008331, G008332, G008339, G008342, G008357, G008359, G008360, G008367, G008377, G008390, G008421, G008459, G008474, G008489, G008542, G008545, G008578, G008584, G008589, G008591, G008602, G008614, G008636, G008697, G008735, G008739, G008744, G008753, G008770, G008774, G008779, G008838, G008839, G008842, G008843, G008844, G008902, G008910, G008932, G008938, G008982, G009128, G009135, G009176, G009188, G009201, G009209, G009254, G009281, G009282, G009294, G009318, G009322, G009336, G009341, G009358, G009361, G009371, G009424, G009441, G009463, G009467, G009470, G009519, G009532, G009536, G009559, G009561, G009594, G009608, G009665, G009668, G009680, G009695, G009745, G009849, G009852, G009864, G009884, G009905, G009937, G009951, G009956, G009961, G009991, G010043, G010045, G010072, G010073, G010082, G010090, G010097, G010106, G010130, G010139, G010140, G010142, G010160, G010198, G010200, G010202, G010225, G010268, G010307, G010311, G010331, G010332, G010364, G010367, G010421, G010422, G010460, G010510, G010514, G010542, G010555, G010557, G010567, G010568, G010577, G010621, G010624, G010630, G010659, G010665, G010686, G010690, G010692, G010698, G010716, G010724, G010725, G010727, G010741, G010753, G010762, G010767, G010768, G010792, G010804, G010831, G010832, G010864, G010901, G010915, G010922, G010926, G010944, G010952, G010968, G011036, G011048, G011053, G011128, G011129, G011132, G011135, G011138, G011188, G011195, G011248, G011249, G011272, G011278, G011291, G011297, G011306, G011312, G011343, G011353, G011364, G011390, G011409, G011412, G011416, G011417, G011418, G011436, G011443, G011454, G011474, G011484, G011485, G011488, G011493, G011507, G011510, G011536, G011544, G011547, G011551, G011552, G011561, G011573, G011574, G011592, G011635, G011660, G011664, G011693, G011727, G011729, G011814, G011815, G011817, G011820, G011828, G011875, G011876, G011900, G011905, G011991, G011994, G012000, G012005, G012091, G012107, G012139, G012152, G012174, G012182, G012199, G012291, G012325, G012348, G012349, G012406, G012425, G012487, G012495, G012497, G012499, G012500, G012546, G012547, G012620, G012627, G012636, G012638, G012641, G012659, G012666, G012744, G012795, G012804, G012839, G012849, G012913, G012977, G012978, G013004, G013013, G013029, G013033, G013036, G013072, G013087, G013136, G013148, G013165, G013173, G013174, G013175, G013201, G013206, G013212, G013215, G013216, G013227, G013231, G013263, G013265, G013266, G013281, G013290, G013349, G013350, G013355, G013366, G013367, G013409, G013447, G013448, G013452, G013458, G013460, G013597, G013603, G013606, G013608, G013625, G013679, G013698, G013703, G013737, G013738, G013756, G013764, G013768, G013776, G013795, G013819, G013824, G013834, G013836, G013845, G013849, G013862, G013863, G013864, G013866, G013914, G013915, G013917, G013993, G014005, G014027, G014032, G014040, G014098, G014105, G014106, G014107, G014118, G014146, G014153, G014215, G014262, G014355, G014412, G014526, G014531, G014532, G014549, G014553, G014559, G014562, G014616, G014626, G014644, G014645, G014661, G014663, G014727, G014740, G014742, G014758, G014781, G014783, G014835, G014837, G014918, G014929, G015082, G015107, G015119, G015164, G015179, G015209, G015232, G015301, G015332, G015333, G015361, G015372, G015374, G015376, G015461, G015473, G015479, G015507, G015559, G015570, G015597, G015602, G015620, G015625, G015683, G015717, G015726, G015755, G015772, G015814, G015817, G015854, G015865, G015869, G015915, G015916, G015928, G015942, G015950, G015991, G015994, G016020, G016021, G016022, G016026, G016027, G016028, G016064, G016066, G016070, G016093, G016109, G016125, G016166, G016168, G016176, G016211, G016225, G016249, G016260, G016277, G016278, G016281, G016287, G016320, G016326, G016353, G016356, G016364, G016391, G016443, G016446, G016473, G016501, G016539, G016540, G016613, G016627, G016631, G016650, G016654, G016665, G016673, G016693, G016699, G016705, G016707, G016721, G016726, G016752, G016761, G016766, G016795, G016802, G016808, G016861, G016868, G016884, G016906, G016944, G016962, G016966, G016977, G016980, G017023, G017103, G017126, G017155, G017163, G017176, G017286, G017288, G017289, G017303, G017314, G017380, G017392, G017398, G017423, G017424, G017425, G017471, G017475, G017488, G017489, G017500, G017555, G017610, G017619, G017678, G017679, G017694, G017782, G017791, G017798, G017815, G017816, G017832, G017892, G017893, G017896, G017940, G017967, G017970, G017971, G018031, G018033, G018040, G018048, G018064, G018067, G018083, G018085, G018100, G018104, G018113, G018119, G018133, G018142, G018161, G018234, G018239, G018256, G018271, G018274, G018309, G018328, G018332, G018351, G018354, G018362, G018363, G018371, G018375, G018394, G018409, G018435, G018452, G018454, G018473, G018506, G018522, G018523, G018526, G018533, G018559, G018598, G018628, G018629, G018655, G018657, G018660, G018662, G018668, G018673, G018675, G018676, G018682, G018686, G018693, G018705, G018706, G018721, G018749, G018848, G018887, G018932, G018942, G018944, G018969, G018989, G019040, G019044, G019065, G019106, G019131, G019137, G019182, G019222, G019234, G019240, G019254, G019321, G019413, G019451, G019463, G019474, G019475, G019476, G019478, G019511, G019543, G019547, G019597, G019626, G019627, G019650, G019660, G019661, G019678, G019684, G019685, G019717, G019720, G019750, G019760, G019770, G019782, G019786, G019788, G019806, G019812, G019844, G019888, G019918, G019938, G019958, G019961, G019964, G019975, G019996, G020074, G020098, G020127, G020149, G020176, G020203, G020213, G020217, G020220, G020238, G020255, G020269, G020291, G020303, G020311, G020357, G020371, G020383, G020384, G020392, G020406, G020419, G020439, G020442, G020471, G020499, G020506, G020541, G020566, G020571, G020572, G020591, G020632, G020634, G020662, G020676, G020677, G020683, G020701, G020717, G020723, G020734, G020782, G020801, G020839, G020886, G020918, G020927, G020943, G020946, G020956, G020968, G020970, G020982, G021021, G021030, G021036, G021047, G021049, G021053, G021061, G021074, G021122, G021153, G021159, G021166, G021197, G021236, G021258, G021287, G021291, G021293, G021313, G021377, G021397, G021402, G021407, G021422, G021436, G021439, G021470, G021472, G021477, G021478, G021483, G021516, G021525, G021539, G021558, G021576, G021598, G021610, G021612, G021653, G021669, G021671, G021684, G021685, G021702, G021713, G021721, G021730, G021732, G021742, G021784, G021785, G021805, G021808, G021832, G021840, G021844, G021861, G021883, G021902, G021905, G021908, G021944, G021959, G021960, G021963, G022011, G022025, G022037, G022040, G022077, G022087, G022091, G022118, G022143, G022159, G022206, G022221, G022234, G022236, G022237, G022241, G022242, G022254, G022289, G022291, G022302, G022317, G022338, G022350, G022366, G022371, G022403, G022405, G022407, G022432, G022457, G022481, G022482, G022515, G022542, G022560, G022590, G022594, G022596, G022605, G022623, G022626, G022657, G022702, G022703, G022727, G022745, G022747, G022764, G022768, G022802, G022809, G022819, G022849, G022867, G022869, G022879, G022894, G022924, G022931, G022946, G022947, G022968, G022971, G022977, G022996, G023003, G023014, G023020, G023024, G023032, G023044, G023071, G023074, G023075, G023079, G023116, G023137, G023139, G023140, G023146, G023150, G023151, G023169, G023185, G023204, G023222, G023224, G023254, G023256, G023257, G023259, G023286, G023289, G023290, G023291, G023308, G023330, G023338, G023339, G023341, G023346, G023350, G023352, G023353, G023373, G023395, G023402, G023407, G023411, G023415, G023430, G023439, G023450, G023451, G023453, G023454, G023455, G023457, G023458, G023460, G023461, G023485, G023507, G023534, G023550, G023551, G023561, G023570, G023571, G023626, G023646, G023658, G023668, G023692, G023693, G023698, G023706, G023712, G023721, G023761, G023764, G023785, G023788, G023793, G023796, G023810, G023811, G023828, G023853, G023860, G023875, G023928, G023963, G024008, G024011, G024030, G024037, G024072, G024143, G024201, G024205, G024220, G024227, G024258, G024294, G024302, G024305, G024318, G024399, G024401, G024423, G024443, G024502, G024540, G024550, G024562, G024580, G024583, G024625, G024635, G024646, G024699, G024731, G024743, G024745, G024760, G024770, G024794, G024801, G024857, G024860, G024877, G024885, G024886, G024895, G024903, G024908, G024910, G024918, G024922, G024932, G024952, G025060, G025115, G025116, G025129, G025213, G025240, G025243, G025249, G025357, G025384, G025385, G025390, G025394, G025398, G025402, G025404, G025491, G025562, G025587, G025610, G025612, G025613, G025615, G025620, G025621, G025685, G025715, G025717, G025732, G025753, G025826, G025864, G025869, G025880, G025906, G026003, G026049, G026059, G026067, G026112, G026140, G026157, G026165, G026172, G026175, G026192, G026199, G026211, G026219, G026225, G026274, G026275, G026293, G026301, G026317, G026348, G026350, G026373, G026382, G026388, G026425, G026431, G026478, G026494, G026497, G026509, G026510, G026525, G026537, G026538, G026548, G026572, G026577, G026591, G026609, G026613, G026622, G026633, G026649, G026671, G026672, G026675, G026677, G026683, G026693, G026697, G026700, G026703, G026733, G026737, G026748, G026772, G026783, G026784, G026801, G026810, G026842, G026843, G026845, G026853, G026918, G026949, G026951, G026959, G026995, G027003, G027018, G027024, G027047, G027181, G027208, G027221, G027227, G027250, G027258, G027263, G027268, G027270, G027276, G027291, G027293, G027350, G027351, G027354, G027355, G027386, G027410, G027416, G027421, G027422, G027448, G027543, G027581, G027592, G027604, G027606, G027616, G027620, G027641, G027725, G027728, G027742, G027746, G027749, G027752, G027762, G027764, G027765, G027774, G027804, G027809, G027815, G027820, G027822, G027823, G027824, G027849, G027862, G027866, G027903, G027918, G027946, G027979, G028029, G028091, G028141, G028149, G028150, G028157, G028184, G028252, G028253, G028310, G028317, G028318, G028335, G028337, G028376, G028381, G028406, G028409, G028440, G028444, G028446, G028467, G028495, G028543, G028544, G028565, G028585, G028626, G028629, G028679, G028693, G028701, G028711, G028722, G028733, G028737, G028761, G028794, G028797, G028822, G028839, G028852, G028854, G028876
