ID	Ec_Head	En_Head	Ec_BodyCol/SC	I_ISC	Ec_Peduncle	Ec_Tentacle	I_FemGC	Ec_BasalDisk	I_Neuro	I_EarlyNem	I_MaleGC	I_En2N	En_Foot	En_BodyCol/SC	I_ZymoGl	I_GlProgen	I_StenoNB	I_DesmoNC	I_IsoNC	I_StenoNC	En_Tentacle	I_Ec1N	I_Ec4N	I_SpumMucGl	I_Ec3N	I_GranGl	I_DesmoNB	I_IsoNB	I_Ec2N	I_Ec1/5N	I_En1N	I_En3N	C_neuron	C_germline	C_nematoblast	C_nematocytes	C_gland_cell	C_progenitor	C_neuroprogenitor	C_EC_foot	C_EN_foot	C_tentacle	C_head	L_ENDODERM	L_ECTODERM	L_INTERSTITIAL
HVAEP1-G013115	1		1		1	1		1																																1		1	1		1	
HVAEP1-G013116		1					1				1		1	1						1				1		1								1		1	1				1		1	1		
HVAEP1-G013117											1							1	1	1				1		1								1		1	1									
HVAEP1-G013118	1	1	1	1	1	1	1		1	1			1	1		1				1				1							1		1	1		1	1	1	1	1	1	1	1	1	1	1
HVAEP1-G013119	1				1		1		1		1					1		1	1	1		1							1				1	1		1		1	1	1			1			
HVAEP1-G013121	1	1	1		1	1		1										1	1	1					1					1			1			1				1		1	1		1	
HVAEP1-G013122						1												1	1	1																1						1				
HVAEP1-G013123						1												1	1	1																1						1				
HVAEP1-G013124			1		1									1																										1				1	1	
HVAEP1-G013126		1			1		1	1	1	1					1	1	1							1		1	1	1						1	1	1	1	1	1	1			1			
HVAEP1-G013127					1		1	1														1			1		1	1					1	1	1					1						
HVAEP1-G013128						1	1	1			1																1							1	1					1		1				
HVAEP1-G013132											1																							1												
HVAEP1-G013133	1	1	1		1	1							1	1				1			1				1								1			1				1	1	1	1	1	1	
HVAEP1-G013135		1											1	1							1				1								1								1	1	1	1		
HVAEP1-G013136		1	1								1		1	1							1							1	1				1	1	1						1	1	1	1	1	
HVAEP1-G013145	1			1	1	1	1	1					1	1	1	1	1						1							1	1		1	1	1			1		1	1	1	1	1		1
HVAEP1-G013146	1	1	1		1	1		1						1		1			1	1		1				1							1			1		1		1		1	1	1	1	
HVAEP1-G013147		1											1	1		1		1	1	1				1		1										1	1	1			1		1	1		
HVAEP1-G013148		1											1	1							1									1			1								1	1	1	1		
HVAEP1-G013149	1	1	1		1	1	1						1	1								1	1	1	1					1			1	1			1			1	1	1	1	1	1	
HVAEP1-G013151		1				1	1						1							1														1		1					1	1	1			
HVAEP1-G013153																									1					1	1		1													
HVAEP1-G013156									1																1								1						1							
HVAEP1-G013158					1	1																			1		1						1		1					1		1				
HVAEP1-G013159	1		1	1	1	1	1	1	1	1	1					1	1	1	1			1					1	1					1	1	1	1		1	1	1		1	1		1	1
HVAEP1-G013162	1		1		1	1	1	1										1	1	1														1		1				1		1	1		1	
HVAEP1-G013164					1	1		1										1	1	1			1		1								1			1				1		1				
HVAEP1-G013165	1	1	1		1	1			1				1	1		1			1		1				1					1	1	1	1			1		1	1	1	1	1	1	1	1	
HVAEP1-G013167			1															1				1			1			1		1			1		1	1									1	
HVAEP1-G013169	1	1	1	1	1		1		1	1	1		1	1		1	1																	1	1	1		1	1	1	1		1	1	1	1
HVAEP1-G013172	1	1	1	1	1	1		1	1	1			1	1		1	1				1							1							1	1		1	1	1	1	1	1	1	1	1
HVAEP1-G013173	1	1	1						1			1		1		1								1	1	1				1	1		1				1	1	1				1	1	1	
HVAEP1-G013174		1				1	1						1	1		1					1													1				1			1	1	1	1		
HVAEP1-G013175		1					1						1	1							1					1								1							1	1	1	1		
HVAEP1-G013177		1	1	1		1	1				1			1			1	1	1	1		1					1	1	1				1	1	1	1						1	1	1	1	1
HVAEP1-G013178	1	1	1	1	1	1	1	1		1			1	1							1													1		1				1	1	1	1	1	1	1
HVAEP1-G013180	1		1		1	1		1														1								1			1							1		1	1		1	
HVAEP1-G013181	1		1		1	1		1														1								1			1							1		1	1		1	
HVAEP1-G013182	1	1	1	1	1	1			1	1				1								1		1						1	1	1	1			1	1		1	1		1	1	1	1	1
HVAEP1-G013183			1	1	1		1		1	1		1		1					1												1	1	1	1		1			1	1				1	1	1
HVAEP1-G013184	1		1		1	1																																		1		1	1		1	
HVAEP1-G013186	1		1		1		1							1										1										1			1			1			1	1	1	
HVAEP1-G013189	1				1	1	1	1			1		1	1				1	1	1														1		1				1	1	1	1	1		
HVAEP1-G013190		1		1		1	1		1	1	1					1			1		1	1											1	1		1		1	1			1	1			1
HVAEP1-G013191	1	1	1	1	1	1	1		1	1	1					1																		1		1		1	1	1		1	1		1	1
HVAEP1-G013192		1		1			1		1	1	1			1		1								1										1		1	1	1	1				1	1		1
HVAEP1-G013194	1	1	1	1	1	1	1		1	1	1																							1		1			1	1		1	1		1	1
HVAEP1-G013195		1	1	1						1			1	1			1			1		1	1	1	1		1		1		1		1		1	1	1				1		1	1	1	1
HVAEP1-G013197																		1	1	1																1										
HVAEP1-G013201		1					1						1	1		1		1	1	1				1		1						1	1	1		1	1	1			1		1	1		
HVAEP1-G013203	1	1	1	1	1		1		1	1			1	1		1	1																	1	1	1		1	1	1	1		1	1	1	1
HVAEP1-G013204	1	1	1	1	1		1		1	1	1		1	1		1																		1		1		1	1	1	1		1	1	1	1
HVAEP1-G013205		1	1	1	1		1	1	1	1	1			1		1																		1		1		1	1	1			1	1	1	1
HVAEP1-G013206		1											1	1					1		1						1			1			1		1	1					1	1	1	1		
HVAEP1-G013207	1	1	1	1	1		1	1	1	1	1		1	1		1	1							1		1	1	1						1	1	1	1	1	1	1	1		1	1	1	1
HVAEP1-G013208		1		1	1		1												1	1	1		1							1	1		1	1		1				1		1	1			1
HVAEP1-G013209		1						1																																1			1			
HVAEP1-G013210		1				1		1													1									1			1							1		1	1			
HVAEP1-G013211				1	1		1		1	1	1					1				1														1		1		1	1	1						1
HVAEP1-G013212	1	1	1		1	1	1	1		1	1		1	1							1			1							1		1	1		1	1			1	1	1	1	1	1	
HVAEP1-G013213	1	1	1	1	1		1		1	1	1		1	1		1												1						1	1	1		1	1	1	1		1	1	1	1
HVAEP1-G013214	1	1	1	1	1		1		1	1	1		1	1		1	1																	1	1	1		1	1	1	1		1	1	1	1
HVAEP1-G013215		1												1			1	1			1						1	1							1	1						1	1	1		
HVAEP1-G013216		1											1	1																											1		1	1		
HVAEP1-G013217	1	1	1		1	1	1	1				1											1	1		1				1	1	1	1	1			1			1		1	1		1	
HVAEP1-G013218	1	1	1	1	1		1		1	1	1					1	1			1														1	1	1		1	1	1			1		1	1
HVAEP1-G013220	1		1		1	1	1	1			1									1														1		1				1		1	1		1	
HVAEP1-G013222																		1				1			1					1			1			1										
HVAEP1-G013223																			1			1	1		1				1		1		1			1										
HVAEP1-G013224							1									1			1			1								1			1	1		1		1								
HVAEP1-G013225	1		1		1	1																1											1							1		1	1		1	
HVAEP1-G013226						1														1			1							1	1		1			1						1				
HVAEP1-G013227							1				1		1	1		1		1						1		1								1		1	1	1			1			1		
HVAEP1-G013228							1				1				1									1										1			1									
HVAEP1-G013229		1					1			1			1	1		1		1	1		1											1	1	1		1		1			1	1	1	1		
HVAEP1-G013230	1	1	1	1	1	1	1		1	1	1					1	1																	1	1	1		1	1	1		1	1		1	1
HVAEP1-G013231	1	1	1		1	1	1	1					1	1							1													1						1	1	1	1	1	1	
HVAEP1-G013237	1	1	1	1	1	1	1	1	1	1	1		1	1		1					1										1		1	1		1		1	1	1	1	1	1	1	1	1
HVAEP1-G013238	1		1		1	1		1	1										1		1	1	1		1					1	1		1			1			1	1		1	1		1	
HVAEP1-G013239	1		1		1	1																1								1	1		1							1		1	1		1	
HVAEP1-G013241		1	1	1	1		1		1	1	1			1																				1		1			1	1			1	1	1	1
HVAEP1-G013242	1	1	1	1	1		1	1	1	1	1		1	1		1	1				1							1						1	1	1		1	1	1	1	1	1	1	1	1
HVAEP1-G013243	1	1	1	1	1	1	1	1	1	1	1		1	1		1	1																	1	1	1		1	1	1	1	1	1	1	1	1
HVAEP1-G013245			1	1			1			1				1		1	1				1			1					1		1		1	1	1	1	1	1				1		1	1	1
HVAEP1-G013246	1	1	1	1			1	1	1	1	1		1	1		1					1				1				1				1	1		1		1	1	1	1	1	1	1	1	1
HVAEP1-G013247	1	1	1		1	1		1					1					1	1	1	1															1				1	1	1	1		1	
HVAEP1-G013248	1		1		1	1	1				1					1																		1				1		1		1	1		1	
HVAEP1-G013249	1	1	1		1	1	1				1								1															1		1				1		1	1		1	
HVAEP1-G013251						1												1	1	1																1						1				
HVAEP1-G013253	1		1	1	1	1	1	1	1							1		1	1	1		1			1		1						1	1	1	1		1	1	1		1	1		1	1
HVAEP1-G013256	1		1			1	1																					1						1	1							1	1		1	
HVAEP1-G013258	1		1		1	1	1				1																							1						1		1	1		1	
HVAEP1-G013263		1		1			1		1	1	1		1	1		1					1													1		1		1	1		1	1	1	1		1
HVAEP1-G013265		1		1			1		1	1	1		1	1		1					1													1		1		1	1		1	1	1	1		1
HVAEP1-G013266								1					1	1									1						1				1							1	1			1		
HVAEP1-G013269	1	1					1	1	1	1			1	1	1		1	1			1			1		1								1	1	1	1		1	1	1	1	1	1		
HVAEP1-G013271								1	1													1							1				1						1	1						
HVAEP1-G013272							1												1										1				1	1		1										
HVAEP1-G013274												1																	1				1													
HVAEP1-G013275																													1				1													
HVAEP1-G013276	1		1	1	1		1		1	1	1			1				1		1	1		1		1				1				1	1		1			1	1		1	1	1	1	1
HVAEP1-G013277	1	1	1	1	1		1		1	1	1		1	1		1																		1		1		1	1	1	1		1	1	1	1
HVAEP1-G013278	1	1	1	1	1	1	1	1		1			1	1		1	1				1			1										1	1	1	1	1		1	1	1	1	1	1	1
HVAEP1-G013279				1	1		1						1			1	1										1	1						1	1			1		1	1					1
HVAEP1-G013280	1	1	1	1	1	1	1						1	1			1		1	1	1													1	1	1				1	1	1	1	1	1	1
HVAEP1-G013281		1					1						1	1							1										1	1	1	1							1	1	1	1		
HVAEP1-G013282	1		1		1		1																											1						1			1		1	
HVAEP1-G013283	1	1	1		1			1					1	1							1																			1	1	1	1	1	1	
HVAEP1-G013284															1	1								1		1					1		1				1	1								
HVAEP1-G013286		1				1			1				1	1													1								1				1		1	1	1	1		
HVAEP1-G013287	1	1	1	1	1	1	1		1	1	1					1	1		1	1														1	1	1		1	1	1		1	1		1	1
HVAEP1-G013288	1	1	1	1	1	1	1		1	1	1		1	1		1	1							1		1								1	1	1	1	1	1	1	1	1	1	1	1	1
HVAEP1-G013289		1											1	1							1																				1	1	1	1		
HVAEP1-G013290	1	1	1		1	1	1	1			1		1	1		1					1													1				1		1	1	1	1	1	1	
HVAEP1-G013291		1	1			1							1	1																											1	1	1	1	1	
HVAEP1-G013292						1	1											1	1	1									1	1			1	1		1						1				
HVAEP1-G013293								1																																1						
HVAEP1-G013294											1				1											1								1												
HVAEP1-G013300		1												1			1				1														1							1	1	1		
HVAEP1-G013301		1					1		1						1									1		1		1						1	1		1		1				1			
HVAEP1-G013309					1			1																																1						
HVAEP1-G013311										1							1										1	1							1	1										
HVAEP1-G013312	1		1		1	1	1				1					1				1	1		1									1	1	1		1		1		1		1	1		1	
HVAEP1-G013314	1	1	1	1	1	1	1	1			1		1	1	1					1	1								1				1	1		1				1	1	1	1	1	1	1
HVAEP1-G013315																																1	1													
HVAEP1-G013318											1	1							1	1													1	1		1										
HVAEP1-G013319											1							1																1		1										
HVAEP1-G013320	1			1			1	1	1				1	1	1	1		1	1	1		1				1							1	1		1		1	1	1	1		1	1		1
HVAEP1-G013322	1			1								1							1	1			1		1					1			1			1							1			1
HVAEP1-G013324			1			1									1		1			1	1			1		1									1	1	1					1			1	
HVAEP1-G013325	1	1	1	1	1					1			1	1	1		1	1	1		1						1								1	1				1	1	1	1	1	1	1
HVAEP1-G013326	1	1	1		1	1	1	1		1				1			1				1		1	1	1		1						1	1	1	1	1			1		1	1	1	1	
HVAEP1-G013327	1	1	1	1	1	1	1	1		1				1		1	1		1	1	1				1								1	1	1	1		1		1		1	1	1	1	1
HVAEP1-G013328											1				1				1	1						1								1		1										
HVAEP1-G013331						1					1	1		1					1	1									1			1	1	1		1						1		1		
HVAEP1-G013332		1			1		1	1					1	1					1	1	1				1			1		1	1		1	1	1	1				1	1	1	1	1		
HVAEP1-G013333			1							1			1	1													1								1	1					1			1	1	
HVAEP1-G013334	1	1	1		1			1			1			1						1	1							1						1	1	1				1		1	1	1	1	
HVAEP1-G013335								1																																1						
HVAEP1-G013336					1		1	1																										1						1						
HVAEP1-G013339								1										1	1	1																1				1						
HVAEP1-G013341			1	1		1		1						1										1													1			1		1		1	1	1
HVAEP1-G013342		1	1	1			1						1			1		1	1	1		1	1		1								1	1		1		1			1		1		1	1
HVAEP1-G013346	1	1	1		1	1		1					1	1						1	1									1			1			1				1	1	1	1	1	1	
HVAEP1-G013347				1		1	1		1	1	1					1			1	1														1		1		1	1			1				1
HVAEP1-G013348	1	1	1	1	1	1	1	1					1																					1						1	1	1	1		1	1
HVAEP1-G013349	1	1	1		1	1	1	1					1	1					1		1													1		1				1	1	1	1	1	1	
HVAEP1-G013350	1	1	1		1	1	1	1					1	1		1					1											1	1	1				1		1	1	1	1	1	1	
HVAEP1-G013351	1		1	1			1		1	1	1					1	1																	1	1	1		1	1				1		1	1
HVAEP1-G013352																					1																					1				
HVAEP1-G013354				1			1			1		1				1		1	1	1		1			1			1		1	1		1	1	1	1		1								1
HVAEP1-G013355		1		1		1	1	1					1	1					1	1	1													1		1				1	1	1	1	1		1
HVAEP1-G013357		1					1						1	1		1					1													1				1			1	1	1	1		
HVAEP1-G013358		1		1			1			1	1		1	1	1	1			1		1			1		1								1		1	1	1			1	1	1	1		1
HVAEP1-G013359							1				1																							1												
HVAEP1-G013360		1				1	1	1	1	1	1			1							1						1		1				1	1	1	1			1	1		1	1	1		
HVAEP1-G013361	1	1	1	1	1		1	1		1						1		1			1				1								1	1		1		1		1		1	1		1	1
HVAEP1-G013366		1				1	1						1	1					1		1													1		1					1	1	1	1		
HVAEP1-G013367		1										1	1	1					1	1	1			1									1			1	1				1	1	1	1		
HVAEP1-G013368				1			1		1	1	1					1	1																	1	1	1		1	1							1
HVAEP1-G013372	1	1	1	1	1	1	1	1		1	1		1	1		1					1													1		1		1		1	1	1	1	1	1	1
HVAEP1-G013373	1	1	1	1	1	1	1						1	1		1				1	1			1		1								1		1	1	1		1	1	1	1	1	1	1
HVAEP1-G013376		1	1	1			1	1	1	1	1						1										1	1						1	1	1			1	1			1		1	1
HVAEP1-G013377	1	1	1		1	1		1										1	1	1	1															1				1		1	1		1	
HVAEP1-G013378			1		1			1										1		1																1				1					1	
HVAEP1-G013379	1	1	1		1	1		1	1		1		1	1					1	1					1				1				1	1		1			1	1	1	1	1	1	1	
HVAEP1-G013380	1		1		1																										1		1							1			1		1	
HVAEP1-G013381	1		1			1		1	1		1									1			1		1								1	1		1			1	1		1	1		1	
HVAEP1-G013383		1	1		1		1				1					1								1		1								1			1	1		1			1		1	
HVAEP1-G013387					1														1																	1				1						
HVAEP1-G013392	1			1			1		1	1				1	1		1							1										1	1	1	1		1				1	1		1
HVAEP1-G013394	1		1	1	1	1	1			1					1	1		1				1	1										1	1		1		1		1		1	1		1	1
HVAEP1-G013395	1		1	1	1	1	1	1								1		1	1	1						1					1		1	1		1		1		1		1	1		1	1
HVAEP1-G013397	1	1	1		1	1				1	1		1	1		1		1									1	1						1	1	1		1		1	1	1	1	1	1	
HVAEP1-G013398					1				1						1		1																		1				1	1						
HVAEP1-G013402			1	1	1	1	1		1		1		1	1	1	1					1					1								1				1	1	1	1	1		1	1	1
HVAEP1-G013403					1	1		1						1					1		1	1	1		1					1	1		1			1				1		1		1		
HVAEP1-G013405	1			1	1		1	1	1	1	1			1	1	1										1								1		1		1	1	1			1	1		1
HVAEP1-G013406		1			1		1									1			1	1	1								1	1		1	1	1		1		1		1		1	1			
HVAEP1-G013407				1								1				1							1									1	1					1								1
HVAEP1-G013409	1	1	1		1	1						1	1	1							1											1	1							1	1	1	1	1	1	
HVAEP1-G013419	1		1		1	1																																		1		1	1		1	
HVAEP1-G013420	1		1		1																																			1			1		1	
HVAEP1-G013421	1	1	1		1	1		1					1	1										1													1			1	1	1	1	1	1	
HVAEP1-G013422		1									1													1		1								1			1						1			
HVAEP1-G013423	1	1	1	1	1	1	1	1	1	1	1			1		1																		1		1		1	1	1		1	1	1	1	1
HVAEP1-G013426	1		1		1	1																																		1		1	1		1	
HVAEP1-G013427						1	1	1			1										1	1			1			1		1			1	1	1					1		1				
HVAEP1-G013428	1	1	1	1	1	1	1							1		1		1		1														1		1		1		1		1	1	1	1	1
HVAEP1-G013429				1			1				1					1											1							1	1			1								1
HVAEP1-G013430	1	1	1	1	1		1	1	1	1	1		1	1		1	1																	1	1	1		1	1	1	1		1	1	1	1
HVAEP1-G013431														1																														1		
HVAEP1-G013432	1										1							1	1	1		1	1							1			1	1		1							1			
HVAEP1-G013433		1		1	1	1	1		1	1	1			1		1					1													1		1		1	1	1		1	1	1		1
HVAEP1-G013434	1	1	1		1	1		1					1	1							1																			1	1	1	1	1	1	
HVAEP1-G013435	1	1	1	1	1	1	1	1	1	1				1	1			1	1													1	1	1		1			1	1		1	1	1	1	1
HVAEP1-G013438				1		1	1		1	1	1			1				1	1	1			1		1								1	1		1			1			1		1		1
HVAEP1-G013439			1	1		1	1		1	1	1									1		1	1			1					1	1	1	1		1			1			1			1	1
HVAEP1-G013440	1	1	1		1	1		1					1			1					1																	1		1	1	1	1		1	
HVAEP1-G013441							1											1	1															1		1										
HVAEP1-G013442	1						1				1			1	1		1	1			1													1	1	1						1	1	1		
HVAEP1-G013443	1	1	1	1	1	1	1	1	1	1						1		1	1	1	1						1							1	1	1		1	1	1		1	1		1	1
HVAEP1-G013444	1		1	1	1	1	1		1	1	1							1		1					1		1				1		1	1	1	1			1	1		1	1		1	1
HVAEP1-G013445	1	1	1	1	1	1	1	1		1			1			1			1		1													1		1		1		1	1	1	1		1	1
HVAEP1-G013446	1	1	1	1	1		1		1	1	1		1	1		1	1										1							1	1	1		1	1	1	1		1	1	1	1
HVAEP1-G013447		1		1	1	1	1						1	1													1	1						1	1					1	1	1	1	1		1
HVAEP1-G013448		1	1		1	1	1	1			1		1	1					1		1													1		1				1	1	1	1	1	1	
HVAEP1-G013449		1							1				1	1	1	1					1			1		1											1	1	1		1	1	1	1		
HVAEP1-G013450	1		1	1	1	1	1	1	1	1						1					1													1		1		1	1	1		1	1		1	1
HVAEP1-G013451	1	1	1	1	1	1	1		1	1	1					1																		1		1		1	1	1		1	1		1	1
HVAEP1-G013452	1	1	1		1	1	1	1					1	1				1	1		1													1		1				1	1	1	1	1	1	
HVAEP1-G013453	1		1	1	1		1		1	1	1					1	1										1	1						1	1	1		1	1	1			1		1	1
HVAEP1-G013454	1		1	1	1		1		1	1			1	1		1	1																	1	1	1		1	1	1	1		1	1	1	1
HVAEP1-G013458		1											1	1									1						1				1								1		1	1		
HVAEP1-G013459	1		1		1	1	1																											1						1		1	1		1	
HVAEP1-G013460	1	1	1		1							1	1	1																		1	1							1	1		1	1	1	
HVAEP1-G013461	1		1	1	1	1	1	1	1	1	1					1				1														1		1		1	1	1		1	1		1	1
HVAEP1-G013462	1	1	1		1	1	1	1					1	1				1	1		1													1		1				1	1	1	1	1	1	
HVAEP1-G013463	1		1	1	1		1		1	1	1		1			1																		1		1		1	1	1	1		1		1	1
HVAEP1-G013464	1		1	1	1		1	1					1	1	1		1				1										1		1	1	1					1	1	1	1	1	1	1
HVAEP1-G013465	1		1	1	1	1		1	1	1	1				1	1			1		1													1		1		1	1	1		1	1		1	1
HVAEP1-G013466	1		1			1		1		1					1											1			1				1			1				1		1	1		1	
HVAEP1-G013467						1																																				1				
HVAEP1-G013469	1	1	1	1	1					1				1						1																1				1			1	1	1	1
HVAEP1-G013473		1											1	1							1																				1	1	1	1		
HVAEP1-G013474		1		1			1		1	1	1		1			1								1		1								1		1	1	1	1		1		1			1
HVAEP1-G013475		1											1					1	1	1																1					1		1			
HVAEP1-G013477	1		1		1	1		1									1										1	1							1					1		1	1		1	
HVAEP1-G013480	1	1	1	1	1	1	1	1		1			1			1				1	1													1		1		1		1	1	1	1		1	1
HVAEP1-G013481	1	1	1		1	1	1	1					1	1							1													1						1	1	1	1	1	1	
HVAEP1-G013482	1	1	1	1	1	1	1	1	1	1	1			1																		1	1	1		1			1	1		1	1	1	1	1
HVAEP1-G013483	1	1	1	1	1	1	1	1	1	1	1		1	1		1																		1		1		1	1	1	1	1	1	1	1	1
HVAEP1-G013490							1							1	1																			1										1		
HVAEP1-G013500		1			1		1	1				1	1	1	1	1								1		1		1		1			1	1	1		1	1		1	1		1	1		
HVAEP1-G013501														1																														1		
HVAEP1-G013510																												1							1											
HVAEP1-G013513	1		1		1	1									1											1														1		1	1		1	
HVAEP1-G013515		1		1											1						1			1	1		1						1		1		1					1	1			1
HVAEP1-G013516			1						1								1															1	1		1				1						1	
HVAEP1-G013519	1	1	1		1	1		1					1	1		1			1																	1		1		1	1	1	1	1	1	
HVAEP1-G013520	1	1				1	1						1	1	1						1			1		1								1			1				1	1	1	1		
HVAEP1-G013521															1	1										1						1	1					1								
HVAEP1-G013522	1	1	1		1	1	1	1		1			1			1	1				1			1			1							1	1	1	1	1		1	1	1	1		1	
HVAEP1-G013526			1							1										1	1					1										1						1			1	
HVAEP1-G013527	1		1	1	1	1	1	1	1	1	1					1										1								1		1		1	1	1		1	1		1	1
HVAEP1-G013528	1	1	1		1	1		1						1							1			1													1			1		1	1	1	1	
HVAEP1-G013529	1	1	1		1	1	1	1										1	1	1	1	1											1	1		1				1		1	1		1	
HVAEP1-G013530																		1	1	1		1							1	1			1			1										
HVAEP1-G013531	1	1	1	1	1		1		1	1	1			1		1																		1		1		1	1	1			1	1	1	1
HVAEP1-G013534	1			1										1												1																	1	1		1
HVAEP1-G013536	1	1	1	1			1			1	1							1	1	1						1								1		1							1		1	1
HVAEP1-G013537														1	1						1					1																1		1		
HVAEP1-G013544																												1							1											
HVAEP1-G013545	1		1	1	1		1		1	1	1					1	1							1										1	1	1	1	1	1	1			1		1	1
HVAEP1-G013546	1	1	1	1	1	1	1			1			1	1		1					1			1										1		1	1	1		1	1	1	1	1	1	1
HVAEP1-G013547		1											1	1	1				1		1															1					1	1	1	1		
HVAEP1-G013548								1							1											1														1						
HVAEP1-G013550			1				1						1			1																		1				1			1				1	
HVAEP1-G013556	1	1	1		1	1						1							1	1				1	1								1			1	1			1		1	1		1	
HVAEP1-G013557	1		1		1	1																																		1		1	1		1	
HVAEP1-G013558	1		1		1	1																																		1		1	1		1	
HVAEP1-G013559	1		1		1	1	1		1		1					1		1	1										1	1			1	1		1		1	1	1		1	1		1	
HVAEP1-G013560	1	1	1	1			1	1	1	1	1			1		1	1																	1	1	1		1	1	1			1	1	1	1
HVAEP1-G013561		1	1	1		1	1		1	1	1		1	1		1				1				1										1		1	1	1	1		1	1	1	1	1	1
HVAEP1-G013562		1		1			1		1	1	1		1	1		1	1			1														1	1	1		1	1		1		1	1		1
HVAEP1-G013563	1	1	1	1	1		1		1	1	1		1	1		1					1													1		1		1	1	1	1	1	1	1	1	1
HVAEP1-G013564		1	1		1	1										1		1	1	1										1		1	1			1		1		1		1	1		1	
HVAEP1-G013567	1	1	1	1			1		1	1		1		1							1					1							1	1		1			1			1	1	1	1	1
HVAEP1-G013568	1	1			1	1				1			1	1							1					1				1			1			1				1	1	1	1	1		
HVAEP1-G013569	1		1	1			1		1					1		1								1										1			1	1	1				1	1	1	1
HVAEP1-G013588	1	1	1		1	1		1					1	1							1			1													1			1	1	1	1	1	1	
HVAEP1-G013593	1		1	1	1	1	1	1	1							1		1				1						1					1	1	1	1		1	1	1		1	1		1	1
HVAEP1-G013594	1	1			1		1	1								1			1	1		1	1	1		1			1	1			1	1		1	1	1		1			1			
HVAEP1-G013595	1		1		1	1																							1				1							1		1	1		1	
HVAEP1-G013596	1	1	1	1	1	1	1		1	1	1			1		1	1											1						1	1	1		1	1	1		1	1	1	1	1
HVAEP1-G013597	1	1	1		1	1	1	1	1	1			1	1		1					1													1		1		1	1	1	1	1	1	1	1	
HVAEP1-G013598				1			1		1	1	1					1	1			1								1						1	1	1		1	1							1
HVAEP1-G013600	1	1							1			1	1	1	1	1						1	1	1	1			1	1				1		1		1	1	1		1		1	1		
HVAEP1-G013601		1		1			1		1	1	1	1				1			1												1		1	1		1		1	1				1			1
HVAEP1-G013602																	1	1	1	1		1						1		1			1		1	1										
HVAEP1-G013603	1	1	1		1	1	1	1					1	1							1													1						1	1	1	1	1	1	
HVAEP1-G013604	1	1	1	1	1	1	1		1	1	1		1	1		1	1	1			1						1	1						1	1	1		1	1	1	1	1	1	1	1	1
HVAEP1-G013606		1											1	1							1																				1	1	1	1		
HVAEP1-G013607	1	1	1	1		1		1	1	1			1	1		1	1					1		1							1		1		1	1	1	1	1	1	1	1	1	1	1	1
HVAEP1-G013608	1	1	1		1	1	1	1					1	1								1											1	1						1	1	1	1	1	1	
HVAEP1-G013609	1						1																1		1	1					1		1	1									1			
HVAEP1-G013612	1		1		1		1				1				1				1															1		1				1			1		1	
HVAEP1-G013613	1		1		1	1																			1								1							1		1	1		1	
HVAEP1-G013621	1		1		1	1								1				1	1	1				1												1	1			1		1	1	1	1	
HVAEP1-G013622		1	1			1								1																												1	1	1	1	
HVAEP1-G013624											1					1		1	1	1				1		1								1		1	1	1								
HVAEP1-G013625	1	1	1		1	1		1			1		1	1							1													1						1	1	1	1	1	1	
HVAEP1-G013628	1	1	1		1	1	1	1					1	1				1	1	1														1		1				1	1	1	1	1	1	
HVAEP1-G013629	1		1		1	1	1				1		1	1																				1						1	1	1	1	1	1	
HVAEP1-G013630	1	1	1		1	1	1	1						1				1			1	1				1							1	1		1				1		1	1	1	1	
HVAEP1-G013631	1	1	1	1	1	1							1	1																		1	1							1	1	1	1	1	1	1
HVAEP1-G013636	1	1	1		1	1	1	1													1													1						1		1	1		1	
HVAEP1-G013637			1										1	1							1						1								1						1	1		1	1	
HVAEP1-G013639	1		1		1		1			1			1	1			1										1							1	1	1				1	1		1	1	1	
HVAEP1-G013642							1						1	1										1										1			1				1			1		
HVAEP1-G013643	1	1	1	1	1	1	1						1	1		1		1		1	1	1			1					1			1	1		1		1		1	1	1	1	1	1	1
HVAEP1-G013644	1		1		1		1																											1						1			1		1	
HVAEP1-G013645	1	1	1		1	1	1						1	1					1	1	1													1		1				1	1	1	1	1	1	
HVAEP1-G013652			1								1																							1											1	
HVAEP1-G013653											1								1															1		1										
HVAEP1-G013654					1		1	1			1							1	1	1														1		1				1						
HVAEP1-G013657	1		1			1		1		1	1		1								1													1		1				1	1	1	1		1	
HVAEP1-G013658	1	1	1		1	1		1					1	1							1																			1	1	1	1	1	1	
HVAEP1-G013659	1	1	1		1	1		1					1	1							1																			1	1	1	1	1	1	
HVAEP1-G013666											1																							1												
HVAEP1-G013667	1		1	1	1	1	1	1			1			1	1						1													1						1		1	1	1	1	1
HVAEP1-G013668	1		1		1	1	1												1															1		1				1		1	1		1	
HVAEP1-G013669	1	1	1		1	1							1	1							1																			1	1	1	1	1	1	
HVAEP1-G013679	1	1	1		1	1	1	1			1			1					1															1		1				1		1	1	1	1	
HVAEP1-G013681	1	1	1		1	1	1	1					1	1							1													1						1	1	1	1	1	1	
HVAEP1-G013690	1	1	1		1	1	1													1	1		1										1	1		1				1		1	1		1	
HVAEP1-G013691				1			1		1	1	1					1	1	1	1	1														1	1	1		1	1							1
HVAEP1-G013693																							1							1			1													
HVAEP1-G013697		1	1	1			1	1																1										1			1			1			1		1	1
HVAEP1-G013698		1											1	1					1		1															1					1	1	1	1		
HVAEP1-G013703		1											1	1		1																						1			1		1	1		
