ID	Ec_Head	En_Head	Ec_BodyCol/SC	I_ISC	Ec_Peduncle	Ec_Tentacle	I_FemGC	Ec_BasalDisk	I_Neuro	I_EarlyNem	I_MaleGC	I_En2N	En_Foot	En_BodyCol/SC	I_ZymoGl	I_GlProgen	I_StenoNB	I_DesmoNC	I_IsoNC	I_StenoNC	En_Tentacle	I_Ec1N	I_Ec4N	I_SpumMucGl	I_Ec3N	I_GranGl	I_DesmoNB	I_IsoNB	I_Ec2N	I_Ec1/5N	I_En1N	I_En3N	C_neuron	C_germline	C_nematoblast	C_nematocytes	C_gland_cell	C_progenitor	C_neuroprogenitor	C_EC_foot	C_EN_foot	C_tentacle	C_head	L_ENDODERM	L_ECTODERM	L_INTERSTITIAL
HVAEP1-G005271		1		1			1		1	1	1			1		1																		1		1		1	1				1	1		1
HVAEP1-G005272	1	1		1	1		1		1	1			1	1							1					1								1		1			1	1	1	1	1	1		1
HVAEP1-G005273	1	1		1			1				1		1	1							1						1							1	1						1	1	1	1		1
HVAEP1-G005274	1	1	1	1	1	1	1		1	1				1		1		1	1	1														1		1		1	1	1		1	1	1	1	1
HVAEP1-G005275		1					1	1					1	1	1			1	1	1		1				1			1				1	1		1				1	1		1	1		
HVAEP1-G005276		1												1	1			1	1	1						1										1							1	1		
HVAEP1-G005278	1	1											1	1		1			1					1		1										1	1	1			1		1	1		
HVAEP1-G005280	1	1	1		1								1	1					1					1												1	1			1	1		1	1	1	
HVAEP1-G005281			1	1			1		1	1	1		1	1		1	1		1					1		1								1	1	1	1	1	1		1			1	1	1
HVAEP1-G005282		1		1			1		1	1	1		1			1																		1		1		1	1		1		1			1
HVAEP1-G005283				1			1		1	1	1			1		1	1																	1	1	1		1	1					1		1
HVAEP1-G005284	1	1	1			1														1		1								1	1		1			1						1	1		1	
HVAEP1-G005285	1					1																	1										1									1	1			
HVAEP1-G005286	1	1	1	1	1		1		1	1	1		1	1		1	1																	1	1	1		1	1	1	1		1	1	1	1
HVAEP1-G005287	1	1	1	1	1		1		1	1	1					1	1																	1	1	1		1	1	1			1		1	1
HVAEP1-G005288	1	1	1	1	1		1		1	1	1		1	1		1	1							1										1	1	1	1	1	1	1	1		1	1	1	1
HVAEP1-G005290							1											1																1		1										
HVAEP1-G005291	1	1	1	1	1	1	1		1	1			1	1		1																		1		1		1	1	1	1	1	1	1	1	1
HVAEP1-G005292		1	1	1	1	1	1				1			1	1		1				1													1	1					1		1	1	1	1	1
HVAEP1-G005294	1	1	1		1	1	1	1			1		1	1	1	1		1								1								1		1		1		1	1	1	1	1	1	
HVAEP1-G005295	1		1	1			1		1	1	1					1	1																	1	1	1		1	1				1		1	1
HVAEP1-G005296	1	1	1	1	1	1	1		1	1	1		1	1		1					1													1		1		1	1	1	1	1	1	1	1	1
HVAEP1-G005297		1										1	1	1					1			1							1	1		1	1			1					1		1	1		
HVAEP1-G005298	1	1				1								1				1			1	1				1							1			1						1	1	1		
HVAEP1-G005299	1					1		1					1						1	1	1		1										1			1				1	1	1	1			
HVAEP1-G005300	1												1					1	1	1	1											1	1			1					1	1	1			
HVAEP1-G005301			1			1						1	1								1		1					1	1			1	1		1						1	1			1	
HVAEP1-G005303	1	1				1		1											1																	1				1		1	1			
HVAEP1-G005304	1	1	1			1			1							1				1	1	1	1						1	1			1			1		1	1			1	1		1	
HVAEP1-G005305															1															1			1													
HVAEP1-G005306		1	1	1			1			1				1		1	1																	1	1	1		1					1	1	1	1
HVAEP1-G005307	1	1	1		1	1	1	1					1	1							1													1						1	1	1	1	1	1	
HVAEP1-G005308	1	1	1	1	1	1	1	1		1	1		1	1		1	1																	1	1	1		1		1	1	1	1	1	1	1
HVAEP1-G005309	1	1	1	1	1	1	1	1	1	1	1		1	1		1	1	1	1	1														1	1	1		1	1	1	1	1	1	1	1	1
HVAEP1-G005310						1	1				1	1				1				1													1	1		1		1				1				
HVAEP1-G005311	1	1	1	1	1		1						1	1							1													1						1	1	1	1	1	1	1
HVAEP1-G005312					1		1	1																										1						1						
HVAEP1-G005313	1	1			1	1		1				1		1				1															1			1				1		1	1	1		
HVAEP1-G005314					1		1	1																										1						1						
HVAEP1-G005315	1	1	1		1	1		1					1	1							1																			1	1	1	1	1	1	
HVAEP1-G005316	1	1	1		1	1		1					1	1							1																			1	1	1	1	1	1	
HVAEP1-G005317		1	1		1	1	1	1		1			1	1		1	1	1	1					1										1	1	1	1	1		1	1	1	1	1	1	
HVAEP1-G005318	1	1	1	1	1	1	1		1	1	1		1	1		1	1			1	1													1	1	1		1	1	1	1	1	1	1	1	1
HVAEP1-G005319	1	1	1		1	1	1	1		1			1	1		1					1													1		1		1		1	1	1	1	1	1	
HVAEP1-G005320		1	1	1			1		1	1	1		1	1		1					1													1		1		1	1		1	1	1	1	1	1
HVAEP1-G005321		1	1	1	1		1			1			1	1		1		1		1	1									1	1		1	1		1		1		1	1	1	1	1	1	1
HVAEP1-G005323		1		1									1	1	1		1													1			1		1						1		1	1		1
HVAEP1-G005324			1		1	1				1	1		1			1	1								1			1	1	1			1	1	1	1		1		1	1	1			1	
HVAEP1-G005325	1			1			1							1		1				1		1	1		1					1	1		1	1		1		1					1	1		1
HVAEP1-G005326	1			1					1	1				1				1	1	1		1	1	1			1		1			1	1		1	1	1		1				1	1		1
HVAEP1-G005327	1		1					1										1	1	1		1	1						1	1			1			1				1			1		1	
HVAEP1-G005328	1	1	1		1	1	1	1			1		1	1				1	1	1	1													1		1				1	1	1	1	1	1	
HVAEP1-G005329	1			1		1	1		1	1	1					1	1			1														1	1	1		1	1			1	1			1
HVAEP1-G005330	1	1	1	1	1	1	1	1	1	1	1			1					1															1		1			1	1		1	1	1	1	1
HVAEP1-G005331											1													1										1			1									
HVAEP1-G005332		1	1											1																													1	1	1	
HVAEP1-G005335	1	1	1		1	1							1	1							1																			1	1	1	1	1	1	
HVAEP1-G005336		1											1	1							1																				1	1	1	1		
HVAEP1-G005339	1		1		1	1	1	1														1											1	1						1		1	1		1	
HVAEP1-G005343		1		1			1			1			1	1		1					1													1		1		1			1	1	1	1		1
HVAEP1-G005344									1			1																	1				1						1							
HVAEP1-G005345	1	1	1	1	1	1	1			1			1	1		1	1							1		1	1	1						1	1	1	1	1		1	1	1	1	1	1	1
HVAEP1-G005346		1	1		1	1	1	1											1	1	1	1	1		1					1	1		1	1		1				1		1	1		1	
HVAEP1-G005347					1	1												1	1	1		1	1		1				1	1	1	1	1			1				1		1				
HVAEP1-G005348	1	1	1	1	1		1			1			1	1		1																1	1	1		1		1		1	1		1	1	1	1
HVAEP1-G005349		1												1																													1	1		
HVAEP1-G005350	1	1	1	1	1		1	1	1	1				1		1	1							1										1	1	1	1	1	1	1			1	1	1	1
HVAEP1-G005351							1				1			1																				1										1		
HVAEP1-G005365				1										1	1											1																		1		1
HVAEP1-G005370		1	1	1	1		1		1	1	1		1	1		1	1																	1	1	1		1	1	1	1		1	1	1	1
HVAEP1-G005371			1	1	1		1	1	1	1	1		1	1	1	1						1				1					1		1	1		1		1	1	1	1			1	1	1
HVAEP1-G005372	1	1	1	1	1		1		1	1			1	1	1	1								1										1		1	1	1	1	1	1		1	1	1	1
HVAEP1-G005374	1	1	1	1	1	1	1	1	1	1	1			1							1													1		1			1	1		1	1	1	1	1
HVAEP1-G005375	1		1			1					1				1			1		1									1		1		1	1		1						1	1		1	
HVAEP1-G005379																						1			1					1			1													
HVAEP1-G005381	1	1	1		1	1		1			1		1			1		1	1	1		1	1								1		1	1		1		1		1	1	1	1		1	
HVAEP1-G005382	1	1		1	1				1					1	1		1	1			1						1	1				1	1		1	1			1	1		1	1	1		1
HVAEP1-G005387				1			1		1	1	1			1		1																		1		1		1	1					1		1
HVAEP1-G005388	1	1	1	1	1		1		1	1	1		1	1		1																		1		1		1	1	1	1		1	1	1	1
HVAEP1-G005390	1		1		1	1		1																																1		1	1		1	
HVAEP1-G005392		1	1	1			1		1	1	1		1	1		1		1	1	1				1										1		1	1	1	1		1		1	1	1	1
HVAEP1-G005394	1	1	1	1			1			1			1	1	1		1							1										1	1	1	1				1		1	1	1	1
HVAEP1-G005395	1	1	1	1	1	1	1	1		1	1		1	1		1		1	1	1														1		1		1		1	1	1	1	1	1	1
HVAEP1-G005396																						1								1			1													
HVAEP1-G005397		1		1										1																1			1										1	1		1
HVAEP1-G005399											1								1															1		1										
HVAEP1-G005400	1	1	1		1	1	1		1			1		1				1		1	1	1	1		1					1			1	1		1			1	1		1	1	1	1	
HVAEP1-G005403	1		1		1	1	1	1								1			1	1									1				1	1		1		1		1		1	1		1	
HVAEP1-G005404																			1	1																1										
HVAEP1-G005405	1	1	1	1	1		1		1	1			1	1		1	1																	1	1	1		1	1	1	1		1	1	1	1
HVAEP1-G005406	1		1		1	1	1	1					1																					1						1	1	1	1		1	
HVAEP1-G005407	1	1	1	1	1	1	1	1	1	1	1		1	1		1	1				1													1	1	1		1	1	1	1	1	1	1	1	1
HVAEP1-G005410							1																											1												
HVAEP1-G005411	1	1	1	1	1		1			1			1	1		1																		1		1		1		1	1		1	1	1	1
HVAEP1-G005413		1											1	1							1																				1	1	1	1		
HVAEP1-G005415	1	1	1		1	1	1	1	1		1		1	1		1					1													1				1	1	1	1	1	1	1	1	
HVAEP1-G005416	1	1	1	1	1	1	1	1	1	1	1		1	1		1					1													1		1		1	1	1	1	1	1	1	1	1
HVAEP1-G005417	1	1	1	1	1	1	1	1		1	1		1	1						1														1		1				1	1	1	1	1	1	1
HVAEP1-G005418	1	1	1	1	1		1		1	1	1		1	1		1																		1		1		1	1	1	1		1	1	1	1
HVAEP1-G005419				1						1							1										1	1							1	1										1
HVAEP1-G005420	1	1	1		1	1	1	1					1	1		1					1													1				1		1	1	1	1	1	1	
HVAEP1-G005421	1	1	1	1	1		1	1					1	1	1			1			1													1		1				1	1	1	1	1	1	1
HVAEP1-G005425	1	1	1	1	1	1	1	1		1	1		1	1		1					1													1		1		1		1	1	1	1	1	1	1
HVAEP1-G005426	1		1		1	1		1																																1		1	1		1	
HVAEP1-G005427	1	1	1	1	1		1	1	1	1	1		1	1		1				1														1		1		1	1	1	1		1	1	1	1
HVAEP1-G005428	1		1	1	1	1	1				1								1	1	1													1		1				1		1	1		1	1
HVAEP1-G005429	1	1	1		1	1	1								1						1		1										1	1						1		1	1		1	
HVAEP1-G005430	1	1	1	1	1			1			1		1	1	1									1		1								1			1			1	1		1	1	1	1
HVAEP1-G005431	1	1	1		1		1						1	1				1	1	1	1													1		1				1	1	1	1	1	1	
HVAEP1-G005432		1										1	1	1	1	1				1				1		1						1	1			1	1	1			1		1	1		
HVAEP1-G005433																			1	1			1						1				1			1										
HVAEP1-G005435	1	1	1	1	1		1		1	1			1	1		1	1																	1	1	1		1	1	1	1		1	1	1	1
HVAEP1-G005436	1	1	1	1	1		1		1	1	1			1		1		1		1														1		1		1	1	1			1	1	1	1
HVAEP1-G005437	1	1	1	1	1	1	1		1	1	1		1	1		1					1													1		1		1	1	1	1	1	1	1	1	1
HVAEP1-G005438		1					1	1		1	1	1		1		1			1	1	1			1		1							1	1		1	1	1		1		1	1	1		
HVAEP1-G005439	1	1	1	1	1	1	1	1	1	1			1	1		1				1	1													1		1		1	1	1	1	1	1	1	1	1
HVAEP1-G005440	1	1	1		1	1	1	1			1		1	1							1													1						1	1	1	1	1	1	
HVAEP1-G005441		1						1			1			1							1													1						1		1	1	1		
HVAEP1-G005442		1											1	1		1					1			1													1	1			1	1	1	1		
HVAEP1-G005443	1	1	1		1	1															1		1		1					1	1		1							1		1	1		1	
HVAEP1-G005444	1	1	1	1	1		1		1	1	1		1	1		1	1							1										1	1	1	1	1	1	1	1		1	1	1	1
HVAEP1-G005445	1	1	1	1	1	1	1	1		1			1	1		1					1													1		1		1		1	1	1	1	1	1	1
HVAEP1-G005446	1	1	1	1	1	1	1		1	1	1			1		1	1																	1	1	1		1	1	1		1	1	1	1	1
HVAEP1-G005447	1	1	1	1			1		1	1	1		1	1		1	1																	1	1	1		1	1		1		1	1	1	1
HVAEP1-G005448	1		1		1	1		1														1							1	1			1							1		1	1		1	
HVAEP1-G005450				1					1					1										1													1		1					1		1
HVAEP1-G005453	1	1		1	1	1	1	1								1	1	1		1	1		1				1		1				1	1	1	1		1		1		1	1			1
HVAEP1-G005454	1	1	1	1	1		1	1						1	1		1							1										1	1		1			1			1	1	1	1
HVAEP1-G005455	1	1			1						1			1	1																			1						1			1	1		
HVAEP1-G005456		1	1				1	1		1	1		1	1	1				1	1	1							1		1			1	1	1	1				1	1	1	1	1	1	
HVAEP1-G005458	1	1	1	1			1						1	1				1		1	1				1								1	1		1					1	1	1	1	1	1
HVAEP1-G005459	1	1	1		1	1	1			1			1	1	1						1	1	1			1							1	1		1				1	1	1	1	1	1	
HVAEP1-G005463										1				1				1						1												1	1							1		
HVAEP1-G005466		1	1	1		1	1	1	1	1	1		1	1		1	1	1		1	1													1	1	1		1	1	1	1	1	1	1	1	1
HVAEP1-G005467	1	1	1		1	1	1	1			1		1	1		1		1	1	1	1													1		1		1		1	1	1	1	1	1	
HVAEP1-G005470	1		1		1	1		1						1			1	1									1								1	1				1		1	1	1	1	
HVAEP1-G005471	1			1	1		1	1		1			1			1	1				1			1			1	1						1	1	1	1	1		1	1	1	1			1
HVAEP1-G005472	1		1		1	1																1								1			1							1		1	1		1	
HVAEP1-G005473				1			1		1	1	1					1								1			1							1	1	1	1	1	1							1
HVAEP1-G005474	1	1	1	1	1	1	1		1	1			1	1		1								1										1		1	1	1	1	1	1	1	1	1	1	1
HVAEP1-G005475						1												1									1								1	1						1				
HVAEP1-G005476	1		1	1	1	1	1		1	1						1	1			1	1			1		1		1						1	1	1	1	1	1	1		1	1		1	1
HVAEP1-G005477				1			1		1	1	1				1	1	1																	1	1	1		1	1							1
HVAEP1-G005478								1				1																					1							1						
HVAEP1-G005480	1	1	1	1	1	1	1			1			1	1		1					1			1										1		1	1	1		1	1	1	1	1	1	1
HVAEP1-G005481		1						1					1	1							1																			1	1	1	1	1		
HVAEP1-G005483	1		1																				1										1										1		1	
HVAEP1-G005484																				1											1		1			1										
HVAEP1-G005485			1	1	1		1		1	1	1					1	1											1						1	1	1		1	1	1					1	1
HVAEP1-G005486		1	1		1	1	1	1			1		1			1		1	1	1	1													1		1		1		1	1	1	1		1	
HVAEP1-G005487	1		1	1	1	1	1		1	1	1					1	1	1	1	1	1						1	1						1	1	1		1	1	1		1	1		1	1
HVAEP1-G005488	1	1	1	1	1	1	1	1		1			1					1	1	1	1						1							1	1	1				1	1	1	1		1	1
HVAEP1-G005490	1		1	1	1	1	1	1										1	1	1												1	1	1		1				1		1	1		1	1
HVAEP1-G005491							1				1								1															1		1										
HVAEP1-G005492	1	1	1	1	1	1		1					1	1		1					1			1		1											1	1		1	1	1	1	1	1	1
HVAEP1-G005497	1	1	1	1	1	1	1	1	1	1	1		1	1		1																		1		1		1	1	1	1	1	1	1	1	1
HVAEP1-G005498	1	1	1	1		1	1		1	1			1	1		1	1				1													1	1	1		1	1		1	1	1	1	1	1
HVAEP1-G005499	1	1	1	1	1	1	1	1			1			1						1														1		1				1		1	1	1	1	1
HVAEP1-G005500	1	1	1	1	1	1	1			1	1		1	1		1					1													1		1		1		1	1	1	1	1	1	1
HVAEP1-G005501	1	1	1	1	1		1	1	1	1	1			1		1					1													1		1		1	1	1		1	1	1	1	1
HVAEP1-G005502	1	1	1	1	1	1	1	1		1	1	1		1		1			1					1								1	1	1		1	1	1		1		1	1	1	1	1
HVAEP1-G005505	1	1	1		1	1		1					1	1				1	1	1	1															1				1	1	1	1	1	1	
HVAEP1-G005506	1	1	1	1	1	1	1			1			1	1		1		1	1	1														1		1		1		1	1	1	1	1	1	1
HVAEP1-G005507									1			1										1	1		1				1	1	1	1	1						1							
HVAEP1-G005508	1	1	1	1			1		1	1	1			1		1	1																	1	1	1		1	1				1	1	1	1
HVAEP1-G005509	1	1	1	1	1	1	1	1		1	1		1	1																				1		1				1	1	1	1	1	1	1
HVAEP1-G005510	1	1	1		1	1	1	1			1		1	1		1				1	1	1	1										1	1		1		1		1	1	1	1	1	1	
HVAEP1-G005511	1	1			1	1		1								1	1	1		1	1			1							1	1	1		1	1	1	1		1		1	1			
HVAEP1-G005512	1	1	1	1	1		1	1	1	1	1			1		1	1							1										1	1	1	1	1	1	1			1	1	1	1
HVAEP1-G005513		1	1	1			1		1	1	1		1	1		1	1							1		1								1	1	1	1	1	1		1		1	1	1	1
HVAEP1-G005514				1			1		1	1	1					1											1	1						1	1	1		1	1							1
HVAEP1-G005515				1			1		1	1	1					1											1	1						1	1	1		1	1							1
HVAEP1-G005516	1	1	1		1	1	1	1			1		1	1				1	1	1	1	1											1	1		1				1	1	1	1	1	1	
HVAEP1-G005517	1	1	1	1	1	1		1		1			1	1							1															1				1	1	1	1	1	1	1
HVAEP1-G005518		1		1	1		1		1	1	1	1	1	1		1								1		1						1	1	1		1	1	1	1	1	1		1	1		1
HVAEP1-G005521	1	1	1	1	1	1	1		1	1	1			1						1														1		1			1	1		1	1	1	1	1
HVAEP1-G005522						1												1	1													1	1			1						1				
HVAEP1-G005523																			1	1				1												1	1									
HVAEP1-G005525				1				1					1		1					1						1										1				1	1					1
HVAEP1-G005529	1	1	1	1	1	1	1						1	1		1					1													1				1		1	1	1	1	1	1	1
HVAEP1-G005530	1	1			1			1		1		1											1	1									1			1	1			1			1			
HVAEP1-G005531																				1																1										
HVAEP1-G005532	1		1			1																																				1	1		1	
HVAEP1-G005533	1	1	1		1	1	1	1				1	1					1		1	1												1	1		1				1	1	1	1		1	
HVAEP1-G005534		1	1		1	1	1	1	1					1			1			1		1	1	1					1		1	1	1	1	1	1	1		1	1		1	1	1	1	
HVAEP1-G005536	1		1	1	1		1		1	1			1	1		1	1																	1	1	1		1	1	1	1		1	1	1	1
HVAEP1-G005537	1	1	1	1	1	1	1	1		1			1	1		1	1			1														1	1	1		1		1	1	1	1	1	1	1
HVAEP1-G005538				1				1	1	1							1	1	1	1		1	1	1	1						1	1	1		1	1	1		1	1						1
HVAEP1-G005539	1	1	1	1	1		1		1	1	1		1	1		1	1																	1	1	1		1	1	1	1		1	1	1	1
HVAEP1-G005540	1		1	1	1	1	1			1							1	1	1	1							1	1						1	1	1				1		1	1		1	1
HVAEP1-G005541				1			1		1	1	1					1	1					1					1	1					1	1	1	1		1	1							1
HVAEP1-G005542	1	1	1	1	1	1	1	1	1	1	1					1	1																	1	1	1		1	1	1		1	1		1	1
HVAEP1-G005546		1	1	1		1	1				1	1		1	1									1						1	1		1	1			1					1	1	1	1	1
HVAEP1-G005547	1		1			1																																				1	1		1	
HVAEP1-G005550	1	1	1	1	1	1	1	1	1	1	1			1		1					1													1		1		1	1	1		1	1	1	1	1
HVAEP1-G005552	1		1		1																			1		1											1			1			1		1	
HVAEP1-G005553	1		1	1	1	1	1		1	1	1			1		1																		1		1		1	1	1		1	1	1	1	1
HVAEP1-G005554																		1	1	1																1										
HVAEP1-G005555						1		1												1		1		1						1			1			1	1			1		1				
HVAEP1-G005556	1		1	1	1	1	1	1	1	1						1	1																	1	1	1		1	1	1		1	1		1	1
HVAEP1-G005557										1							1	1	1	1							1	1							1	1										
HVAEP1-G005562	1		1	1	1	1	1			1					1	1	1	1	1	1				1		1								1	1	1	1	1		1		1	1		1	1
HVAEP1-G005563				1											1																															1
HVAEP1-G005565		1	1	1									1					1	1		1					1	1		1				1		1	1					1	1	1		1	1
HVAEP1-G005574		1		1					1	1	1		1	1		1		1	1			1		1		1						1	1	1		1	1	1	1		1		1	1		1
HVAEP1-G005575		1												1	1	1		1	1				1										1			1		1					1	1		
HVAEP1-G005576		1											1	1							1																				1	1	1	1		
HVAEP1-G005577		1					1						1	1							1													1							1	1	1	1		
HVAEP1-G005578	1	1	1		1	1	1	1					1	1				1		1	1													1		1				1	1	1	1	1	1	
HVAEP1-G005579	1	1				1	1	1		1	1		1	1		1					1			1										1		1	1	1		1	1	1	1	1		
HVAEP1-G005580	1				1	1		1			1	1				1			1	1				1		1	1					1	1	1	1	1	1	1		1		1	1			
HVAEP1-G005581					1		1	1													1													1						1		1				
HVAEP1-G005582	1		1		1	1		1																																1		1	1		1	
HVAEP1-G005583			1		1			1																																1					1	
HVAEP1-G005584			1		1			1																																1					1	
HVAEP1-G005592		1												1	1									1													1						1	1		
HVAEP1-G005593	1		1		1	1	1		1				1	1	1					1	1				1				1	1			1	1		1			1	1	1	1	1	1	1	
HVAEP1-G005597		1		1			1				1			1			1	1						1		1								1	1	1	1						1	1		1
HVAEP1-G005604							1					1								1													1	1		1										
HVAEP1-G005605									1													1	1						1	1			1						1							
HVAEP1-G005610	1		1		1	1		1									1					1	1		1		1	1	1	1	1		1		1					1		1	1		1	
HVAEP1-G005611				1			1			1							1		1	1								1						1	1	1										1
HVAEP1-G005612	1	1	1		1	1	1			1			1	1		1					1													1		1		1		1	1	1	1	1	1	
HVAEP1-G005613	1	1	1		1	1	1	1					1	1		1		1		1	1								1				1	1		1		1		1	1	1	1	1	1	
HVAEP1-G005614				1			1			1							1			1								1				1	1	1	1	1										1
HVAEP1-G005615	1	1	1		1	1	1	1												1	1				1							1	1	1		1				1		1	1		1	
HVAEP1-G005616		1											1	1							1		1										1								1	1	1	1		
HVAEP1-G005617		1											1	1							1																				1	1	1	1		
HVAEP1-G005618		1	1	1			1		1	1	1		1	1		1	1																	1	1	1		1	1		1		1	1	1	1
HVAEP1-G005619				1			1		1	1		1				1																	1	1		1		1	1							1
HVAEP1-G005620	1	1	1		1	1		1					1	1					1		1															1				1	1	1	1	1	1	
HVAEP1-G005622																		1					1	1		1	1	1					1		1	1	1									
HVAEP1-G005623		1	1		1	1		1								1		1	1	1			1		1				1	1	1		1			1		1		1		1	1		1	
HVAEP1-G005625			1			1	1	1				1	1	1	1			1			1							1	1				1	1	1	1				1	1	1		1	1	
HVAEP1-G005626	1	1	1	1	1	1	1	1	1	1			1	1				1		1	1							1	1				1	1	1	1			1	1	1	1	1	1	1	1
HVAEP1-G005628							1							1																				1										1		
HVAEP1-G005629		1					1	1					1	1					1		1											1	1	1		1				1	1	1	1	1		
HVAEP1-G005631	1		1	1	1	1	1	1		1												1	1		1								1	1		1				1		1	1		1	1
HVAEP1-G005634		1		1		1	1			1	1					1	1	1	1	1	1			1								1	1	1	1	1	1	1				1	1			1
HVAEP1-G005635		1		1						1																1										1							1			1
HVAEP1-G005637	1		1		1										1					1																1				1			1		1	
HVAEP1-G005638	1	1	1		1		1	1		1			1	1	1				1	1				1		1								1		1	1			1	1		1	1	1	
HVAEP1-G005639	1			1								1											1	1				1	1		1		1		1		1						1			1
HVAEP1-G005640	1	1	1		1	1	1	1			1		1	1							1			1										1			1			1	1	1	1	1	1	
HVAEP1-G005641		1	1	1																																							1		1	1
HVAEP1-G005643	1					1	1			1	1						1				1						1							1	1	1						1	1			
HVAEP1-G005644	1	1	1		1	1							1	1							1																			1	1	1	1	1	1	
HVAEP1-G005646	1		1		1	1												1	1	1	1															1				1		1	1		1	
HVAEP1-G005647	1	1	1		1	1	1	1		1	1					1		1	1	1	1											1	1	1		1		1		1		1	1		1	
HVAEP1-G005648	1	1	1		1	1	1	1					1			1		1		1	1													1		1		1		1	1	1	1		1	
HVAEP1-G005650	1		1		1	1	1	1			1									1	1		1										1	1		1				1		1	1		1	
HVAEP1-G005651	1		1	1	1		1	1	1	1						1	1				1													1	1	1		1	1	1		1	1		1	1
HVAEP1-G005652	1	1	1			1	1		1				1						1		1		1		1				1		1		1	1		1			1		1	1	1		1	
HVAEP1-G005653	1	1	1		1	1	1	1					1	1							1			1										1			1			1	1	1	1	1	1	
HVAEP1-G005654	1		1		1	1		1											1																	1				1		1	1		1	
HVAEP1-G005655					1		1				1	1											1		1					1			1	1						1						
HVAEP1-G005656	1	1	1		1	1	1	1			1		1	1							1													1						1	1	1	1	1	1	
HVAEP1-G005661	1		1		1	1																							1				1							1		1	1		1	
HVAEP1-G005662						1	1								1			1									1							1	1	1						1				
HVAEP1-G005666	1	1	1	1							1			1			1		1															1	1	1							1	1	1	1
HVAEP1-G005670	1		1	1	1	1	1		1	1	1					1	1			1														1	1	1		1	1	1		1	1		1	1
HVAEP1-G005671			1	1			1		1	1	1					1			1															1		1		1	1						1	1
HVAEP1-G005672			1		1									1	1																									1				1	1	
HVAEP1-G005673		1	1	1	1		1	1	1	1	1			1		1	1																	1	1	1		1	1	1			1	1	1	1
HVAEP1-G005674											1											1											1	1												
HVAEP1-G005676		1				1				1	1						1	1																1	1	1						1	1			
HVAEP1-G005677			1								1	1			1			1															1	1		1									1	
HVAEP1-G005678	1		1		1	1		1																																1		1	1		1	
HVAEP1-G005679	1	1		1	1		1	1	1	1	1	1	1	1		1								1		1						1	1	1		1	1	1	1	1	1		1	1		1
HVAEP1-G005680	1	1	1	1	1		1		1	1			1	1		1	1							1										1	1	1	1	1	1	1	1		1	1	1	1
HVAEP1-G005681	1	1	1	1	1	1	1		1	1				1		1	1																	1	1	1		1	1	1		1	1	1	1	1
HVAEP1-G005682	1		1	1		1	1			1			1	1		1			1	1	1													1		1		1			1	1	1	1	1	1
HVAEP1-G005683	1	1	1	1	1	1	1	1		1						1																		1		1		1		1		1	1		1	1
HVAEP1-G005684													1	1											1					1			1								1			1		
HVAEP1-G005685	1	1	1	1	1	1	1		1	1	1					1																		1		1		1	1	1		1	1		1	1
HVAEP1-G005686	1	1	1		1	1	1		1				1	1							1										1		1	1					1	1	1	1	1	1	1	
HVAEP1-G005687																						1								1			1													
HVAEP1-G005688																						1	1										1													
HVAEP1-G005690																						1											1													
HVAEP1-G005691	1	1	1	1	1	1	1	1		1	1		1	1		1																		1		1		1		1	1	1	1	1	1	1
HVAEP1-G005692	1		1	1	1	1	1	1			1								1															1		1				1		1	1		1	1
HVAEP1-G005694	1	1	1	1	1		1	1	1	1			1	1		1					1													1		1		1	1	1	1	1	1	1	1	1
HVAEP1-G005695	1	1	1		1	1							1	1										1													1			1	1	1	1	1	1	
HVAEP1-G005696	1		1	1	1	1	1	1	1	1						1		1	1	1				1										1		1	1	1	1	1		1	1		1	1
HVAEP1-G005698		1											1	1						1	1											1	1			1					1	1	1	1		
HVAEP1-G005700	1	1	1		1	1	1	1			1		1	1		1					1							1						1	1			1		1	1	1	1	1	1	
HVAEP1-G005701	1		1	1	1		1	1		1				1							1			1					1	1			1	1		1	1			1		1	1	1	1	1
HVAEP1-G005702								1																																1						
HVAEP1-G005705		1		1					1				1	1				1																		1			1		1		1	1		1
HVAEP1-G005706	1		1		1			1			1	1						1	1	1					1	1					1		1	1		1				1			1		1	
HVAEP1-G005707																		1	1	1			1						1	1			1			1										
HVAEP1-G005708						1												1	1	1																1						1				
HVAEP1-G005709	1							1				1			1	1		1	1	1				1		1						1	1			1	1	1		1			1			
HVAEP1-G005710	1	1	1		1	1	1	1					1	1		1			1	1				1		1								1		1	1	1		1	1	1	1	1	1	
HVAEP1-G005711	1			1						1	1						1						1						1				1	1	1	1							1			1
HVAEP1-G005712							1				1								1			1	1							1			1	1		1										
HVAEP1-G005713											1																							1												
HVAEP1-G005714	1		1	1	1		1		1	1	1			1		1	1																	1	1	1		1	1	1			1	1	1	1
HVAEP1-G005715		1						1					1	1	1						1			1		1											1			1	1	1	1	1		
HVAEP1-G005716																	1			1															1	1										
HVAEP1-G005718	1	1	1		1	1	1			1	1			1						1	1	1									1		1	1		1				1		1	1	1	1	
HVAEP1-G005719		1											1	1							1							1							1						1	1	1	1		
HVAEP1-G005720											1					1		1	1	1		1	1										1	1		1		1								
HVAEP1-G005721																							1										1													
HVAEP1-G005722		1		1			1				1		1	1		1		1	1					1		1								1		1	1	1			1		1	1		1
HVAEP1-G005723	1	1	1	1	1		1		1	1	1		1	1		1				1						1								1		1		1	1	1	1		1	1	1	1
