ID	CLS
HVAEP1-G004444	En_Head
HVAEP1-G004444	Ec_BodyCol/SC
HVAEP1-G004444	I_ISC
HVAEP1-G004444	Ec_Peduncle
HVAEP1-G004444	Ec_Tentacle
HVAEP1-G004444	I_FemGC
HVAEP1-G004444	I_GlProgen
HVAEP1-G004444	Ec_BasalDisk
HVAEP1-G004444	I_Neuro
HVAEP1-G004444	I_EarlyNem
HVAEP1-G004444	I_StenoNB
HVAEP1-G004445	Ec_Head
HVAEP1-G004445	En_Foot
HVAEP1-G004445	En_BodyCol/SC
HVAEP1-G004445	En_Head
HVAEP1-G004445	Ec_BodyCol/SC
HVAEP1-G004445	I_ISC
HVAEP1-G004445	Ec_Tentacle
HVAEP1-G004445	I_FemGC
HVAEP1-G004445	I_GlProgen
HVAEP1-G004445	I_EarlyNem
HVAEP1-G004445	I_MaleGC
HVAEP1-G004445	I_IsoNC
HVAEP1-G004446	Ec_Head
HVAEP1-G004446	En_BodyCol/SC
HVAEP1-G004446	En_Head
HVAEP1-G004446	Ec_BodyCol/SC
HVAEP1-G004446	I_ISC
HVAEP1-G004446	Ec_Peduncle
HVAEP1-G004446	Ec_Tentacle
HVAEP1-G004446	I_FemGC
HVAEP1-G004446	I_GlProgen
HVAEP1-G004446	I_Neuro
HVAEP1-G004446	I_EarlyNem
HVAEP1-G004446	I_MaleGC
HVAEP1-G004446	I_Ec1/5N
HVAEP1-G004447	Ec_Head
HVAEP1-G004447	En_Foot
HVAEP1-G004447	En_BodyCol/SC
HVAEP1-G004447	En_Head
HVAEP1-G004447	Ec_BodyCol/SC
HVAEP1-G004447	En_Tentacle
HVAEP1-G004447	I_ISC
HVAEP1-G004447	Ec_Peduncle
HVAEP1-G004447	Ec_Tentacle
HVAEP1-G004447	I_FemGC
HVAEP1-G004447	I_GlProgen
HVAEP1-G004447	I_Neuro
HVAEP1-G004447	I_EarlyNem
HVAEP1-G004447	I_MaleGC
HVAEP1-G004447	I_StenoNB
HVAEP1-G004448	Ec_Head
HVAEP1-G004448	En_Foot
HVAEP1-G004448	En_BodyCol/SC
HVAEP1-G004448	En_Head
HVAEP1-G004448	Ec_BodyCol/SC
HVAEP1-G004448	I_ISC
HVAEP1-G004448	Ec_Peduncle
HVAEP1-G004448	Ec_Tentacle
HVAEP1-G004448	I_FemGC
HVAEP1-G004448	I_GlProgen
HVAEP1-G004448	Ec_BasalDisk
HVAEP1-G004448	I_Neuro
HVAEP1-G004448	I_EarlyNem
HVAEP1-G004448	I_StenoNB
HVAEP1-G004448	I_SpumMucGl
HVAEP1-G004449	Ec_Head
HVAEP1-G004449	En_Foot
HVAEP1-G004449	En_BodyCol/SC
HVAEP1-G004449	En_Head
HVAEP1-G004449	Ec_BodyCol/SC
HVAEP1-G004449	I_ISC
HVAEP1-G004449	Ec_Peduncle
HVAEP1-G004449	I_FemGC
HVAEP1-G004449	Ec_BasalDisk
HVAEP1-G004449	I_EarlyNem
HVAEP1-G004449	I_MaleGC
HVAEP1-G004449	I_StenoNB
HVAEP1-G004449	I_IsoNC
HVAEP1-G004449	I_Ec1N
HVAEP1-G004449	I_Ec3N
HVAEP1-G004450	Ec_Head
HVAEP1-G004450	En_BodyCol/SC
HVAEP1-G004450	En_Head
HVAEP1-G004450	Ec_BodyCol/SC
HVAEP1-G004450	Ec_Peduncle
HVAEP1-G004450	I_FemGC
HVAEP1-G004450	I_IsoNC
HVAEP1-G004451	Ec_Head
HVAEP1-G004451	Ec_BodyCol/SC
HVAEP1-G004451	Ec_Peduncle
HVAEP1-G004451	Ec_Tentacle
HVAEP1-G004451	I_FemGC
HVAEP1-G004454	Ec_Head
HVAEP1-G004454	En_BodyCol/SC
HVAEP1-G004454	En_Head
HVAEP1-G004454	Ec_BodyCol/SC
HVAEP1-G004454	En_Tentacle
HVAEP1-G004454	I_ISC
HVAEP1-G004454	Ec_Peduncle
HVAEP1-G004454	Ec_Tentacle
HVAEP1-G004454	I_FemGC
HVAEP1-G004454	I_GlProgen
HVAEP1-G004454	Ec_BasalDisk
HVAEP1-G004454	I_Neuro
HVAEP1-G004454	I_EarlyNem
HVAEP1-G004454	I_MaleGC
HVAEP1-G004455	Ec_Head
HVAEP1-G004455	Ec_BodyCol/SC
HVAEP1-G004455	I_ISC
HVAEP1-G004455	Ec_Peduncle
HVAEP1-G004455	I_FemGC
HVAEP1-G004455	I_GlProgen
HVAEP1-G004455	I_Neuro
HVAEP1-G004455	I_EarlyNem
HVAEP1-G004455	I_MaleGC
HVAEP1-G004455	I_StenoNB
HVAEP1-G004456	Ec_Head
HVAEP1-G004456	En_Head
HVAEP1-G004456	En_Tentacle
HVAEP1-G004456	Ec_Tentacle
HVAEP1-G004456	I_Neuro
HVAEP1-G004456	I_Ec1N
HVAEP1-G004456	I_Ec4N
HVAEP1-G004456	I_Ec1/5N
HVAEP1-G004456	I_Ec2N
HVAEP1-G004457	Ec_Head
HVAEP1-G004457	En_Foot
HVAEP1-G004457	En_BodyCol/SC
HVAEP1-G004457	En_Head
HVAEP1-G004457	Ec_BodyCol/SC
HVAEP1-G004457	En_Tentacle
HVAEP1-G004457	Ec_Peduncle
HVAEP1-G004457	Ec_Tentacle
HVAEP1-G004457	I_FemGC
HVAEP1-G004457	Ec_BasalDisk
HVAEP1-G004458	Ec_BodyCol/SC
HVAEP1-G004458	I_ISC
HVAEP1-G004458	I_FemGC
HVAEP1-G004458	I_GlProgen
HVAEP1-G004458	I_Neuro
HVAEP1-G004458	I_EarlyNem
HVAEP1-G004458	I_MaleGC
HVAEP1-G004459	Ec_Head
HVAEP1-G004459	En_BodyCol/SC
HVAEP1-G004459	En_Head
HVAEP1-G004459	Ec_BodyCol/SC
HVAEP1-G004459	En_Tentacle
HVAEP1-G004459	I_ISC
HVAEP1-G004459	Ec_Peduncle
HVAEP1-G004459	Ec_Tentacle
HVAEP1-G004459	I_FemGC
HVAEP1-G004459	I_Neuro
HVAEP1-G004459	I_EarlyNem
HVAEP1-G004459	I_IsoNC
HVAEP1-G004459	I_En2N
HVAEP1-G004459	I_En1N
HVAEP1-G004460	Ec_Head
HVAEP1-G004460	En_Foot
HVAEP1-G004460	En_Head
HVAEP1-G004460	Ec_Peduncle
HVAEP1-G004460	I_FemGC
HVAEP1-G004460	Ec_BasalDisk
HVAEP1-G004460	I_MaleGC
HVAEP1-G004460	I_StenoNB
HVAEP1-G004460	I_DesmoNC
HVAEP1-G004460	I_IsoNC
HVAEP1-G004460	I_DesmoNB
HVAEP1-G004460	I_IsoNB
HVAEP1-G004460	I_Ec2N
HVAEP1-G004460	I_En2N
HVAEP1-G004461	Ec_Head
HVAEP1-G004461	En_Foot
HVAEP1-G004461	En_BodyCol/SC
HVAEP1-G004461	En_Head
HVAEP1-G004461	Ec_BodyCol/SC
HVAEP1-G004461	En_Tentacle
HVAEP1-G004461	I_ZymoGl
HVAEP1-G004461	Ec_Peduncle
HVAEP1-G004461	Ec_BasalDisk
HVAEP1-G004461	I_SpumMucGl
HVAEP1-G004461	I_DesmoNC
HVAEP1-G004461	I_IsoNC
HVAEP1-G004461	I_StenoNC
HVAEP1-G004461	I_Ec3N
HVAEP1-G004462	Ec_BodyCol/SC
HVAEP1-G004462	I_ISC
HVAEP1-G004462	Ec_Peduncle
HVAEP1-G004462	I_FemGC
HVAEP1-G004462	I_GlProgen
HVAEP1-G004462	I_Neuro
HVAEP1-G004462	I_EarlyNem
HVAEP1-G004462	I_MaleGC
HVAEP1-G004463	Ec_Head
HVAEP1-G004463	En_Foot
HVAEP1-G004463	En_BodyCol/SC
HVAEP1-G004463	Ec_BodyCol/SC
HVAEP1-G004463	En_Tentacle
HVAEP1-G004463	I_ISC
HVAEP1-G004463	Ec_Peduncle
HVAEP1-G004463	I_FemGC
HVAEP1-G004463	Ec_BasalDisk
HVAEP1-G004463	I_EarlyNem
HVAEP1-G004463	I_DesmoNC
HVAEP1-G004463	I_IsoNC
HVAEP1-G004464	Ec_BodyCol/SC
HVAEP1-G004464	Ec_Tentacle
HVAEP1-G004464	I_DesmoNC
HVAEP1-G004464	I_StenoNC
HVAEP1-G004466	Ec_Head
HVAEP1-G004466	I_EarlyNem
HVAEP1-G004466	I_MaleGC
HVAEP1-G004466	I_StenoNB
HVAEP1-G004466	I_SpumMucGl
HVAEP1-G004467	En_Head
HVAEP1-G004467	I_ISC
HVAEP1-G004467	I_FemGC
HVAEP1-G004467	I_MaleGC
HVAEP1-G004467	I_StenoNB
HVAEP1-G004467	I_StenoNC
HVAEP1-G004467	I_IsoNB
HVAEP1-G004468	I_ISC
HVAEP1-G004468	Ec_Tentacle
HVAEP1-G004468	Ec_BasalDisk
HVAEP1-G004468	I_EarlyNem
HVAEP1-G004468	I_MaleGC
HVAEP1-G004468	I_StenoNB
HVAEP1-G004469	Ec_BasalDisk
HVAEP1-G004469	I_MaleGC
HVAEP1-G004469	I_StenoNB
HVAEP1-G004469	I_IsoNB
HVAEP1-G004470	Ec_Head
HVAEP1-G004470	En_Head
HVAEP1-G004470	Ec_BodyCol/SC
HVAEP1-G004470	Ec_Peduncle
HVAEP1-G004470	Ec_Tentacle
HVAEP1-G004470	Ec_BasalDisk
HVAEP1-G004470	I_SpumMucGl
HVAEP1-G004471	Ec_Head
HVAEP1-G004471	Ec_BodyCol/SC
HVAEP1-G004471	Ec_Peduncle
HVAEP1-G004471	Ec_Tentacle
HVAEP1-G004471	Ec_BasalDisk
HVAEP1-G004474	En_Foot
HVAEP1-G004474	En_BodyCol/SC
HVAEP1-G004474	En_Head
HVAEP1-G004474	En_Tentacle
HVAEP1-G004475	I_DesmoNC
HVAEP1-G004475	I_IsoNC
HVAEP1-G004475	I_StenoNC
HVAEP1-G004476	Ec_Head
HVAEP1-G004476	En_Foot
HVAEP1-G004476	En_BodyCol/SC
HVAEP1-G004476	En_Head
HVAEP1-G004476	En_Tentacle
HVAEP1-G004476	I_DesmoNC
HVAEP1-G004476	I_StenoNC
HVAEP1-G004477	Ec_Head
HVAEP1-G004477	En_Foot
HVAEP1-G004477	En_BodyCol/SC
HVAEP1-G004477	En_Head
HVAEP1-G004477	Ec_BodyCol/SC
HVAEP1-G004477	En_Tentacle
HVAEP1-G004477	Ec_Peduncle
HVAEP1-G004477	Ec_Tentacle
HVAEP1-G004477	I_FemGC
HVAEP1-G004477	I_GlProgen
HVAEP1-G004477	Ec_BasalDisk
HVAEP1-G004477	I_DesmoNC
HVAEP1-G004477	I_IsoNC
HVAEP1-G004477	I_StenoNC
HVAEP1-G004477	I_Ec4N
HVAEP1-G004478	Ec_Head
HVAEP1-G004478	Ec_BodyCol/SC
HVAEP1-G004478	Ec_Peduncle
HVAEP1-G004478	Ec_BasalDisk
HVAEP1-G004479	Ec_Head
HVAEP1-G004479	Ec_BodyCol/SC
HVAEP1-G004479	Ec_Peduncle
HVAEP1-G004479	Ec_Tentacle
HVAEP1-G004479	Ec_BasalDisk
HVAEP1-G004480	I_ZymoGl
HVAEP1-G004480	I_StenoNB
HVAEP1-G004480	I_IsoNB
HVAEP1-G004481	I_ISC
HVAEP1-G004481	I_FemGC
HVAEP1-G004481	I_GlProgen
HVAEP1-G004481	I_Neuro
HVAEP1-G004481	I_EarlyNem
HVAEP1-G004481	I_MaleGC
HVAEP1-G004481	I_StenoNB
HVAEP1-G004481	I_IsoNB
HVAEP1-G004482	I_ZymoGl
HVAEP1-G004482	I_StenoNB
HVAEP1-G004482	I_IsoNB
HVAEP1-G004485	I_FemGC
HVAEP1-G004485	I_EarlyNem
HVAEP1-G004485	I_MaleGC
HVAEP1-G004486	I_FemGC
HVAEP1-G004486	I_EarlyNem
HVAEP1-G004486	I_MaleGC
HVAEP1-G004487	I_FemGC
HVAEP1-G004487	I_MaleGC
HVAEP1-G004488	Ec_BasalDisk
HVAEP1-G004488	I_Ec1N
HVAEP1-G004488	I_Ec1/5N
HVAEP1-G004490	Ec_Tentacle
HVAEP1-G004490	I_DesmoNC
HVAEP1-G004490	I_IsoNC
HVAEP1-G004490	I_StenoNC
HVAEP1-G004490	I_Ec1N
HVAEP1-G004490	I_Ec3N
HVAEP1-G004490	I_Ec4N
HVAEP1-G004490	I_Ec1/5N
HVAEP1-G004490	I_Ec2N
HVAEP1-G004493	Ec_Head
HVAEP1-G004493	En_Foot
HVAEP1-G004493	En_BodyCol/SC
HVAEP1-G004493	En_Head
HVAEP1-G004493	Ec_BodyCol/SC
HVAEP1-G004493	En_Tentacle
HVAEP1-G004493	Ec_Peduncle
HVAEP1-G004493	Ec_Tentacle
HVAEP1-G004493	I_FemGC
HVAEP1-G004493	I_GlProgen
HVAEP1-G004493	Ec_BasalDisk
HVAEP1-G004493	I_Neuro
HVAEP1-G004493	I_EarlyNem
HVAEP1-G004493	I_MaleGC
HVAEP1-G004493	I_StenoNB
HVAEP1-G004493	I_SpumMucGl
HVAEP1-G004493	I_IsoNC
HVAEP1-G004493	I_DesmoNB
HVAEP1-G004493	I_IsoNB
HVAEP1-G004494	Ec_Head
HVAEP1-G004494	En_Foot
HVAEP1-G004494	En_Head
HVAEP1-G004494	Ec_BodyCol/SC
HVAEP1-G004494	En_Tentacle
HVAEP1-G004494	Ec_Peduncle
HVAEP1-G004494	Ec_Tentacle
HVAEP1-G004494	I_FemGC
HVAEP1-G004494	Ec_BasalDisk
HVAEP1-G004494	I_MaleGC
HVAEP1-G004494	I_IsoNC
HVAEP1-G004494	I_StenoNC
HVAEP1-G004495	Ec_Head
HVAEP1-G004495	En_Foot
HVAEP1-G004495	En_Head
HVAEP1-G004495	Ec_BodyCol/SC
HVAEP1-G004495	En_Tentacle
HVAEP1-G004495	I_ISC
HVAEP1-G004495	Ec_Peduncle
HVAEP1-G004495	Ec_Tentacle
HVAEP1-G004495	I_FemGC
HVAEP1-G004495	I_GlProgen
HVAEP1-G004495	Ec_BasalDisk
HVAEP1-G004495	I_Neuro
HVAEP1-G004495	I_EarlyNem
HVAEP1-G004495	I_StenoNB
HVAEP1-G004495	I_En2N
HVAEP1-G004496	Ec_Head
HVAEP1-G004496	En_Foot
HVAEP1-G004496	En_BodyCol/SC
HVAEP1-G004496	En_Head
HVAEP1-G004496	Ec_BodyCol/SC
HVAEP1-G004496	I_ISC
HVAEP1-G004496	Ec_Peduncle
HVAEP1-G004496	Ec_Tentacle
HVAEP1-G004496	I_FemGC
HVAEP1-G004496	I_EarlyNem
HVAEP1-G004496	I_StenoNB
HVAEP1-G004496	I_DesmoNB
HVAEP1-G004496	I_IsoNB
HVAEP1-G004497	Ec_Head
HVAEP1-G004497	En_Foot
HVAEP1-G004497	En_BodyCol/SC
HVAEP1-G004497	En_Head
HVAEP1-G004497	Ec_BodyCol/SC
HVAEP1-G004497	I_ISC
HVAEP1-G004497	Ec_Peduncle
HVAEP1-G004497	Ec_Tentacle
HVAEP1-G004497	I_FemGC
HVAEP1-G004497	I_GlProgen
HVAEP1-G004497	Ec_BasalDisk
HVAEP1-G004497	I_Neuro
HVAEP1-G004497	I_EarlyNem
HVAEP1-G004497	I_StenoNB
HVAEP1-G004497	I_StenoNC
HVAEP1-G004497	I_DesmoNB
HVAEP1-G004497	I_IsoNB
HVAEP1-G004498	Ec_Head
HVAEP1-G004498	Ec_BodyCol/SC
HVAEP1-G004498	En_Tentacle
HVAEP1-G004498	Ec_Peduncle
HVAEP1-G004498	Ec_Tentacle
HVAEP1-G004498	I_FemGC
HVAEP1-G004498	I_GlProgen
HVAEP1-G004498	Ec_BasalDisk
HVAEP1-G004498	I_EarlyNem
HVAEP1-G004498	I_MaleGC
HVAEP1-G004498	I_StenoNB
HVAEP1-G004498	I_DesmoNB
HVAEP1-G004498	I_IsoNB
HVAEP1-G004499	En_Foot
HVAEP1-G004499	En_BodyCol/SC
HVAEP1-G004499	En_Head
HVAEP1-G004499	En_Tentacle
HVAEP1-G004500	Ec_Head
HVAEP1-G004500	En_BodyCol/SC
HVAEP1-G004500	En_Head
HVAEP1-G004500	Ec_BodyCol/SC
HVAEP1-G004500	I_ISC
HVAEP1-G004500	Ec_Peduncle
HVAEP1-G004500	Ec_Tentacle
HVAEP1-G004500	I_FemGC
HVAEP1-G004500	I_GlProgen
HVAEP1-G004500	Ec_BasalDisk
HVAEP1-G004500	I_EarlyNem
HVAEP1-G004501	Ec_Head
HVAEP1-G004501	En_Foot
HVAEP1-G004501	En_BodyCol/SC
HVAEP1-G004501	En_Head
HVAEP1-G004501	Ec_BodyCol/SC
HVAEP1-G004501	I_ISC
HVAEP1-G004501	Ec_Peduncle
HVAEP1-G004501	Ec_Tentacle
HVAEP1-G004501	I_FemGC
HVAEP1-G004501	I_GlProgen
HVAEP1-G004501	I_EarlyNem
HVAEP1-G004502	Ec_Head
HVAEP1-G004502	En_Foot
HVAEP1-G004502	En_BodyCol/SC
HVAEP1-G004502	En_Head
HVAEP1-G004502	Ec_BodyCol/SC
HVAEP1-G004502	I_ISC
HVAEP1-G004502	Ec_Peduncle
HVAEP1-G004502	Ec_Tentacle
HVAEP1-G004502	I_FemGC
HVAEP1-G004502	I_GlProgen
HVAEP1-G004502	Ec_BasalDisk
HVAEP1-G004502	I_EarlyNem
HVAEP1-G004502	I_MaleGC
HVAEP1-G004502	I_StenoNC
HVAEP1-G004502	I_En1N
HVAEP1-G004504	Ec_Head
HVAEP1-G004504	En_Foot
HVAEP1-G004504	Ec_BodyCol/SC
HVAEP1-G004504	I_ISC
HVAEP1-G004504	Ec_Peduncle
HVAEP1-G004504	Ec_Tentacle
HVAEP1-G004504	I_FemGC
HVAEP1-G004504	I_GlProgen
HVAEP1-G004504	I_Neuro
HVAEP1-G004504	I_EarlyNem
HVAEP1-G004504	I_MaleGC
HVAEP1-G004504	I_StenoNB
HVAEP1-G004504	I_IsoNC
HVAEP1-G004504	I_StenoNC
HVAEP1-G004505	Ec_Head
HVAEP1-G004505	En_Foot
HVAEP1-G004505	En_BodyCol/SC
HVAEP1-G004505	En_Head
HVAEP1-G004505	Ec_BodyCol/SC
HVAEP1-G004505	En_Tentacle
HVAEP1-G004505	Ec_Peduncle
HVAEP1-G004505	Ec_Tentacle
HVAEP1-G004505	I_FemGC
HVAEP1-G004505	I_Ec4N
HVAEP1-G004505	I_Ec2N
HVAEP1-G004506	Ec_Head
HVAEP1-G004506	En_Foot
HVAEP1-G004506	En_BodyCol/SC
HVAEP1-G004506	En_Head
HVAEP1-G004506	Ec_BodyCol/SC
HVAEP1-G004506	En_Tentacle
HVAEP1-G004506	I_ISC
HVAEP1-G004506	Ec_Peduncle
HVAEP1-G004506	Ec_Tentacle
HVAEP1-G004506	I_FemGC
HVAEP1-G004506	I_EarlyNem
HVAEP1-G004506	I_IsoNC
HVAEP1-G004506	I_StenoNC
HVAEP1-G004507	En_BodyCol/SC
HVAEP1-G004507	I_EarlyNem
HVAEP1-G004507	I_StenoNB
HVAEP1-G004508	En_BodyCol/SC
HVAEP1-G004508	En_Head
HVAEP1-G004508	Ec_BodyCol/SC
HVAEP1-G004508	I_ISC
HVAEP1-G004508	Ec_Peduncle
HVAEP1-G004508	Ec_Tentacle
HVAEP1-G004508	I_FemGC
HVAEP1-G004508	I_GlProgen
HVAEP1-G004508	I_Neuro
HVAEP1-G004508	I_IsoNC
HVAEP1-G004508	I_Ec2N
HVAEP1-G004508	I_En2N
HVAEP1-G004508	I_En1N
HVAEP1-G004509	Ec_Head
HVAEP1-G004509	En_Foot
HVAEP1-G004509	En_BodyCol/SC
HVAEP1-G004509	En_Head
HVAEP1-G004509	Ec_BodyCol/SC
HVAEP1-G004509	En_Tentacle
HVAEP1-G004509	I_ISC
HVAEP1-G004509	Ec_Peduncle
HVAEP1-G004509	Ec_Tentacle
HVAEP1-G004509	I_FemGC
HVAEP1-G004509	I_GlProgen
HVAEP1-G004509	Ec_BasalDisk
HVAEP1-G004509	I_Neuro
HVAEP1-G004509	I_EarlyNem
HVAEP1-G004509	I_MaleGC
HVAEP1-G004510	Ec_Head
HVAEP1-G004510	En_Foot
HVAEP1-G004510	En_BodyCol/SC
HVAEP1-G004510	En_Head
HVAEP1-G004510	Ec_BodyCol/SC
HVAEP1-G004510	En_Tentacle
HVAEP1-G004510	I_ISC
HVAEP1-G004510	Ec_Peduncle
HVAEP1-G004510	Ec_Tentacle
HVAEP1-G004510	I_FemGC
HVAEP1-G004510	I_GlProgen
HVAEP1-G004510	I_GranGl
HVAEP1-G004510	I_EarlyNem
HVAEP1-G004510	I_SpumMucGl
HVAEP1-G004511	Ec_Head
HVAEP1-G004511	En_Foot
HVAEP1-G004511	En_BodyCol/SC
HVAEP1-G004511	En_Head
HVAEP1-G004511	Ec_BodyCol/SC
HVAEP1-G004511	En_Tentacle
HVAEP1-G004511	I_ISC
HVAEP1-G004511	Ec_Peduncle
HVAEP1-G004511	Ec_Tentacle
HVAEP1-G004511	I_FemGC
HVAEP1-G004511	I_MaleGC
HVAEP1-G004511	I_Ec3N
HVAEP1-G004513	En_Head
HVAEP1-G004513	En_Tentacle
HVAEP1-G004513	Ec_Peduncle
HVAEP1-G004513	Ec_BasalDisk
HVAEP1-G004513	I_SpumMucGl
HVAEP1-G004513	I_Ec1N
HVAEP1-G004513	I_Ec4N
HVAEP1-G004513	I_En2N
HVAEP1-G004514	Ec_Head
HVAEP1-G004514	Ec_BodyCol/SC
HVAEP1-G004514	Ec_Peduncle
HVAEP1-G004514	Ec_Tentacle
HVAEP1-G004515	I_Neuro
HVAEP1-G004515	I_Ec1N
HVAEP1-G004515	I_Ec3N
HVAEP1-G004515	I_Ec4N
HVAEP1-G004515	I_Ec1/5N
HVAEP1-G004515	I_Ec2N
HVAEP1-G004515	I_En2N
HVAEP1-G004515	I_En1N
HVAEP1-G004515	I_En3N
HVAEP1-G004516	En_Foot
HVAEP1-G004516	En_BodyCol/SC
HVAEP1-G004516	En_Head
HVAEP1-G004516	En_Tentacle
HVAEP1-G004516	I_FemGC
HVAEP1-G004516	I_GlProgen
HVAEP1-G004518	Ec_Head
HVAEP1-G004518	En_Foot
HVAEP1-G004518	En_BodyCol/SC
HVAEP1-G004518	En_Head
HVAEP1-G004518	Ec_BodyCol/SC
HVAEP1-G004518	En_Tentacle
HVAEP1-G004518	Ec_Peduncle
HVAEP1-G004518	Ec_Tentacle
HVAEP1-G004518	I_FemGC
HVAEP1-G004518	I_GlProgen
HVAEP1-G004518	Ec_BasalDisk
HVAEP1-G004520	Ec_Head
HVAEP1-G004520	En_Foot
HVAEP1-G004520	En_BodyCol/SC
HVAEP1-G004520	En_Head
HVAEP1-G004520	Ec_BodyCol/SC
HVAEP1-G004520	En_Tentacle
HVAEP1-G004520	Ec_Peduncle
HVAEP1-G004520	Ec_Tentacle
HVAEP1-G004520	Ec_BasalDisk
HVAEP1-G004521	Ec_BodyCol/SC
HVAEP1-G004521	I_ISC
HVAEP1-G004521	I_FemGC
HVAEP1-G004521	I_GlProgen
HVAEP1-G004521	I_Neuro
HVAEP1-G004521	I_EarlyNem
HVAEP1-G004521	I_MaleGC
HVAEP1-G004521	I_StenoNB
HVAEP1-G004525	I_Ec4N
HVAEP1-G004525	I_Ec2N
HVAEP1-G004526	Ec_Head
HVAEP1-G004526	En_BodyCol/SC
HVAEP1-G004526	Ec_BodyCol/SC
HVAEP1-G004526	I_ISC
HVAEP1-G004526	Ec_Peduncle
HVAEP1-G004526	I_FemGC
HVAEP1-G004526	I_GlProgen
HVAEP1-G004526	I_Neuro
HVAEP1-G004526	I_EarlyNem
HVAEP1-G004526	I_MaleGC
HVAEP1-G004526	I_StenoNB
HVAEP1-G004528	Ec_Head
HVAEP1-G004528	En_BodyCol/SC
HVAEP1-G004528	En_Head
HVAEP1-G004528	Ec_BodyCol/SC
HVAEP1-G004528	I_ISC
HVAEP1-G004528	Ec_Peduncle
HVAEP1-G004528	I_FemGC
HVAEP1-G004528	I_Neuro
HVAEP1-G004528	I_IsoNC
HVAEP1-G004528	I_Ec1N
HVAEP1-G004528	I_Ec1/5N
HVAEP1-G004530	I_ISC
HVAEP1-G004530	I_FemGC
HVAEP1-G004530	I_GlProgen
HVAEP1-G004530	I_MaleGC
HVAEP1-G004532	En_Head
HVAEP1-G004532	Ec_BodyCol/SC
HVAEP1-G004532	I_ISC
HVAEP1-G004532	Ec_Peduncle
HVAEP1-G004532	Ec_Tentacle
HVAEP1-G004532	I_FemGC
HVAEP1-G004532	I_GlProgen
HVAEP1-G004532	I_MaleGC
HVAEP1-G004532	I_SpumMucGl
HVAEP1-G004532	I_Ec3N
HVAEP1-G004535	I_ZymoGl
HVAEP1-G004535	Ec_BasalDisk
HVAEP1-G004535	I_GranGl
HVAEP1-G004535	I_Ec3N
HVAEP1-G004535	I_Ec2N
HVAEP1-G004536	En_Foot
HVAEP1-G004536	En_BodyCol/SC
HVAEP1-G004536	En_Head
HVAEP1-G004536	I_ZymoGl
HVAEP1-G004536	I_ISC
HVAEP1-G004536	I_FemGC
HVAEP1-G004536	I_GlProgen
HVAEP1-G004536	I_GranGl
HVAEP1-G004536	I_EarlyNem
HVAEP1-G004536	I_MaleGC
HVAEP1-G004536	I_SpumMucGl
HVAEP1-G004536	I_DesmoNC
HVAEP1-G004536	I_IsoNC
HVAEP1-G004536	I_StenoNC
HVAEP1-G004537	En_Foot
HVAEP1-G004537	En_BodyCol/SC
HVAEP1-G004537	En_Head
HVAEP1-G004537	En_Tentacle
HVAEP1-G004537	Ec_Peduncle
HVAEP1-G004537	Ec_Tentacle
HVAEP1-G004537	Ec_BasalDisk
HVAEP1-G004537	I_DesmoNC
HVAEP1-G004537	I_IsoNC
HVAEP1-G004537	I_StenoNC
HVAEP1-G004538	Ec_BodyCol/SC
HVAEP1-G004538	En_Tentacle
HVAEP1-G004538	Ec_Peduncle
HVAEP1-G004538	Ec_Tentacle
HVAEP1-G004538	I_IsoNC
HVAEP1-G004538	I_Ec1N
HVAEP1-G004538	I_Ec1/5N
HVAEP1-G004538	I_Ec2N
HVAEP1-G004538	I_En1N
HVAEP1-G004538	I_En3N
HVAEP1-G004540	Ec_Head
HVAEP1-G004540	En_Foot
HVAEP1-G004540	I_FemGC
HVAEP1-G004540	I_GlProgen
HVAEP1-G004540	I_MaleGC
HVAEP1-G004540	I_IsoNC
HVAEP1-G004540	I_StenoNC
HVAEP1-G004541	Ec_Head
HVAEP1-G004541	En_Foot
HVAEP1-G004541	En_BodyCol/SC
HVAEP1-G004541	En_Head
HVAEP1-G004541	Ec_BodyCol/SC
HVAEP1-G004541	En_Tentacle
HVAEP1-G004541	Ec_Peduncle
HVAEP1-G004541	Ec_Tentacle
HVAEP1-G004541	I_FemGC
HVAEP1-G004541	I_GlProgen
HVAEP1-G004541	Ec_BasalDisk
HVAEP1-G004541	I_MaleGC
HVAEP1-G004541	I_StenoNC
HVAEP1-G004541	I_En3N
HVAEP1-G004544	Ec_Head
HVAEP1-G004544	En_BodyCol/SC
HVAEP1-G004544	En_Head
HVAEP1-G004544	Ec_BodyCol/SC
HVAEP1-G004544	En_Tentacle
HVAEP1-G004544	Ec_Peduncle
HVAEP1-G004544	Ec_Tentacle
HVAEP1-G004544	I_FemGC
HVAEP1-G004544	I_GlProgen
HVAEP1-G004544	I_Neuro
HVAEP1-G004544	I_MaleGC
HVAEP1-G004544	I_DesmoNC
HVAEP1-G004544	I_Ec4N
HVAEP1-G004546	Ec_Head
HVAEP1-G004546	En_Foot
HVAEP1-G004546	En_BodyCol/SC
HVAEP1-G004546	En_Head
HVAEP1-G004546	Ec_BodyCol/SC
HVAEP1-G004546	I_ISC
HVAEP1-G004546	Ec_Peduncle
HVAEP1-G004546	I_FemGC
HVAEP1-G004546	I_GlProgen
HVAEP1-G004546	I_Neuro
HVAEP1-G004546	I_EarlyNem
HVAEP1-G004547	Ec_Head
HVAEP1-G004547	En_Foot
HVAEP1-G004547	En_BodyCol/SC
