ID	Ec_Head	En_Head	Ec_BodyCol/SC	I_ISC	Ec_Peduncle	Ec_Tentacle	I_FemGC	Ec_BasalDisk	I_Neuro	I_EarlyNem	I_MaleGC	I_En2N	En_Foot	En_BodyCol/SC	I_ZymoGl	I_GlProgen	I_StenoNB	I_DesmoNC	I_IsoNC	I_StenoNC	En_Tentacle	I_Ec1N	I_Ec4N	I_SpumMucGl	I_Ec3N	I_GranGl	I_DesmoNB	I_IsoNB	I_Ec2N	I_Ec1/5N	I_En1N	I_En3N	C_neuron	C_germline	C_nematoblast	C_nematocytes	C_gland_cell	C_progenitor	C_neuroprogenitor	C_EC_foot	C_EN_foot	C_tentacle	C_head	L_ENDODERM	L_ECTODERM	L_INTERSTITIAL
HVAEP1-G010835																																														
HVAEP1-G010839																																														
HVAEP1-G010841																																														
HVAEP1-G010842																																														
HVAEP1-G010845																																												1		
HVAEP1-G010846																																												1		
HVAEP1-G010850																																														
HVAEP1-G010851																																														1
HVAEP1-G010852																																														
HVAEP1-G010853																																														
HVAEP1-G010854																																														
HVAEP1-G010856																																												1		
HVAEP1-G010857																																														
HVAEP1-G010860																																														
HVAEP1-G010861																																														
HVAEP1-G010862																																													1	
HVAEP1-G010863																																														
HVAEP1-G010864																																														
HVAEP1-G010865																																													1	
HVAEP1-G010866																																														
HVAEP1-G010867																																														1
HVAEP1-G010869																																														
HVAEP1-G010871																																														
HVAEP1-G010872																																														
HVAEP1-G010874																																														
HVAEP1-G010876																																														
HVAEP1-G010877																																														
HVAEP1-G010878																																														
HVAEP1-G010879																																														
HVAEP1-G010881																																												1		
HVAEP1-G010882																																														
HVAEP1-G010883																																														
HVAEP1-G010884																																														
HVAEP1-G010885																																														
HVAEP1-G010887																																													1	
HVAEP1-G010891																																														1
HVAEP1-G010892																																														
HVAEP1-G010893																																														
HVAEP1-G010894																																														
HVAEP1-G010895																																														
HVAEP1-G010896																																														
HVAEP1-G010897																																														1
HVAEP1-G010898																																												1		
HVAEP1-G010901																																														
HVAEP1-G010903																																														
HVAEP1-G010904																																														
HVAEP1-G010905																																														
HVAEP1-G010906																																												1		
HVAEP1-G010907																																												1		
HVAEP1-G010908																																														
HVAEP1-G010909																																													1	
HVAEP1-G010911																																														
HVAEP1-G010912																																														
HVAEP1-G010913																																														
HVAEP1-G010914																																				1										1
HVAEP1-G010915																																														
HVAEP1-G010918																																														
HVAEP1-G010919																																														
HVAEP1-G010920																																													1	
HVAEP1-G010921																																														
HVAEP1-G010922																																														
HVAEP1-G010923																																									1					
HVAEP1-G010924																																														
HVAEP1-G010925																																												1		
HVAEP1-G010926																																												1		
HVAEP1-G010928																																													1	
HVAEP1-G010929																																														
HVAEP1-G010930																																														
HVAEP1-G010932																																														
HVAEP1-G010936																																														
HVAEP1-G010937																																												1		
HVAEP1-G010938																																													1	
HVAEP1-G010942																																													1	
HVAEP1-G010943																																													1	
HVAEP1-G010944																																														
HVAEP1-G010946																																														
HVAEP1-G010947																																													1	
HVAEP1-G010952																																														
HVAEP1-G010954																																														1
HVAEP1-G010955																																														
HVAEP1-G010956																																														
HVAEP1-G010957																																														1
HVAEP1-G010962																																														
HVAEP1-G010963																																														
HVAEP1-G010964																																														
HVAEP1-G010965																																														
HVAEP1-G010966																																														1
HVAEP1-G010967																																	1													
HVAEP1-G010968																																												1		
HVAEP1-G010969																																													1	
HVAEP1-G010970																																														
HVAEP1-G010972																																													1	
HVAEP1-G010973																																														
HVAEP1-G010974																																														
HVAEP1-G010975																																														
HVAEP1-G010977																																														
HVAEP1-G010981																																														
HVAEP1-G010982																																														
HVAEP1-G010983																																														
HVAEP1-G010984																																														
HVAEP1-G010989																																														
HVAEP1-G010990																																														
HVAEP1-G010991																																														
HVAEP1-G010992																																														
HVAEP1-G010995																																														
HVAEP1-G010996																																														
HVAEP1-G010997																																														
HVAEP1-G010998																																														
HVAEP1-G011001																																														
HVAEP1-G011005																																														
HVAEP1-G011006																																														
HVAEP1-G011007																																														
HVAEP1-G011008																																														
HVAEP1-G011009																																		1												
HVAEP1-G011011																																														
HVAEP1-G011015																																														
HVAEP1-G011016																																														
HVAEP1-G011024																																														
HVAEP1-G011032																																														1
HVAEP1-G011034																																														
HVAEP1-G011035																																												1		
HVAEP1-G011036																																														
HVAEP1-G011037																																												1		
HVAEP1-G011040																																												1		
HVAEP1-G011042																																														
HVAEP1-G011047																																													1	
HVAEP1-G011048																																												1		
HVAEP1-G011050																																	1													
HVAEP1-G011052																																														
HVAEP1-G011053																																														
HVAEP1-G011054																																													1	
HVAEP1-G011055																																	1													
HVAEP1-G011056																																														
HVAEP1-G011057																																														
HVAEP1-G011058																																														
HVAEP1-G011061																																												1		
HVAEP1-G011065																																														
HVAEP1-G011067																																														
HVAEP1-G011070																																														
HVAEP1-G011073																																	1													
HVAEP1-G011086																																														
HVAEP1-G011089																																														
HVAEP1-G011090																																														
HVAEP1-G011091																																														
HVAEP1-G011092																																														
HVAEP1-G011095																																														1
HVAEP1-G011096																																														
HVAEP1-G011097																																														1
HVAEP1-G011098																																														
HVAEP1-G011099																																												1		
HVAEP1-G011100																																														
HVAEP1-G011101																																														
HVAEP1-G011102																																														
HVAEP1-G011104																																													1	
HVAEP1-G011105																																														
HVAEP1-G011106																																														
HVAEP1-G011108																																													1	
HVAEP1-G011109																																													1	
HVAEP1-G011110																																														
HVAEP1-G011111																																												1		
HVAEP1-G011112																																														
HVAEP1-G011114																																														
HVAEP1-G011115																																				1										
HVAEP1-G011118																																														
HVAEP1-G011119																																														
HVAEP1-G011120																																														
HVAEP1-G011121																																														
HVAEP1-G011122																																														
HVAEP1-G011124																																												1		
HVAEP1-G011126																																														
HVAEP1-G011127																																													1	
HVAEP1-G011128																																												1		
HVAEP1-G011129																																														
HVAEP1-G011130																																														
HVAEP1-G011131																																														
HVAEP1-G011132																																														
HVAEP1-G011134																																														
HVAEP1-G011135																																														
HVAEP1-G011136																																													1	
HVAEP1-G011138																																														
HVAEP1-G011146																																													1	
HVAEP1-G011147																																														
HVAEP1-G011148																																														1
HVAEP1-G011149																																														
HVAEP1-G011151																																														
HVAEP1-G011152																																														
HVAEP1-G011153																																														
HVAEP1-G011154																																													1	
HVAEP1-G011155																																														
HVAEP1-G011156																																														
HVAEP1-G011158																																													1	
HVAEP1-G011159																																														
HVAEP1-G011160																																													1	
HVAEP1-G011161																																														
HVAEP1-G011162																																													1	
HVAEP1-G011163																																														
HVAEP1-G011164																																														
HVAEP1-G011170																																														
HVAEP1-G011172																																														
HVAEP1-G011173																																													1	
HVAEP1-G011174																																														
HVAEP1-G011175							1																											1												
HVAEP1-G011178																																								1						
HVAEP1-G011181																																														
HVAEP1-G011182																																														
HVAEP1-G011183																																														
HVAEP1-G011184																																													1	
HVAEP1-G011185																																														
HVAEP1-G011186																																														
HVAEP1-G011187																																														
HVAEP1-G011188																																												1		
HVAEP1-G011189																																													1	
HVAEP1-G011190																																														
HVAEP1-G011191																																														
HVAEP1-G011192																																													1	
HVAEP1-G011194																																														
HVAEP1-G011195																																												1		
HVAEP1-G011196																																													1	
HVAEP1-G011197																																														1
HVAEP1-G011199																																														
HVAEP1-G011200																																														
HVAEP1-G011201																																														
HVAEP1-G011202																																													1	
HVAEP1-G011203																																														
HVAEP1-G011204																																														
HVAEP1-G011207																																														
HVAEP1-G011208																																														
HVAEP1-G011209																																		1												
HVAEP1-G011212																																													1	
HVAEP1-G011213																																														
HVAEP1-G011215																																														
HVAEP1-G011216																																														
HVAEP1-G011218																																														
HVAEP1-G011220																																													1	
HVAEP1-G011221																																														
HVAEP1-G011222																																														
HVAEP1-G011223																																													1	
HVAEP1-G011224																																														
HVAEP1-G011225																																														
HVAEP1-G011226																																														
HVAEP1-G011227																																														
HVAEP1-G011228	1																																										1			
HVAEP1-G011229																																								1						
HVAEP1-G011230																																														
HVAEP1-G011231																																														
HVAEP1-G011232																																														
HVAEP1-G011234																																														
HVAEP1-G011237																																														
HVAEP1-G011238																																														
HVAEP1-G011239																																														
HVAEP1-G011240																																														
HVAEP1-G011241																																														
HVAEP1-G011242																																														
HVAEP1-G011243																																														
HVAEP1-G011244																																														
HVAEP1-G011245																																														
HVAEP1-G011246																																													1	
HVAEP1-G011247																																														
HVAEP1-G011248																																												1		
HVAEP1-G011249																																														
HVAEP1-G011251																																														
HVAEP1-G011252																																														
HVAEP1-G011253																																														
HVAEP1-G011254																																												1		
HVAEP1-G011255																																														
HVAEP1-G011256																																														
HVAEP1-G011257																																												1		
HVAEP1-G011259																																														
HVAEP1-G011260																																												1		
HVAEP1-G011261																																													1	
HVAEP1-G011262																				1																1										
HVAEP1-G011264																																													1	
HVAEP1-G011265																																													1	
HVAEP1-G011266																																														
HVAEP1-G011268																																													1	
HVAEP1-G011269																																													1	
HVAEP1-G011270																																													1	
HVAEP1-G011271																																													1	
HVAEP1-G011272																																														
HVAEP1-G011273																																														
HVAEP1-G011274																																													1	
HVAEP1-G011275																																														
HVAEP1-G011277																																													1	
HVAEP1-G011278																																														
HVAEP1-G011279																																														
HVAEP1-G011280																																														
HVAEP1-G011281																																														1
HVAEP1-G011282																																														
HVAEP1-G011284																																													1	
HVAEP1-G011286																																		1												
HVAEP1-G011287																																														1
HVAEP1-G011288																																														
HVAEP1-G011290																																											1			
HVAEP1-G011291																																														
HVAEP1-G011292																																														1
HVAEP1-G011293																																														1
HVAEP1-G011294																																														1
HVAEP1-G011295																																														
HVAEP1-G011296																																														
HVAEP1-G011297																																														
HVAEP1-G011298																																														1
HVAEP1-G011300																																														
HVAEP1-G011304																																														
HVAEP1-G011305																																														
HVAEP1-G011306																																														
HVAEP1-G011307																																													1	
HVAEP1-G011308																																				1										
HVAEP1-G011310																																														
HVAEP1-G011311																																														
HVAEP1-G011312																																														
HVAEP1-G011313																																														1
HVAEP1-G011314																																														
HVAEP1-G011315																																														
HVAEP1-G011316																																														
HVAEP1-G011317																																														
HVAEP1-G011318																																														
HVAEP1-G011319																																														
HVAEP1-G011322																																														
HVAEP1-G011323																																														
HVAEP1-G011324																																														
HVAEP1-G011325																																												1		
HVAEP1-G011327																																														
HVAEP1-G011328																																													1	
HVAEP1-G011330																																														
HVAEP1-G011331																																													1	
HVAEP1-G011332																																														
HVAEP1-G011333																																														
HVAEP1-G011335																																														1
HVAEP1-G011336																																												1		
HVAEP1-G011337																																														
HVAEP1-G011340																																														
HVAEP1-G011341																																														
HVAEP1-G011343																																														
HVAEP1-G011344																																												1		
HVAEP1-G011345																																														
HVAEP1-G011347																																												1		
HVAEP1-G011348																																														
HVAEP1-G011349																																														
HVAEP1-G011350																																														
HVAEP1-G011351																																														
HVAEP1-G011352																																													1	
HVAEP1-G011353																																														
HVAEP1-G011354																																					1									
HVAEP1-G011359																																														
HVAEP1-G011360																																														
HVAEP1-G011361																																													1	
HVAEP1-G011362																																														
HVAEP1-G011363																																												1		
HVAEP1-G011364																																														
HVAEP1-G011365																																														
HVAEP1-G011366																																												1		
HVAEP1-G011367																																														
HVAEP1-G011368																																													1	
HVAEP1-G011369																																														
HVAEP1-G011373																																														
HVAEP1-G011374																																														
HVAEP1-G011376															1																															
HVAEP1-G011377																																														
HVAEP1-G011378																																														
HVAEP1-G011379																																														
HVAEP1-G011380																																														
HVAEP1-G011381																																														
HVAEP1-G011382																																														
HVAEP1-G011383																									1								1													
HVAEP1-G011384																																														
HVAEP1-G011385																																														
HVAEP1-G011387																																														
HVAEP1-G011389																																														
HVAEP1-G011390																																												1		
HVAEP1-G011393																																														
HVAEP1-G011394																																														
HVAEP1-G011395																																													1	
HVAEP1-G011396																																														
HVAEP1-G011397																																													1	
HVAEP1-G011398																																														
HVAEP1-G011399																																														
HVAEP1-G011400																																														
HVAEP1-G011401																																														
HVAEP1-G011402																																												1		
HVAEP1-G011403																																														
HVAEP1-G011404																																														
HVAEP1-G011405																																													1	
HVAEP1-G011406																																														
HVAEP1-G011407																																														
HVAEP1-G011408																																														
HVAEP1-G011409																																												1		
HVAEP1-G011410																																														
HVAEP1-G011411																																													1	
HVAEP1-G011412																																														
HVAEP1-G011413																																											1	1		
HVAEP1-G011414																																														
HVAEP1-G011415																																												1		
HVAEP1-G011416																																												1		
HVAEP1-G011417																																												1		
HVAEP1-G011418																																												1		
HVAEP1-G011419																																												1		
HVAEP1-G011421																																														
HVAEP1-G011422																																														1
HVAEP1-G011424																																				1								1		
HVAEP1-G011435																																	1													
HVAEP1-G011436																																														
HVAEP1-G011438																																														
HVAEP1-G011439																																														
HVAEP1-G011440																																		1												
HVAEP1-G011443																																														
HVAEP1-G011444																																														
HVAEP1-G011447																																														
HVAEP1-G011448																																												1		
HVAEP1-G011449																																														
HVAEP1-G011450																																														
HVAEP1-G011451																																													1	
HVAEP1-G011452																																														
HVAEP1-G011453																																												1		
HVAEP1-G011454																																														
HVAEP1-G011456																																														
HVAEP1-G011457																																														
HVAEP1-G011458																																														
HVAEP1-G011459																																														
HVAEP1-G011462																																		1												
HVAEP1-G011463																																														
HVAEP1-G011464																																														
HVAEP1-G011465																																													1	
HVAEP1-G011466																																												1		
HVAEP1-G011468																																												1		
HVAEP1-G011469																																														1
HVAEP1-G011470																																													1	
HVAEP1-G011471																																												1		
HVAEP1-G011472																																														
HVAEP1-G011473																																														
HVAEP1-G011474																																														
HVAEP1-G011475																																														
HVAEP1-G011476																																														
HVAEP1-G011480																																														
HVAEP1-G011481																																													1	
HVAEP1-G011483																																														
HVAEP1-G011484																																														
HVAEP1-G011485																																														
HVAEP1-G011486																																														
HVAEP1-G011487																																														
HVAEP1-G011488																																														
HVAEP1-G011489																																														
HVAEP1-G011490																																														
HVAEP1-G011491																																														1
HVAEP1-G011492																																														
HVAEP1-G011493																																														
HVAEP1-G011494																																														
HVAEP1-G011495																																														
HVAEP1-G011496																																														
HVAEP1-G011497																																														
HVAEP1-G011500																																														
HVAEP1-G011501																																														
HVAEP1-G011502																																													1	
HVAEP1-G011504																																														
HVAEP1-G011505																																														
HVAEP1-G011507																																														
HVAEP1-G011508																																														
HVAEP1-G011510																																														
HVAEP1-G011511																																														
HVAEP1-G011512																																														
HVAEP1-G011513																																														1
HVAEP1-G011515																																														
HVAEP1-G011516																																														
HVAEP1-G011520																																														
HVAEP1-G011522																																														
HVAEP1-G011523																																														
HVAEP1-G011526																																														
HVAEP1-G011527																																														
HVAEP1-G011528																																														
HVAEP1-G011529																																											1	1		
HVAEP1-G011530																																														
HVAEP1-G011531																																														
HVAEP1-G011532																																														
HVAEP1-G011533																																													1	
HVAEP1-G011534																																														
HVAEP1-G011535																					1																					1				
HVAEP1-G011536																																												1		
HVAEP1-G011537																																														
HVAEP1-G011538																																														
HVAEP1-G011539																																														
HVAEP1-G011540																																														1
HVAEP1-G011541																																														
HVAEP1-G011543																																														
HVAEP1-G011544																																												1		
HVAEP1-G011545																																														
HVAEP1-G011546																																														
HVAEP1-G011547																																												1		
HVAEP1-G011548																																														
HVAEP1-G011549																																												1		
HVAEP1-G011550																																														
HVAEP1-G011551																																														
HVAEP1-G011552																																														
HVAEP1-G011553																																														
HVAEP1-G011554																																														
HVAEP1-G011555																																														
HVAEP1-G011556																																														
HVAEP1-G011558																																														
HVAEP1-G011559																																														
HVAEP1-G011560																																														
HVAEP1-G011561																																												1		
HVAEP1-G011562																																														
HVAEP1-G011563																																														
HVAEP1-G011564																																												1		
HVAEP1-G011565																																														1
HVAEP1-G011566																																														
HVAEP1-G011568																																														
HVAEP1-G011569																																														
HVAEP1-G011572																																														1
HVAEP1-G011573																																												1		
HVAEP1-G011574																																														
HVAEP1-G011575																																														
HVAEP1-G011576																																												1		
HVAEP1-G011577																																													1	
HVAEP1-G011578																																													1	
HVAEP1-G011579																																														1
HVAEP1-G011582																																														
HVAEP1-G011583																																														
HVAEP1-G011586																																														
HVAEP1-G011587																																														
HVAEP1-G011590																																														
HVAEP1-G011591																																														
HVAEP1-G011592																																														
HVAEP1-G011594																																														
HVAEP1-G011595																																														
HVAEP1-G011596																																														
HVAEP1-G011597																																														
HVAEP1-G011598																																														
HVAEP1-G011599																																			1											
HVAEP1-G011600																																														
HVAEP1-G011601																																														
HVAEP1-G011602																																														
HVAEP1-G011603																																														
HVAEP1-G011604																																														
HVAEP1-G011605																																												1		
HVAEP1-G011606																																														
HVAEP1-G011607																																														
HVAEP1-G011608																																														
HVAEP1-G011609																																														1
HVAEP1-G011610																																														
HVAEP1-G011611																																														
HVAEP1-G011613																																												1		
HVAEP1-G011614																																														
HVAEP1-G011616																																														
HVAEP1-G011617																																													1	
HVAEP1-G011618																																													1	
HVAEP1-G011619																																														
HVAEP1-G011620																																														
HVAEP1-G011621																																													1	
HVAEP1-G011622																																														
HVAEP1-G011623																																													1	
HVAEP1-G011628																																														
HVAEP1-G011629																																														
HVAEP1-G011630																																														
HVAEP1-G011631																																														
HVAEP1-G011632																																														
HVAEP1-G011634																																														
HVAEP1-G011635																																												1		
HVAEP1-G011636																																													1	
HVAEP1-G011637																																														
HVAEP1-G011638																																														
HVAEP1-G011639																																														
HVAEP1-G011640																																												1		
HVAEP1-G011641																																														
HVAEP1-G011642																																														
HVAEP1-G011644																																														
HVAEP1-G011646																																													1	
HVAEP1-G011647																																													1	
HVAEP1-G011649																																												1		
HVAEP1-G011650																																													1	
HVAEP1-G011651																																													1	
HVAEP1-G011653																																													1	
HVAEP1-G011654																																														
HVAEP1-G011655																																														
HVAEP1-G011656																																													1	
HVAEP1-G011657																																														
HVAEP1-G011658																																														
HVAEP1-G011660																																														
HVAEP1-G011661																																													1	
HVAEP1-G011662																																													1	
HVAEP1-G011663																																														
HVAEP1-G011664																																														
HVAEP1-G011665																																													1	
HVAEP1-G011666																																														
HVAEP1-G011667																																														
HVAEP1-G011668																																														1
HVAEP1-G011669																																														
HVAEP1-G011671																																													1	
HVAEP1-G011674																																														
HVAEP1-G011675																																														
HVAEP1-G011676																																														
HVAEP1-G011677																																														
HVAEP1-G011678																																														
HVAEP1-G011679																																	1													
HVAEP1-G011680																																													1	
HVAEP1-G011685																																														
HVAEP1-G011687																																					1									
HVAEP1-G011688																																														
HVAEP1-G011690																																													1	
HVAEP1-G011691																																														
HVAEP1-G011692																																													1	
HVAEP1-G011693																																														
HVAEP1-G011694																																														
HVAEP1-G011695																																												1		
HVAEP1-G011697																																												1		
HVAEP1-G011698																																					1									
HVAEP1-G011699																																														
HVAEP1-G011700																																														
HVAEP1-G011701																								1													1									
HVAEP1-G011702																																														
HVAEP1-G011703																																														1
HVAEP1-G011705																																														
HVAEP1-G011706																																														
HVAEP1-G011707																																														
HVAEP1-G011709																																												1		
HVAEP1-G011712																																														
HVAEP1-G011713																																														
HVAEP1-G011714																																														
HVAEP1-G011717																																	1													
HVAEP1-G011718																																														
HVAEP1-G011719																																														
HVAEP1-G011720																																														
HVAEP1-G011722																																														
HVAEP1-G011723																																														
HVAEP1-G011724																																														
HVAEP1-G011725																																														
HVAEP1-G011726																																														
HVAEP1-G011727																																														
HVAEP1-G011729																																												1		
HVAEP1-G011731																																												1		
HVAEP1-G011732																																													1	
HVAEP1-G011733																																														
HVAEP1-G011734																																													1	
HVAEP1-G011736																																													1	
HVAEP1-G011739																																														
HVAEP1-G011740																																														
HVAEP1-G011746																																												1		
HVAEP1-G011749																																														
HVAEP1-G011750																																												1		
HVAEP1-G011753																																													1	
HVAEP1-G011757																																								1						
HVAEP1-G011758																																														
HVAEP1-G011759																																														
HVAEP1-G011762																																														
HVAEP1-G011764																																														
HVAEP1-G011765																																														1
HVAEP1-G011768																																													1	
HVAEP1-G011769																																													1	
HVAEP1-G011771																																														
HVAEP1-G011772																																														
HVAEP1-G011774																																														
HVAEP1-G011779																																														
HVAEP1-G011780																																														
HVAEP1-G011781																								1													1									
HVAEP1-G011782																																														
HVAEP1-G011783																																														1
HVAEP1-G011787																																														
HVAEP1-G011788																																														
HVAEP1-G011791																																														
HVAEP1-G011792																																													1	
HVAEP1-G011794																																														
HVAEP1-G011796																																													1	
HVAEP1-G011797																																														
HVAEP1-G011798																																														
HVAEP1-G011799																																														1
HVAEP1-G011802																																														
HVAEP1-G011803																																														
HVAEP1-G011805																																													1	
HVAEP1-G011806																																													1	
HVAEP1-G011807																																			1											
HVAEP1-G011810																																														
HVAEP1-G011811																																														
HVAEP1-G011812																																												1		
HVAEP1-G011813																																														
HVAEP1-G011814																																												1		
HVAEP1-G011815																																														
HVAEP1-G011816																																														
HVAEP1-G011817																																														
HVAEP1-G011819																																														
HVAEP1-G011820																																														
HVAEP1-G011822																																														
HVAEP1-G011823																																													1	
HVAEP1-G011825																																													1	
HVAEP1-G011826																																														
HVAEP1-G011827																																														
HVAEP1-G011828																																														
HVAEP1-G011829																																				1										
HVAEP1-G011830																																														1
HVAEP1-G011832																																													1	
HVAEP1-G011835																																													1	
HVAEP1-G011837																																												1		
HVAEP1-G011838																																														
HVAEP1-G011841																																														
HVAEP1-G011842																																														
HVAEP1-G011844																																												1		
HVAEP1-G011845																																														
HVAEP1-G011846																																													1	
HVAEP1-G011847																																														
HVAEP1-G011848																																													1	
HVAEP1-G011849																																														
HVAEP1-G011850																																														
HVAEP1-G011851																																														
HVAEP1-G011853																																														
HVAEP1-G011854																																														
HVAEP1-G011860																																	1													
HVAEP1-G011861																																														
HVAEP1-G011862																																														
HVAEP1-G011863																																														
HVAEP1-G011864																																														
HVAEP1-G011865																																														
HVAEP1-G011866																																														
HVAEP1-G011867																																														1
HVAEP1-G011868																																														
HVAEP1-G011869																																														
HVAEP1-G011870																																														
HVAEP1-G011871																																													1	
HVAEP1-G011873																																														1
HVAEP1-G011875																																														
HVAEP1-G011876																																														
HVAEP1-G011878																																												1		
HVAEP1-G011879																																														
HVAEP1-G011880																																														
HVAEP1-G011884																																														
HVAEP1-G011889																																														1
HVAEP1-G011893																																														1
HVAEP1-G011895																																												1		
HVAEP1-G011896																																														
HVAEP1-G011897																																														
HVAEP1-G011898																																													1	
HVAEP1-G011900																																														
HVAEP1-G011905																																														
HVAEP1-G011906																																														
HVAEP1-G011907																																														
HVAEP1-G011908																																												1		
HVAEP1-G011909																																														
HVAEP1-G011910																																													1	
