ID	Ec_Head	En_Head	Ec_BodyCol/SC	I_ISC	Ec_Peduncle	Ec_Tentacle	I_FemGC	Ec_BasalDisk	I_Neuro	I_EarlyNem	I_MaleGC	I_En2N	En_Foot	En_BodyCol/SC	I_ZymoGl	I_GlProgen	I_StenoNB	I_DesmoNC	I_IsoNC	I_StenoNC	En_Tentacle	I_Ec1N	I_Ec4N	I_SpumMucGl	I_Ec3N	I_GranGl	I_DesmoNB	I_IsoNB	I_Ec2N	I_Ec1/5N	I_En1N	I_En3N	C_neuron	C_germline	C_nematoblast	C_nematocytes	C_gland_cell	C_progenitor	C_neuroprogenitor	C_EC_foot	C_EN_foot	C_tentacle	C_head	L_ENDODERM	L_ECTODERM	L_INTERSTITIAL
HVAEP1-G006234																																														
HVAEP1-G006235																																														
HVAEP1-G006236																																														
HVAEP1-G006237																																														
HVAEP1-G006238																																														
HVAEP1-G006239																																														
HVAEP1-G006241																																												1		
HVAEP1-G006243																																			1											
HVAEP1-G006244																																														
HVAEP1-G006245																																													1	
HVAEP1-G006246																																												1		
HVAEP1-G006247																																														
HVAEP1-G006250																		1																		1										
HVAEP1-G006251																																														
HVAEP1-G006253																																				1										
HVAEP1-G006256																																														
HVAEP1-G006257																																														
HVAEP1-G006258																																														
HVAEP1-G006260																																														
HVAEP1-G006261																																														
HVAEP1-G006263																																														
HVAEP1-G006264																																														
HVAEP1-G006266																																														
HVAEP1-G006267																																														1
HVAEP1-G006268																																														1
HVAEP1-G006271																																														
HVAEP1-G006274																																														
HVAEP1-G006275																																													1	
HVAEP1-G006276																																														
HVAEP1-G006277																																														1
HVAEP1-G006278																																														
HVAEP1-G006279																																														
HVAEP1-G006280																																												1		
HVAEP1-G006281																																														
HVAEP1-G006284																																														
HVAEP1-G006287														1																														1		
HVAEP1-G006288																																														
HVAEP1-G006289																																														
HVAEP1-G006290																																														
HVAEP1-G006291																																													1	
HVAEP1-G006292																																														
HVAEP1-G006294																																														
HVAEP1-G006296																																														
HVAEP1-G006297																																														
HVAEP1-G006298																																												1		
HVAEP1-G006299																																														
HVAEP1-G006300																																													1	
HVAEP1-G006301																																														
HVAEP1-G006307																																														
HVAEP1-G006308																																														1
HVAEP1-G006309																																														
HVAEP1-G006310																																														
HVAEP1-G006311																																														
HVAEP1-G006312																																														
HVAEP1-G006313																																														
HVAEP1-G006314																																														
HVAEP1-G006315																																														
HVAEP1-G006317																																													1	
HVAEP1-G006319																																													1	
HVAEP1-G006321																																														
HVAEP1-G006323																																														
HVAEP1-G006324																																														
HVAEP1-G006325																																													1	
HVAEP1-G006326																																			1											
HVAEP1-G006327																																														
HVAEP1-G006328																																														
HVAEP1-G006329																																													1	
HVAEP1-G006330																																														
HVAEP1-G006331																																												1		
HVAEP1-G006334																																														1
HVAEP1-G006335																																														
HVAEP1-G006336																																														
HVAEP1-G006338																																														
HVAEP1-G006339																																														1
HVAEP1-G006340																																														
HVAEP1-G006341																																														1
HVAEP1-G006343																																														
HVAEP1-G006344																																														
HVAEP1-G006345																																														
HVAEP1-G006346																																														
HVAEP1-G006347																																														
HVAEP1-G006353											1																							1												
HVAEP1-G006354																																													1	
HVAEP1-G006355																																														
HVAEP1-G006356																																														
HVAEP1-G006357																																														
HVAEP1-G006358																																														
HVAEP1-G006359																																														
HVAEP1-G006360																																													1	
HVAEP1-G006364																																														
HVAEP1-G006365																																														1
HVAEP1-G006366																																													1	
HVAEP1-G006367																																												1		
HVAEP1-G006368																																												1		
HVAEP1-G006369																																					1									
HVAEP1-G006370																																					1									
HVAEP1-G006371																																					1									
HVAEP1-G006373																																														
HVAEP1-G006375																																														
HVAEP1-G006376																																														
HVAEP1-G006377																																												1		
HVAEP1-G006378																																														
HVAEP1-G006379																																														
HVAEP1-G006380																																														
HVAEP1-G006381																																													1	
HVAEP1-G006382																																														
HVAEP1-G006383																																														
HVAEP1-G006384																																														
HVAEP1-G006385																																														1
HVAEP1-G006387																																								1						
HVAEP1-G006388																																														
HVAEP1-G006389																																														
HVAEP1-G006390																																														
HVAEP1-G006391																																														1
HVAEP1-G006392																																												1		
HVAEP1-G006393																																														
HVAEP1-G006394																																														
HVAEP1-G006395																																												1		
HVAEP1-G006396																																														
HVAEP1-G006397																																														
HVAEP1-G006398																																														
HVAEP1-G006399																																														
HVAEP1-G006403																																														
HVAEP1-G006404																																														
HVAEP1-G006405																																														
HVAEP1-G006406																																														
HVAEP1-G006407																																														
HVAEP1-G006409																																														
HVAEP1-G006411																																														
HVAEP1-G006412																																														
HVAEP1-G006413																																														
HVAEP1-G006414																																														
HVAEP1-G006415																																														
HVAEP1-G006416																																														
HVAEP1-G006417																																													1	
HVAEP1-G006419																																													1	
HVAEP1-G006420																																												1		
HVAEP1-G006421																																														
HVAEP1-G006422																																													1	
HVAEP1-G006423																																														
HVAEP1-G006424																																														
HVAEP1-G006425																																													1	
HVAEP1-G006428																																														
HVAEP1-G006430																																												1		
HVAEP1-G006431																																														
HVAEP1-G006432																																														
HVAEP1-G006433																																														
HVAEP1-G006435																																												1		
HVAEP1-G006436																																														
HVAEP1-G006438																																														
HVAEP1-G006439																																														
HVAEP1-G006440																																													1	
HVAEP1-G006441																																														1
HVAEP1-G006442																																														
HVAEP1-G006444																																														
HVAEP1-G006445																																														
HVAEP1-G006446																																														
HVAEP1-G006447																																														
HVAEP1-G006448																																												1		
HVAEP1-G006449																																														
HVAEP1-G006451																																														
HVAEP1-G006453																																													1	
HVAEP1-G006457																																														
HVAEP1-G006458																																												1		
HVAEP1-G006460																																												1		
HVAEP1-G006461																																														
HVAEP1-G006463																																												1		
HVAEP1-G006465																																												1		
HVAEP1-G006466																																												1		
HVAEP1-G006468																																														
HVAEP1-G006469																																														
HVAEP1-G006470																																														
HVAEP1-G006472																																														
HVAEP1-G006473																																														
HVAEP1-G006474																																													1	
HVAEP1-G006475																																													1	
HVAEP1-G006476																																														
HVAEP1-G006478																																														
HVAEP1-G006481																																														
HVAEP1-G006482																																														
HVAEP1-G006483																																														
HVAEP1-G006484																																														
HVAEP1-G006486																																														
HVAEP1-G006487																																														
HVAEP1-G006488																																														
HVAEP1-G006489																																														
HVAEP1-G006490																																														
HVAEP1-G006491																																														
HVAEP1-G006492																																														
HVAEP1-G006493																																													1	
HVAEP1-G006494																																														
HVAEP1-G006495																																														
HVAEP1-G006497																																														
HVAEP1-G006498																																														
HVAEP1-G006499																																														
HVAEP1-G006500											1																							1												
HVAEP1-G006501																																														
HVAEP1-G006502																																														
HVAEP1-G006503																																														1
HVAEP1-G006504																																														
HVAEP1-G006505																																														
HVAEP1-G006506																																														
HVAEP1-G006507																																														
HVAEP1-G006508																																														
HVAEP1-G006509																																													1	
HVAEP1-G006510																																														
HVAEP1-G006511																																													1	
HVAEP1-G006512																																													1	
HVAEP1-G006513																																														
HVAEP1-G006514																																														
HVAEP1-G006515																																														
HVAEP1-G006516																																														
HVAEP1-G006517																																														
HVAEP1-G006518																																														
HVAEP1-G006519																																					1									
HVAEP1-G006522																																														
HVAEP1-G006523																																														
HVAEP1-G006524																																												1		
HVAEP1-G006525																																														
HVAEP1-G006526																																													1	
HVAEP1-G006527																																													1	
HVAEP1-G006530																																														
HVAEP1-G006532																																														
HVAEP1-G006533																																														
HVAEP1-G006534																																														
HVAEP1-G006535																																														
HVAEP1-G006536																																														
HVAEP1-G006537																																														
HVAEP1-G006538																																														
HVAEP1-G006540																								1													1									
HVAEP1-G006541																																														1
HVAEP1-G006542																																														
HVAEP1-G006543																																											1	1		
HVAEP1-G006544																																														
HVAEP1-G006547																																														
HVAEP1-G006548																																														
HVAEP1-G006550																																														
HVAEP1-G006551																																														
HVAEP1-G006552																																													1	
HVAEP1-G006553																																														
HVAEP1-G006554																																														
HVAEP1-G006555																																													1	
HVAEP1-G006556																																											1			
HVAEP1-G006557																																														
HVAEP1-G006559																																													1	
HVAEP1-G006560																																													1	
HVAEP1-G006563																																													1	
HVAEP1-G006564																																													1	
HVAEP1-G006566																																													1	
HVAEP1-G006568																																													1	
HVAEP1-G006569																																														
HVAEP1-G006570																																												1		
HVAEP1-G006571																																														
HVAEP1-G006572																																													1	
HVAEP1-G006573																																														
HVAEP1-G006574																																			1											
HVAEP1-G006576																																														
HVAEP1-G006577																																	1													
HVAEP1-G006578																																														
HVAEP1-G006580																																														
HVAEP1-G006581																																														1
HVAEP1-G006588																																														1
HVAEP1-G006589																																														
HVAEP1-G006590																																				1										
HVAEP1-G006595																																														
HVAEP1-G006596								1																																1						
HVAEP1-G006598																																														
HVAEP1-G006599																																												1		
HVAEP1-G006602																																	1													
HVAEP1-G006604																																														
HVAEP1-G006605																																														
HVAEP1-G006606																																														
HVAEP1-G006607																																														
HVAEP1-G006608																																												1		
HVAEP1-G006609								1																																1						
HVAEP1-G006610																																													1	
HVAEP1-G006611																																														
HVAEP1-G006612																																														
HVAEP1-G006615																																				1										
HVAEP1-G006616																																													1	
HVAEP1-G006617																																														1
HVAEP1-G006618																																														
HVAEP1-G006621	1																																										1			
HVAEP1-G006622																																														
HVAEP1-G006623																																														
HVAEP1-G006627																																														1
HVAEP1-G006629																																														
HVAEP1-G006630																																														
HVAEP1-G006631																																														
HVAEP1-G006632																																														
HVAEP1-G006633																																														
HVAEP1-G006634																																														
HVAEP1-G006635																																														
HVAEP1-G006639																																														
HVAEP1-G006640																																														
HVAEP1-G006641																																														
HVAEP1-G006642																																														
HVAEP1-G006643																																														
HVAEP1-G006646																																														
HVAEP1-G006647																																														
HVAEP1-G006648																																														
HVAEP1-G006649																																														
HVAEP1-G006651																																														
HVAEP1-G006652																																														
HVAEP1-G006653																																														
HVAEP1-G006654																																														1
HVAEP1-G006657																																												1		
HVAEP1-G006658																																														
HVAEP1-G006659																																														
HVAEP1-G006660																																														
HVAEP1-G006662																																														
HVAEP1-G006663																																													1	
HVAEP1-G006664																																														
HVAEP1-G006665																																														
HVAEP1-G006666																																														
HVAEP1-G006667																																														
HVAEP1-G006669																																													1	
HVAEP1-G006670																																														
HVAEP1-G006671																																													1	
HVAEP1-G006672																																														1
HVAEP1-G006673																																														
HVAEP1-G006675																																														
HVAEP1-G006676																																														
HVAEP1-G006677																																														
HVAEP1-G006678																																		1												
HVAEP1-G006679																																														
HVAEP1-G006681																																													1	
HVAEP1-G006682																																												1		
HVAEP1-G006683																																												1		
HVAEP1-G006684																																														
HVAEP1-G006685																																														
HVAEP1-G006686																																														
HVAEP1-G006687																																														
HVAEP1-G006688																																													1	
HVAEP1-G006689																																												1		
HVAEP1-G006690																																													1	
HVAEP1-G006692																																													1	
HVAEP1-G006693																																												1		
HVAEP1-G006694																																													1	
HVAEP1-G006695																																													1	
HVAEP1-G006698																																												1		
HVAEP1-G006699																																												1		
HVAEP1-G006702																																									1			1		
HVAEP1-G006704																																														
HVAEP1-G006706																																														
HVAEP1-G006707																																														
HVAEP1-G006709																				1																1										
HVAEP1-G006710																																													1	
HVAEP1-G006711																																														
HVAEP1-G006712																																														
HVAEP1-G006713																																													1	
HVAEP1-G006714																																														
HVAEP1-G006715																																														1
HVAEP1-G006717																																												1		
HVAEP1-G006719																																														
HVAEP1-G006720																																														1
HVAEP1-G006721																																														
HVAEP1-G006723																																												1		
HVAEP1-G006724																																														
HVAEP1-G006725																																														
HVAEP1-G006726																																														
HVAEP1-G006727																																														
HVAEP1-G006728																																														
HVAEP1-G006729																																														
HVAEP1-G006730																																														
HVAEP1-G006731																																														
HVAEP1-G006732																																													1	
HVAEP1-G006733																																													1	
HVAEP1-G006734																																													1	
HVAEP1-G006735																																													1	
HVAEP1-G006736																																													1	
HVAEP1-G006737																																													1	
HVAEP1-G006740																																														
HVAEP1-G006741																																														
HVAEP1-G006742																																														
HVAEP1-G006743																																													1	
HVAEP1-G006744																																														1
HVAEP1-G006745																																												1		
HVAEP1-G006746																																														
HVAEP1-G006748																																												1		
HVAEP1-G006749																																														
HVAEP1-G006750																																												1		
HVAEP1-G006751																																														
HVAEP1-G006752																																													1	
HVAEP1-G006753																																														
HVAEP1-G006754																																														
HVAEP1-G006755																																														1
HVAEP1-G006756																																														
HVAEP1-G006757																																														
HVAEP1-G006758																																														
HVAEP1-G006761																																														1
HVAEP1-G006763																																														
HVAEP1-G006767																																														
HVAEP1-G006768																																														1
HVAEP1-G006769																																														
HVAEP1-G006770																																													1	
HVAEP1-G006771																																														
HVAEP1-G006772																																														
HVAEP1-G006773																																								1						
HVAEP1-G006774								1																																1						
HVAEP1-G006775																																												1		
HVAEP1-G006776																																														
HVAEP1-G006777																																														
HVAEP1-G006778																																														
HVAEP1-G006781																																														1
HVAEP1-G006782																																														
HVAEP1-G006786																																														
HVAEP1-G006787																																														
HVAEP1-G006788																																														
HVAEP1-G006789																																								1						
HVAEP1-G006790																																														
HVAEP1-G006791																																														
HVAEP1-G006793																																												1		
HVAEP1-G006794																																														
HVAEP1-G006797																																														1
HVAEP1-G006798																																												1		
HVAEP1-G006799																																												1		
HVAEP1-G006800																																														
HVAEP1-G006801																																													1	
HVAEP1-G006803																																														
HVAEP1-G006805																																														
HVAEP1-G006807																																													1	
HVAEP1-G006809																																														
HVAEP1-G006810																																														
HVAEP1-G006811																																														
HVAEP1-G006812																																														1
HVAEP1-G006813																																														1
HVAEP1-G006814																																														
HVAEP1-G006818																																														
HVAEP1-G006819																																														
HVAEP1-G006820																																												1		
HVAEP1-G006821																																													1	
HVAEP1-G006822																																													1	
HVAEP1-G006823																																													1	
HVAEP1-G006824																																														
HVAEP1-G006825																																														
HVAEP1-G006826																																														
HVAEP1-G006827																																														
HVAEP1-G006828																																														
HVAEP1-G006830																																														
HVAEP1-G006831																																														
HVAEP1-G006832																																														
HVAEP1-G006833																																														
HVAEP1-G006834																																														
HVAEP1-G006835																																														
HVAEP1-G006836																																														
HVAEP1-G006837																																													1	
HVAEP1-G006840																																													1	
HVAEP1-G006842																																														
HVAEP1-G006843																																														1
HVAEP1-G006844																																														
HVAEP1-G006845																																														
HVAEP1-G006846																																														
HVAEP1-G006847																																														
HVAEP1-G006849																																														
HVAEP1-G006850																																														
HVAEP1-G006852																																														
HVAEP1-G006853																																														
HVAEP1-G006858																																														
HVAEP1-G006859																																			1											
HVAEP1-G006860																																											1	1		
HVAEP1-G006861																																												1		
HVAEP1-G006862																																												1		
HVAEP1-G006863																																												1		
HVAEP1-G006864																																														
HVAEP1-G006872																																														
HVAEP1-G006875																																								1					1	
HVAEP1-G006876																																														
HVAEP1-G006877																																				1										
HVAEP1-G006879																																												1		
HVAEP1-G006883																																														
HVAEP1-G006885																																														
HVAEP1-G006890																																													1	
HVAEP1-G006899																																														
HVAEP1-G006900																																														1
HVAEP1-G006903																	1																		1											
HVAEP1-G006904																																														1
HVAEP1-G006905																																														
HVAEP1-G006906																																														1
HVAEP1-G006907																																														
HVAEP1-G006908																																														
HVAEP1-G006909																																														
HVAEP1-G006910																																														
HVAEP1-G006911																																													1	
HVAEP1-G006913																																														
HVAEP1-G006914																																												1		
HVAEP1-G006915																																														
HVAEP1-G006916																																														
HVAEP1-G006917																																														1
HVAEP1-G006918																																													1	
HVAEP1-G006919																												1							1											
HVAEP1-G006920																																														
HVAEP1-G006921																																													1	
HVAEP1-G006924																																														
HVAEP1-G006925																																														
HVAEP1-G006926																																														
HVAEP1-G006929																																														
HVAEP1-G006930																																														
HVAEP1-G006931																																														
HVAEP1-G006932																																													1	
HVAEP1-G006933																																														
HVAEP1-G006934																																														
HVAEP1-G006935																																														
HVAEP1-G006936																																														
HVAEP1-G006937																																														
HVAEP1-G006938																																														
HVAEP1-G006940																																												1		
HVAEP1-G006941																																														
HVAEP1-G006942																																			1											
HVAEP1-G006943																																													1	
HVAEP1-G006944																																													1	
HVAEP1-G006945																																														1
HVAEP1-G006946																																														
HVAEP1-G006947																																	1													
HVAEP1-G006949																																	1													
HVAEP1-G006953																																														
HVAEP1-G006955																																														
HVAEP1-G006956																																													1	
HVAEP1-G006957																																													1	
HVAEP1-G006958																																													1	
HVAEP1-G006961																																													1	
HVAEP1-G006963																																														
HVAEP1-G006964																																														
HVAEP1-G006965																																														
HVAEP1-G006966																																														
HVAEP1-G006967																																														
HVAEP1-G006968																																														
HVAEP1-G006969																																														
HVAEP1-G006970																																														
HVAEP1-G006971																																														
HVAEP1-G006972																																														
HVAEP1-G006973																																														
HVAEP1-G006974																																												1		
HVAEP1-G006975																																														
HVAEP1-G006976																																				1										
HVAEP1-G006978																																			1											
HVAEP1-G006979																																			1											
HVAEP1-G006980																																														
HVAEP1-G006981																																														
HVAEP1-G006982																																														
HVAEP1-G006983																																					1									
HVAEP1-G006991																																						1								
HVAEP1-G006992																																												1		
HVAEP1-G006993																																												1		
HVAEP1-G006994																																														
HVAEP1-G006995																																														
HVAEP1-G006996																																													1	
HVAEP1-G006998																																														
HVAEP1-G006999																																														
HVAEP1-G007000																																													1	
HVAEP1-G007002																																														1
HVAEP1-G007003																																												1		
HVAEP1-G007007																																														
HVAEP1-G007008																																														
HVAEP1-G007009																																														
HVAEP1-G007010																																														
HVAEP1-G007012																																														
HVAEP1-G007013																																													1	
HVAEP1-G007015																																														
HVAEP1-G007016																																														
HVAEP1-G007026																																														
HVAEP1-G007027																																														
HVAEP1-G007033																																												1		
HVAEP1-G007035																																														
HVAEP1-G007036																																														
HVAEP1-G007037																																												1		
HVAEP1-G007038																																												1		
HVAEP1-G007039																																														
HVAEP1-G007042																																														
HVAEP1-G007043																																														
HVAEP1-G007044																																												1		
HVAEP1-G007046																																														
HVAEP1-G007047																																														
HVAEP1-G007050																																														
HVAEP1-G007051																																														
HVAEP1-G007052																																														
HVAEP1-G007053																																														
HVAEP1-G007055																																														
HVAEP1-G007056																																														
HVAEP1-G007057																																														
HVAEP1-G007058																																													1	
HVAEP1-G007059																																														1
HVAEP1-G007061																																													1	
HVAEP1-G007063																																			1											
HVAEP1-G007069																																														
HVAEP1-G007077																																													1	
HVAEP1-G007078																																														
HVAEP1-G007079																																												1		
HVAEP1-G007080																																														
HVAEP1-G007081																																													1	
HVAEP1-G007082																																														
HVAEP1-G007085																																														
HVAEP1-G007087																																														
HVAEP1-G007088																																														
HVAEP1-G007090																																														
HVAEP1-G007091																																														
HVAEP1-G007095																																														
HVAEP1-G007101																																														
HVAEP1-G007102																																														
HVAEP1-G007103																																												1		
HVAEP1-G007104																																														
HVAEP1-G007105																																														
HVAEP1-G007106																																														
HVAEP1-G007108																																												1		
HVAEP1-G007109																																														
HVAEP1-G007110																																													1	
HVAEP1-G007113																																														
HVAEP1-G007114																	1																		1											
HVAEP1-G007115																																														
HVAEP1-G007116																																														
HVAEP1-G007117																																														
HVAEP1-G007119																																	1													
HVAEP1-G007120																																														
HVAEP1-G007121																																												1		
HVAEP1-G007122																																														
HVAEP1-G007123																																														
HVAEP1-G007125																																														
HVAEP1-G007126																																														
HVAEP1-G007127																																														
HVAEP1-G007129																																													1	
HVAEP1-G007131																																														
HVAEP1-G007132																																												1		
HVAEP1-G007133																																														
HVAEP1-G007134																																												1		
HVAEP1-G007135																																														
HVAEP1-G007136																																														
HVAEP1-G007137																																														
HVAEP1-G007138							1																											1												
HVAEP1-G007141																																														
HVAEP1-G007142																																												1		
HVAEP1-G007144																																												1		
HVAEP1-G007145																																												1		
HVAEP1-G007146																																														
HVAEP1-G007150																																														
HVAEP1-G007151																																												1		
HVAEP1-G007153																																														
HVAEP1-G007154																																														
HVAEP1-G007155																																														
HVAEP1-G007156																																														1
HVAEP1-G007157																																														
HVAEP1-G007159																																														
HVAEP1-G007160																																														
HVAEP1-G007162																																														
HVAEP1-G007178																																														
HVAEP1-G007179																																														
HVAEP1-G007180																																			1											
HVAEP1-G007183											1																							1												
HVAEP1-G007184																																														
HVAEP1-G007185																																														
HVAEP1-G007186																																														
HVAEP1-G007187																																														
HVAEP1-G007188																																														
HVAEP1-G007189																																														
HVAEP1-G007190																																														
HVAEP1-G007191																																														
HVAEP1-G007192																																														
HVAEP1-G007193																																														
HVAEP1-G007198																																														
HVAEP1-G007199																																														
HVAEP1-G007200																																														
HVAEP1-G007201																																														1
HVAEP1-G007202																																														
HVAEP1-G007204																																														
HVAEP1-G007205																																														
HVAEP1-G007206																																													1	
HVAEP1-G007207																																												1		
HVAEP1-G007208																																														
HVAEP1-G007213																																														
HVAEP1-G007216																																														1
HVAEP1-G007217																																														
HVAEP1-G007218																																														
HVAEP1-G007220																				1																1										
HVAEP1-G007221																																														
HVAEP1-G007222																																														
HVAEP1-G007224								1																																1						
HVAEP1-G007225																																				1										
HVAEP1-G007226																																														1
HVAEP1-G007231																																														
HVAEP1-G007232																																														
HVAEP1-G007233																																														
HVAEP1-G007234																																												1		
HVAEP1-G007235																																				1										
HVAEP1-G007236																																														
HVAEP1-G007237																																														
HVAEP1-G007238																																														
HVAEP1-G007241																																														
HVAEP1-G007242																																														
HVAEP1-G007243																																														
HVAEP1-G007244																																												1		
HVAEP1-G007245																																														1
HVAEP1-G007246																																													1	
HVAEP1-G007249																																												1		
HVAEP1-G007254																																												1		
HVAEP1-G007255																																												1		
HVAEP1-G007256																																												1		
HVAEP1-G007257																																														
HVAEP1-G007259																																												1		
HVAEP1-G007260																																														
HVAEP1-G007261																																												1		
HVAEP1-G007262																																														
HVAEP1-G007265																																														
HVAEP1-G007266																																														
HVAEP1-G007267																																														1
HVAEP1-G007268																																														
HVAEP1-G007269																																														
HVAEP1-G007270																																														1
HVAEP1-G007271																																														
HVAEP1-G007273																																														
HVAEP1-G007274																																														
HVAEP1-G007275																																														
HVAEP1-G007276																																														
HVAEP1-G007277																																														
HVAEP1-G007278																																														
HVAEP1-G007280																																														
HVAEP1-G007281																																														
HVAEP1-G007282																																														1
HVAEP1-G007283																																														
HVAEP1-G007284																																														
HVAEP1-G007285																																														
HVAEP1-G007286																																														
HVAEP1-G007291																																												1		
HVAEP1-G007292																																														
HVAEP1-G007293																																												1		
HVAEP1-G007294																																												1		
HVAEP1-G007296																																														
HVAEP1-G007297																																														
HVAEP1-G007298								1																																1						
HVAEP1-G007299																																														
HVAEP1-G007300																																													1	
HVAEP1-G007301																																														
HVAEP1-G007302																																														
HVAEP1-G007303																																														
HVAEP1-G007304																																														
HVAEP1-G007309																																														
